pQBR103.dPFLU4242.logFC,pQBR103.dPFLU4242.logCPM,pQBR103.dPFLU4242.F,pQBR103.dPFLU4242.PValue,pQBR103.dPFLU4242.FDR,pQBR103.dgacS.logFC,pQBR103.dgacS.logCPM,pQBR103.dgacS.F,pQBR103.dgacS.PValue,pQBR103.dgacS.FDR
pQBR0043,0.332560110898821,11.2191713439898,6.81009144864819,0.0217345624986009,0.0865760072860936,0.502445099886245,11.2191713439898,15.4974105970817,0.00173131383242426,0.0179906089543217
pQBR0044,-0.15967796209783,8.73433112313211,1.56439375040138,0.233255964471648,0.430487841766208,-0.0668191892738654,8.73433112313211,0.274268582137752,0.609371532240105,0.752660445505866
pQBR0045,-0.0323992242520248,10.7697230694468,0.108775930518808,0.746841666361259,0.845948617347587,-0.117367692003791,10.7697230694468,1.42157907223391,0.254636743497807,0.436259366996243
pQBR0046,0.084518176746865,10.5468975415459,0.856079688080121,0.371840590193162,0.573354200362359,0.0981224857340332,10.5468975415459,1.15166788724428,0.302885376839239,0.487750941402987
pQBR0047,0.127258907097468,10.0056056227844,1.60370627796285,0.227791204614287,0.42367391364058,0.121956664796509,10.0056056227844,1.46616428638739,0.247691063182678,0.430532102550255
pQBR0048,0.221926265140645,9.7168967654067,3.06990816039377,0.103497645817191,0.258815296958824,0.292962989144322,9.7168967654067,5.32139522597884,0.0383337518584474,0.130383539308802
pQBR0049,0.137025664739975,9.87685569874584,2.12378516575922,0.168961601043093,0.357213716168483,0.0795610817346091,9.87685569874584,0.712142371022886,0.41412458729286,0.585655481437831
pQBR0050,0.0365695429719024,11.0893218394498,0.143393648960343,0.71109546569145,0.829033250245153,-0.166101378513722,11.0893218394498,2.94269131199778,0.110194365794406,0.27433805650899
pQBR0051,0.150041210972553,10.9087027553595,1.8129295099889,0.201362802657367,0.397733139133147,-0.0151892323852668,10.9087027553595,0.0184891448841326,0.893942328589813,0.941199191775177
pQBR0052,-0.216220676502989,13.2550750368931,3.20628293090638,0.0968625839023199,0.25027197354221,-0.327524117691362,13.2550750368931,7.34348859492844,0.0179694946467176,0.080274938702159
pQBR0053,-0.0831661199011415,8.39539359221476,0.202379294582329,0.660281180645524,0.807197965085833,-0.209737572933002,8.39539359221476,1.26264869605758,0.281647428640411,0.462637357010709
pQBR0054,-0.502520039250245,10.3416527402393,25.1542729080283,0.000242780101986548,0.00374351254030871,-0.369372270391383,10.3416527402393,13.6304698368111,0.00274906736974196,0.024379442830866
pQBR0055,-0.417092229348933,11.6952499210758,16.9612262445337,0.00123225867722517,0.0120208091370128,-0.380549986369142,11.6952499210758,14.1163693079962,0.00242923465402479,0.023223483292477
pQBR0056,-0.0795067400254616,9.24404240622119,0.473892197707669,0.503406649293551,0.684263826171344,-0.198583066206634,9.24404240622119,2.91867363300295,0.111517597060082,0.274770161828449
pQBR0057,-0.00261414101350203,8.25783439290513,0.000269628565424016,0.987150530402222,0.991298221706433,-0.084032489742754,8.25783439290513,0.276578798817361,0.607884305796061,0.752660445505866
pQBR0058,0.0693168352600661,10.7694600753203,0.302248271220471,0.591877290869641,0.757839003601814,0.0416869570070773,10.7694600753203,0.109105977367511,0.746472613438171,0.837591336205271
pQBR0059,0.705756526856394,8.61397830172731,10.9537650326511,0.00570249088713744,0.0363438752540226,0.924588282229674,8.61397830172731,18.7879381700523,0.00082597498183506,0.013061911940652
pQBR0060,0.093782801949286,11.5764320748227,0.831246198203216,0.378652147244329,0.578261106654279,0.0979695627142495,11.5764320748227,0.90620741322432,0.358637092019218,0.54362980548407
pQBR0061,0.343331183468228,10.4367882356594,6.73591571613414,0.0223284841906332,0.0882067391993611,0.375980554025914,10.4367882356594,8.0669998548773,0.0140162637008737,0.0669977404901761
pQBR0062,0.208801651066639,11.365191800798,3.31163717005501,0.0920890829391816,0.242210636863015,0.186898709701979,11.365191800798,2.65078442885951,0.127688199059553,0.299611704196459
pQBR0063,0.0542936705363137,10.9293470522867,0.194819795953745,0.666250194037089,0.807732244642666,-0.0622767759365738,10.9293470522867,0.255137049464939,0.622008351235681,0.760409186421114
pQBR0064,-0.314386070915795,9.85339765359484,4.16483255153425,0.062306574257075,0.181600868871231,-0.60737152773303,9.85339765359484,15.2624331322628,0.00183166575243038,0.0186284304183345
pQBR0065,0.202758669850831,10.6132058851569,2.99594280489115,0.107328508162839,0.263092445650446,0.10701181506494,10.6132058851569,0.829902690722112,0.37902599790323,0.565570647114544
pQBR0066,0.0927712762753524,6.6113067447577,0.123805529051144,0.730630077393566,0.841995830206129,0.330711353429613,6.6113067447577,1.6296832598254,0.224272438461094,0.408066583133386
pQBR0067,-0.101121376375026,10.3133962401926,0.632839075549183,0.440723166537026,0.63262965046456,-0.27654299456358,10.3133962401926,4.68939050125677,0.0497088270115745,0.158405462076884
pQBR0068,-0.262563994132565,10.1952989021022,4.00179159555911,0.0669778364253698,0.191709016834292,-0.600979783733208,10.1952989021022,20.6342564738829,0.000564800102727624,0.0107989779641522
pQBR0069,-0.141900510880173,10.2718421764458,1.14784105816298,0.303656853664142,0.502655758610571,-0.334909216940549,10.2718421764458,6.31341527856412,0.0260992131868488,0.0982316842780609
pQBR0070,-0.00688831724575655,10.7907359361971,0.00385494333254202,0.951445251624919,0.965585626914462,-0.164135245564935,10.7907359361971,2.1744288565811,0.164329073913434,0.3603178776634
pQBR0071,-0.0181709273760677,10.8098375548587,0.0303611110959461,0.864380921066955,0.923071904248067,-0.160013631190812,10.8098375548587,2.34161462683489,0.150129918137288,0.336911271688373
pQBR0072,-0.191596350120742,10.3465816235811,2.16765601644662,0.164939220242981,0.356746367765361,-0.393835044999819,10.3465816235811,9.05190738785471,0.0101553500622721,0.0521963153738286
pQBR0073,0.141970324086785,9.26255095844761,1.25528527204329,0.282991704542647,0.49189103553231,0.114774545849086,9.26255095844761,0.814838243024459,0.383256374610155,0.565570647114544
pQBR0074,0.0484913962854172,11.6513950930854,0.193287006311518,0.667477482497601,0.807732244642666,-0.0674799782642914,11.6513950930854,0.373662771714351,0.551645463283355,0.706934400668749
pQBR0075,-0.132356942800499,8.75491747879259,0.961888106392746,0.344766311638674,0.546885944289723,-0.122139590931281,8.75491747879259,0.814324301402355,0.383401957952902,0.565570647114544
pQBR0076,0.142247133128237,9.31147301282273,0.920316014838479,0.355046075735785,0.554614458175508,0.200899720296034,9.31147301282273,1.83729822216972,0.198549113692862,0.393802806411569
pQBR0077,0.181676487311891,10.1912484586941,2.25168484496928,0.157566753883829,0.348689390539215,0.381079704902849,10.1912484586941,9.91512699791945,0.00776182815354588,0.0441684983023206
pQBR0078,-0.0844282848134392,15.8235045233637,0.109645504640473,0.74587066279461,0.845948617347587,0.00753315210791536,15.8235045233637,0.000872985472489512,0.976881550548207,0.988625748985082
pQBR0079,-0.271934601193882,15.7971223227392,1.02308021128974,0.330404739826088,0.531762510561852,-0.227652491790643,15.7971223227392,0.717295313035917,0.412485082378232,0.585655481437831
pQBR0080,-0.268754731920097,11.5984122275568,0.78116432794144,0.392976042048185,0.590839391503637,-0.221640765699275,11.5984122275568,0.531349312277069,0.479079113001194,0.650567659132303
pQBR0081,-0.159294100205423,11.5828352477681,0.40513777726724,0.535590466797764,0.709175188723909,-0.0273591623585844,11.5828352477681,0.0119555885934816,0.914615842991994,0.950171144204457
pQBR0082,-0.0269947648805792,11.4337878846629,0.0156916745365337,0.902245712824045,0.943604953810513,-0.0215099394308372,11.4337878846629,0.00994777532728671,0.922086793134412,0.951960015374188
pQBR0083,-0.00421749700042524,11.3271493080377,0.000317612844116498,0.986054068216679,0.991298221706433,0.0307451106143319,11.3271493080377,0.0168501683118921,0.898722445412808,0.942081861638864
pQBR0084,-0.0175607699595735,11.0130329692525,0.00718360822949762,0.933757812207923,0.964009145216819,-0.0421016034278511,11.0130329692525,0.0411785164307572,0.842362595981935,0.912558129665038
pQBR0085,0.324048648092718,12.0114038837434,8.46690783505617,0.0122713656740396,0.0599562630133186,0.00813747889228166,12.0114038837434,0.0053315043995701,0.942913617303435,0.963268076954282
pQBR0086,0.341623165185087,13.8157665736742,7.14614364603436,0.0192657050550819,0.0807807633011327,0.0646059827058351,13.8157665736742,0.255899326706395,0.621493490379447,0.760409186421114
pQBR0087,0.146969932178533,12.9380798028091,1.88287669887107,0.193421197774467,0.388467783765527,0.0909067920235579,12.9380798028091,0.719856788183446,0.411673891735674,0.585655481437831
pQBR0088,-0.016093009301617,7.34403435260083,0.00579278894223154,0.940500194013898,0.96554488966864,-0.409048006256862,7.34403435260083,3.54698695264221,0.0824174827016303,0.227287507632392
pQBR0089,-0.296573695178258,13.2000822210477,5.2097385388551,0.040098244562679,0.138891021021453,-0.253469198863156,13.2000822210477,3.8072612359246,0.0731135183498429,0.209271028570209
pQBR0090,0.0201863030117283,11.534130728318,0.0385197144007272,0.847464378545344,0.916488626571662,-0.077401172545165,11.534130728318,0.564740639959976,0.465859911263964,0.639888039034985
pQBR0091,-0.387796716468433,9.18667465161435,9.19656368170501,0.00969985531236653,0.0526878504467182,-0.374455901423728,9.18667465161435,8.56167030774232,0.0118959471093023,0.0598553970341736
pQBR0092,-0.129289606290201,11.2420331636194,0.840684369070105,0.376041432996967,0.576114759527405,0.0919978583529542,11.2420331636194,0.425664130816276,0.52559167790984,0.688309101481928
pQBR0093,-0.294936067617324,12.442402749726,4.66460700128103,0.0502311909810959,0.155912397980285,-0.177751858603318,12.442402749726,1.6970615332671,0.215471916395271,0.40159042833309
pQBR0094,-0.0238869884389443,11.0534893545893,0.0481831346734541,0.829694091795326,0.907537244572461,0.203383105488076,11.0534893545893,3.49767634796162,0.0843378817811044,0.230362899950674
pQBR0095,-0.161006289104691,11.8741771987068,0.926458177903306,0.353499241887285,0.554614458175508,0.0449855163537167,11.8741771987068,0.0724846211311279,0.7920153820278,0.872211161699512
pQBR0096,-0.293892074568094,12.2164211949327,4.79375376166967,0.0475788781214927,0.152870315373503,-0.181110058574845,12.2164211949327,1.82292319034539,0.200202709721242,0.395104722578333
pQBR0097,-0.0102161138793249,10.7741096559193,0.00999216008038618,0.921913792202594,0.960075801030152,0.082029056745663,10.7741096559193,0.643495007534528,0.436991749340494,0.610766246154258
pQBR0098,-0.356651438532976,10.9885529144792,6.17834971651231,0.0274594517264922,0.102543890041119,-0.0782368221315615,10.9885529144792,0.298536515002805,0.594135408120117,0.739574804899521
pQBR0099,-0.0344702772583982,10.7079460502799,0.113843199954222,0.741242837072764,0.844664763433107,0.136603982979079,10.7079460502799,1.78782982066929,0.204315027279336,0.397002370079361
pQBR0100,-0.320513510275554,11.1598050693037,7.00725473686409,0.0202439198401344,0.0826091354456999,-0.360374173457848,11.1598050693037,8.83989737447897,0.0108688443872624,0.0552692299692706
pQBR0101,-0.10840645187085,12.1360145605815,1.16214405344074,0.300787374680277,0.502655758610571,-0.0483262454605212,12.1360145605815,0.230889385279787,0.638919576291246,0.770844653715563
pQBR0102,0.0550727862591427,10.8654707015381,0.211854679273956,0.652987683213105,0.80166639348205,-0.017706559792408,10.8654707015381,0.0218429548648999,0.884793024481673,0.935688198456283
pQBR0103,0.177091538157214,11.0576131511088,1.99544970708323,0.181465361939463,0.372276579429456,0.338762088248663,11.0576131511088,7.29361175293289,0.0182871780814482,0.0807221343873778
pQBR0104,-0.240585926802204,10.2880563848695,2.61789701137533,0.12986751014997,0.297017559098974,0.0358321559856235,10.2880563848695,0.0584717390235564,0.81273320503232,0.886955415537555
pQBR0105,-0.0986743165543428,11.838632898006,0.692465215227869,0.420480753549219,0.614647707023018,0.197398964878953,11.838632898006,2.77424930469006,0.119899614911447,0.288000080038552
pQBR0106,-0.388355101662986,7.95238080967044,4.78649054070992,0.0477235511473667,0.152870315373503,-0.318095336643667,7.95238080967044,3.2156130898503,0.0964278787581971,0.256069589146768
pQBR0107,0.0621548293054601,12.7133487597061,0.293236989997808,0.597391667522524,0.757839003601814,0.0692338682960089,12.7133487597061,0.3635011518859,0.557030216841832,0.710027849734388
pQBR0108,-0.173199618842295,11.7687186676631,2.62857867425169,0.129154666219077,0.297017559098974,-0.264941987239203,11.7687186676631,6.13546589185056,0.0279086808165016,0.104221479924123
pQBR0109,-0.229480128162048,9.89313525729835,4.9862859423656,0.0439273251509398,0.144808699463098,-0.134268038501623,9.89313525729835,1.70575343007406,0.21436972969198,0.40159042833309
pQBR0110,-0.217532252654563,11.100960481738,1.72440664795772,0.212029085798912,0.411991475658049,-0.0985233807699129,11.100960481738,0.353547458519534,0.5624065214558,0.713972273079591
pQBR0111,-0.327882382801141,12.7052953789404,7.96353017591261,0.0145139570456817,0.0660730615984365,-0.110312864535464,12.7052953789404,0.90328713040736,0.359387068060599,0.54362980548407
pQBR0112,-0.359038097648699,11.7601789666466,8.38970780901517,0.0125874705515517,0.0603268605301375,-0.255791982192863,11.7601789666466,4.26384673628491,0.0596600297631419,0.179864553728049
pQBR0113,-0.212232182712696,12.0038776519702,2.86484813059941,0.114554596884084,0.275641207540766,-0.163195458312,12.0038776519702,1.69422715988295,0.215832931183738,0.40159042833309
pQBR0114,-0.274241519709522,9.93009434961188,6.3694841949056,0.0255579506069463,0.0971148151114243,-0.261377686542809,9.93009434961188,5.77743405856646,0.0320177035904448,0.114450897993349
pQBR0115,0.602308244455363,10.4534807671407,27.2239318167927,0.00017072557139206,0.00281402838363464,0.412214664628648,10.4534807671407,12.6930474631059,0.00351516413615877,0.0275450566735064
pQBR0116,0.362591292901566,11.058285687968,13.185397218645,0.00308564017402634,0.0240384133509908,0.171839946367159,11.058285687968,2.95364354502625,0.109597357470794,0.274280297754134
pQBR0117,0.212601727615488,11.6854675497487,3.26988365976292,0.0939458856128993,0.244456086319082,0.0396888794601421,11.6854675497487,0.113673276941546,0.741428297705752,0.837541754333806
pQBR0118,0.35897636006345,10.4800040375656,4.88440218385389,0.0458164419230944,0.150001775611227,0.369590926554071,10.4800040375656,5.15603086967578,0.0409811794979106,0.13603474861112
pQBR0119,0.283700133493844,9.95321571006906,7.19578256424328,0.018929620321573,0.080073969147893,0.296211921724296,9.95321571006906,7.80635720005955,0.015310103436916,0.0705585431797636
pQBR0120,0.694258611439004,10.5211368096844,29.0873422609451,0.000126326814439358,0.00223645249266715,0.549859036749306,10.5211368096844,18.2125015367434,0.000934359951107788,0.0134375695426579
pQBR0121,0.627869242532066,9.41230710549714,19.102281409009,0.000772950718863999,0.00879691532421409,0.436750792394797,9.41230710549714,9.16232814493661,0.00980546472521399,0.0509457841157858
pQBR0122,-0.129778828481862,9.68325548952277,0.994515544893381,0.33699906524015,0.538747669514353,0.112223088071406,9.68325548952277,0.748101103372988,0.402892151639783,0.582447081530155
pQBR0123,-0.0910537472781836,8.51345377048635,0.466547611933015,0.506674365558982,0.684263826171344,0.254573998317381,8.51345377048635,3.70712646063047,0.076534998790138,0.217760294176702
pQBR0124,-0.0380339461955045,10.1583379093329,0.158326387489111,0.69721517784523,0.820859248793153,0.133762059895605,10.1583379093329,1.96112271272473,0.185008213889321,0.386174350389063
pQBR0125,-0.0384374465916167,9.46940418229544,0.0959655481312016,0.761678353043244,0.858684558383657,-0.056452626701241,9.46940418229544,0.205953208147581,0.657506261899748,0.780818626241521
pQBR0126,0.387065831037582,10.6899506457184,9.41081691478435,0.00906827695233636,0.0504027486420556,0.31935317283839,10.6899506457184,6.39089775439455,0.0253547281453726,0.0969564804279049
pQBR0127,0.170838313193441,11.1986370569714,2.12227918910221,0.169101871653474,0.357213716168483,0.38038939833953,11.1986370569714,10.5083494749593,0.00649615601645516,0.0419616564306157
pQBR0128,0.0560382730599108,11.4810691452974,0.24799161974962,0.626882648695504,0.778311444354418,0.245266123042426,11.4810691452974,4.75024141392382,0.0484534533538335,0.155441279886795
pQBR0129,0.395659337688551,8.97371871605252,8.47636436379127,0.0122332862452899,0.0599562630133186,0.360949423163191,8.97371871605252,6.99730565868893,0.0203162029403164,0.0838958273500155
pQBR0130,0.0503494591345355,10.6125006832237,0.1795580497658,0.678740536718864,0.811754759559007,-0.301043915083971,10.6125006832237,6.35178477558419,0.0257273727776857,0.0976006681566172
pQBR0131,0.0863920969144848,11.5995902672381,0.390620701958812,0.542882130290061,0.716844359885771,-0.491121525182312,11.5995902672381,12.4578296258648,0.00374466928597267,0.0284024766607906
pQBR0132,-0.169587216955421,10.0595735828123,2.75613533472605,0.121004847769151,0.286338204127001,-0.669270381844742,10.0595735828123,41.7161083149168,2.22740259642594e-05,0.002661746102729
pQBR0133,0.081808601940858,10.532243385897,0.551369423085206,0.471077889914745,0.654579160986186,-0.0482892379476144,10.532243385897,0.190835526717189,0.669452604632248,0.792075111421323
pQBR0134,0.581215775190468,14.9861215914145,11.4196182852795,0.00499046984669602,0.0329868500547909,-0.170243000972843,14.9861215914145,0.98485141710357,0.339273057002361,0.523684158158035
pQBR0135,-0.161677991075969,11.5183239791247,0.575321190592637,0.461799785549637,0.645439466353001,-0.293853448246666,11.5183239791247,1.88973948845833,0.192663914002767,0.389096101549118
pQBR0136,0.90134574877348,10.0812889280324,24.3229734118261,0.000281251869777701,0.00420119980480441,0.534485000063718,10.0812889280324,8.49318935996334,0.0121658764548381,0.0605759265147147
pQBR0137,-0.330955688733157,13.3656320205268,5.5412597246628,0.0351207175705342,0.12435335554604,-0.228649238812101,13.3656320205268,2.64804858863999,0.127867756602673,0.299611704196459
pQBR0138,-0.29884497057827,12.2028688939104,3.3086039648674,0.0922224600608131,0.242210636863015,-0.115687505002868,12.2028688939104,0.496919452208851,0.493401355089599,0.656108771709391
pQBR0139,-0.172944177899859,9.72878695558593,1.42456488881746,0.254163501487748,0.456729901169713,-0.0259899834558741,9.72878695558593,0.0321677305561431,0.860449276918941,0.921002233989447
pQBR0140,0.593342971876061,8.76133959152115,10.5046437307139,0.00650327915858322,0.0397123666158724,0.0118748691267095,8.76133959152115,0.00405174669835985,0.950223023554871,0.966397032466443
pQBR0141,-0.271791655167765,10.6285559646713,6.43708259767514,0.0249228547461115,0.0971148151114243,-0.220683932511681,10.6285559646713,4.24300663741171,0.0602057083608532,0.179864553728049
pQBR0142,-0.26515195576041,12.8187866742042,4.69905539865599,0.0495068736618785,0.155912397980285,-0.230071969140231,12.8187866742042,3.53870088038087,0.0827364567532138,0.227287507632392
pQBR0143,-0.6413074040778,5.32273598905259,3.94004986687223,0.0688557538832821,0.194751777255674,-1.43578845886765,5.32273598905259,16.7128464286761,0.00130377244232891,0.0159795699341851
pQBR0144,-0.152645959312155,10.3647529653723,1.66577744118253,0.219500737726678,0.4178429759865,-0.151779263270506,10.3647529653723,1.64416746116473,0.222341424584868,0.40720000364585
pQBR0145,-0.0874018683525923,12.1343020980706,0.417006992654053,0.529765628841038,0.705370391604502,-0.000637848997281011,12.1343020980706,2.21972519588913e-05,0.996313016828029,0.996987562604583
pQBR0146,-0.178257952135528,11.7624968061653,1.43674950806071,0.252244469386556,0.456729901169713,0.0935232534782144,11.7624968061653,0.395825627962029,0.54024607741966,0.699830962077501
pQBR0147,-0.419930204411628,12.4105324403828,8.72848798990267,0.0112671727785849,0.0585403107409087,-0.398088919560002,12.4105324403828,7.84419935319147,0.0151138407250456,0.0705585431797636
pQBR0148,-0.477214230429847,13.3131419071628,8.46172657800467,0.0122922882328561,0.0599562630133186,-0.511869941978263,13.3131419071628,9.72587359526247,0.00822457813821152,0.0457133529077338
pQBR0149,-0.388234799238517,9.09206925926219,9.87398838185906,0.00785977991063911,0.045644780782802,-0.292830438235618,9.09206925926219,5.62937665966323,0.0339231126849861,0.119001623456032
pQBR0150,-0.498456842901923,7.85492055647401,10.8195795847298,0.00592906665322392,0.037290708687382,-0.496972280325877,7.85492055647401,10.6856936239044,0.00616564938783025,0.0409330612136508
pQBR0151,0.0598633568345406,11.2858455975625,0.324647911444543,0.578625619088566,0.747521745741445,0.221164846275697,11.2858455975625,4.42862667172404,0.0555473584351833,0.172413229428686
