pQBR57.dPFLU4242.c.logFC,pQBR57.dPFLU4242.c.logCPM,pQBR57.dPFLU4242.c.F,pQBR57.dPFLU4242.c.PValue,pQBR57.dPFLU4242.c.FDR,pQBR57.PQBR57_0059_V100A.c.logFC,pQBR57.PQBR57_0059_V100A.c.logCPM,pQBR57.PQBR57_0059_V100A.c.F,pQBR57.PQBR57_0059_V100A.c.PValue,pQBR57.PQBR57_0059_V100A.c.FDR,pQBR57.dgacS.c.logFC,pQBR57.dgacS.c.logCPM,pQBR57.dgacS.c.F,pQBR57.dgacS.c.PValue,pQBR57.dgacS.c.FDR,pQBR103.dPFLU4242.c.logFC,pQBR103.dPFLU4242.c.logCPM,pQBR103.dPFLU4242.c.F,pQBR103.dPFLU4242.c.PValue,pQBR103.dPFLU4242.c.FDR,pQBR103.dgacS.c.logFC,pQBR103.dgacS.c.logCPM,pQBR103.dgacS.c.F,pQBR103.dgacS.c.PValue,pQBR103.dgacS.c.FDR
PFLU_0021,-0.522175426888094,6.55500497381246,16.7893556082798,0.000383827777682363,0.0123517037309915,-0.388911843834136,6.55500497381246,9.3155520621908,0.00531482904376651,0.295273851308877,-0.313402795243928,6.55500497381246,6.09827543196975,0.020690067558813,0.11137459584447,0.105433645618407,6.55500497381246,0.685378626465393,0.415552033881318,0.701119120834152,0.241007426397316,6.55500497381246,3.58616416960224,0.0698575018381538,0.160323783446955
PFLU_0022,0.173027727739077,7.84060395874679,1.7149334318858,0.202220860698916,0.455859976842995,0.128422828767345,7.84060395874679,0.943685887582848,0.340611242756814,0.783271594135969,-0.0155493715378197,7.84060395874679,0.0138689541498771,0.907191073707126,0.960794937368896,0.112073846577048,7.84060395874679,0.719112326625744,0.404458773236366,0.693408359705665,0.0364441905952568,7.84060395874679,0.0760720869055999,0.784953374390664,0.86776617641949
PFLU_0023,-0.76190784943155,7.11634589141855,18.6598366804457,0.00021610669013932,0.0089623401283835,-0.335646292349711,7.11634589141855,3.65397813494686,0.0674307864831072,0.533020002146334,-0.72001413011385,7.11634589141855,16.7349960955232,0.000390453868951708,0.0058657725363689,0.100799119303927,7.11634589141855,0.330374848102729,0.570560808396886,0.807521644594461,-0.154820418386414,7.11634589141855,0.778821762994486,0.385885277819726,0.541969568585826
PFLU_0024,-0.697006658388762,6.6511278791504,13.1832953377582,0.00126567682153673,0.0254388081980539,-0.243162839513201,6.6511278791504,1.61793298742134,0.215052523784865,0.71043247472337,-0.733933201930027,6.6511278791504,14.653635438188,0.000766679442213444,0.0097611861614693,0.374565531630432,6.6511278791504,3.82219795767211,0.061813322895215,0.255272551563759,0.266056390984738,6.6511278791504,1.93072924922072,0.176896239646936,0.316062486432284
PFLU_0025,-0.0651651104005475,4.53367426337089,0.239014010650982,0.629168678925784,0.816833484090856,-0.338676278676845,4.53367426337089,6.3090385721159,0.0188168430613791,0.402954141048952,-0.0153356899701214,4.53367426337089,0.0133854077541712,0.908815712149053,0.961461020167583,-0.00333127547347412,4.53367426337089,0.000616846437956336,0.980382090433137,0.992077972075378,0.34890861890881,4.53367426337089,6.85424281821367,0.0147832560414204,0.0508519829602364
PFLU_0026,-0.148539896838006,4.09476849611696,1.59141636482832,0.218735432090412,0.47610071566261,-0.0376040252734702,4.09476849611696,0.10074518790809,0.753565520234997,0.950418007865038,0.02002407808858,4.09476849611696,0.0294514521455553,0.865118469766479,0.942439864977465,0.126591437558106,4.09476849611696,1.13851789230315,0.296133158240669,0.5954146809566,0.188212217155177,4.09476849611696,2.53900494407953,0.123595499186321,0.245647618868796
PFLU_0027,-0.463023897431247,2.32613041802699,4.96829854751129,0.0350119615990842,0.169164802075859,-0.048626222749502,2.32613041802699,0.0547032098999492,0.816971888428167,0.965706031905556,-0.112846395645604,2.32613041802699,0.314942673746645,0.579644888216918,0.797521952011476,-0.0678215632808269,2.32613041802699,0.107551350209135,0.74567236844984,0.897275148712935,0.0998173997090781,2.32613041802699,0.240437085576276,0.62815458794751,0.751259619907166
PFLU_0028,-0.661624255272484,3.13750118050918,11.9551945404149,0.00195757472567988,0.0332223560793338,-0.565691886270129,3.13750118050918,8.55188750566065,0.00722340034202189,0.318992545010557,-0.508968907225821,3.13750118050918,7.3420532392777,0.0119713395125829,0.0738211710885873,0.110085885576422,3.13750118050918,0.328609280421641,0.571585576493587,0.808373549464634,-0.0159520392679458,3.13750118050918,0.00692521657678553,0.934339174128415,0.962697054183332
PFLU_0029,-0.50902009984345,2.79828276363035,2.05511382256228,0.164050314657603,0.405177205626559,-0.570922220719645,2.79828276363035,2.48032958090882,0.127814028632509,0.628294503019069,-0.449021066274416,2.79828276363035,1.65795845483079,0.209638631228112,0.482129242243466,0.304878487063773,2.79828276363035,0.694737336720865,0.412428524055022,0.698530796134605,0.277094506811847,2.79828276363035,0.58136430889059,0.452892417228596,0.604095910545686
PFLU_0030,0.270941535574308,4.1678504076916,0.920761961029595,0.346438183376616,0.601224040343451,-0.271429140678049,4.1678504076916,0.894022501258723,0.353413792427722,0.788451344259059,0.00896235922554241,4.1678504076916,0.00101669251333383,0.974815756012542,0.989603514421282,-0.247964256759632,4.1678504076916,0.748161143997262,0.395260194765923,0.685701242347617,0.342830171776268,4.1678504076916,1.46920712301233,0.236770434839313,0.388829082757589
PFLU_0031,0.649425630745118,4.1903746531632,5.79167694536624,0.0237938716309057,0.135338683381203,-0.00842394054616966,4.1903746531632,0.000946264086010356,0.97570339549445,0.995691873435618,0.201457362069338,4.1903746531632,0.562208250812486,0.460350531763699,0.721203586474175,-0.442124371741192,4.1903746531632,2.65268972916781,0.11587750371945,0.366685985708674,-0.0772353578953936,4.1903746531632,0.0827990078042321,0.775904727910276,0.860185041917096
PFLU_0032,0.427544604017485,4.77233652272548,5.72849630259607,0.0244955825347006,0.137336753996321,-0.0255389694030101,4.77233652272548,0.0200195900326453,0.888613181312719,0.979461874604845,0.368811194537383,4.77233652272548,4.29973390283764,0.0485420217068614,0.196335141367931,-0.545458064523124,4.77233652272548,9.26698263243694,0.00541815747672121,0.0566741196810146,-0.231286665911112,4.77233652272548,1.69598899126502,0.204650670435527,0.350724422676774
PFLU_0033,0.0486628672361799,2.76324569221781,0.0222651446535331,0.882577714514666,0.95192310636939,0.0229063476325646,2.76324569221781,0.00477424228772597,0.945461443714386,0.994431584574749,0.490177833638855,2.76324569221781,2.36974571222738,0.136234467479759,0.377395725374962,-0.137130729256232,2.76324569221781,0.173962085519317,0.68016415277063,0.867176162733544,0.0901805535663154,2.76324569221781,0.0776215329498368,0.782831968001989,0.865908613742245
PFLU_0034,0.272260224816836,3.3480827367326,0.247724881658109,0.623019175939516,0.812076123751175,-0.191489722722906,3.3480827367326,0.117086849769187,0.73506769592148,0.945469480217087,-0.365838656294819,3.3480827367326,0.446397620132302,0.510155299459706,0.755064179522273,0.292603591065654,3.3480827367326,0.275935515117598,0.60399276450726,0.825488976206293,0.32484926074272,3.3480827367326,0.343844057194993,0.562861531581039,0.698653650643159
PFLU_0035,0.125621606068502,6.32316350564534,0.892790029649238,0.353740083896788,0.605515867006953,-0.0841068558693993,6.32316350564534,0.39777918202936,0.533945955467856,0.885499220430923,0.143915021553419,6.32316350564534,1.17648701070805,0.288392761328355,0.572218656153196,-0.218911619165752,6.32316350564534,2.70275401352285,0.112658232896894,0.360567572570547,0.22778307821881,6.32316350564534,2.94322302099749,0.098573409574413,0.206951447053019
PFLU_0036,0.0674804588551159,6.26072654582784,0.343620337553055,0.562987738825977,0.768705493945645,-0.133255632902389,6.26072654582784,1.33021079097573,0.259645111879745,0.743975452572143,0.266924893751711,6.26072654582784,5.40001052426499,0.0285341946138847,0.137677650232453,-0.298867037130305,6.26072654582784,6.71098537402363,0.0157417071855894,0.111158357738475,0.141390580684227,6.26072654582784,1.5137796826606,0.229982830277743,0.380622476620959
PFLU_0037,-0.346615048940971,2.7774533602874,1.29110642708515,0.266589109563276,0.525944142786644,-0.39126457151858,2.7774533602874,1.59216510557363,0.218630362075955,0.713699668661473,-0.551035253722409,2.7774533602874,3.33239060702798,0.0798640402092231,0.273971146928438,-0.144905377543084,2.7774533602874,0.212243197605867,0.648986177320636,0.852604696684801,0.291231164242435,2.7774533602874,0.893393077525341,0.353580376262652,0.509220794316943
PFLU_0038,0.0427756182891849,7.96119138654436,0.0465435072925914,0.830936408275819,0.927561483634169,0.0647831836082149,7.96119138654436,0.106606796857361,0.746750888174797,0.949299495547219,-0.203806142793404,7.96119138654436,1.05630308617951,0.313874079756362,0.599547342097053,-0.540818659615297,7.96119138654436,7.41025771203709,0.0116274204134648,0.0928198231168614,-1.14637295117006,7.96119138654436,32.609366764296,5.94538718159848e-06,8.14241514242638e-05
PFLU_0039,0.362823405680393,6.44569758064168,3.72479522375609,0.0649982404071127,0.239157077723951,0.381952170727042,6.44569758064168,4.11025777895754,0.0533801355733644,0.506020187162445,-0.16542202594059,6.44569758064168,0.77501725551009,0.387030579783127,0.666829457092696,-0.730971502148023,6.44569758064168,15.1237572037056,0.000656049684638319,0.0141385989843223,-1.49387087015734,6.44569758064168,60.9354761229636,3.59276050548524e-08,9.61716664400117e-07
PFLU_0040,0.0545075319724214,7.55631559349639,0.0433036689360644,0.836835763942873,0.930133636570573,0.373633846710687,7.55631559349639,2.02857156899492,0.166694333003619,0.671911654386249,-0.478558379088618,7.55631559349639,3.3221044352935,0.0803028867844317,0.274944011786929,-0.403714389979655,7.55631559349639,2.37807163389937,0.135578148296347,0.396804153100266,-1.07035175680949,7.55631559349639,16.3603417850799,0.000439638545297942,0.00325664326196174
PFLU_0041,-0.673533226105216,6.21984332238951,4.07550221841171,0.0543253041200518,0.215580671134087,-0.297784170426435,6.21984332238951,0.802821331470571,0.378773942361383,0.80388192372515,0.153222971671826,6.21984332238951,0.215104706878123,0.646797116139361,0.835304433540504,0.662430969850013,6.21984332238951,3.92947464641716,0.0585082281764995,0.248869017129769,0.730016700859426,6.21984332238951,4.7692280516016,0.0385387330789633,0.103916940980776
PFLU_0042,0.380566377560755,6.9112433905796,4.05671562843969,0.0548440460761575,0.216661858131483,0.262918038175712,6.9112433905796,1.93168913842635,0.176792538468371,0.676718746269889,0.0266112116263992,6.9112433905796,0.0198971000745065,0.888952114738534,0.953281277103025,-0.786012041837515,6.9112433905796,17.2362674276521,0.000333754577393283,0.00865850531396054,-1.25563059711274,6.9112433905796,43.1187054126183,6.93982454192884e-07,1.26137736813021e-05
PFLU_0043,-0.185559757484971,7.60461574776174,1.18990958592288,0.285720810697506,0.546785911426049,0.184517385305516,7.60461574776174,1.17640112381613,0.288409964765786,0.758961000253713,-0.828576391928822,7.60461574776174,23.4148330136541,5.61732044988611e-05,0.0012389662969805,-0.0813977144475603,7.60461574776174,0.229543180157113,0.636015234985792,0.846526962594195,-1.19456701991128,7.60461574776174,47.9183043979702,2.90904298664295e-07,6.16235760731668e-06
PFLU_0044,0.384245226901651,5.30935534930661,6.30046118258344,0.0188893117710319,0.119121304303687,0.0642809126097732,5.30935534930661,0.17413772720668,0.680012201194523,0.930003871182795,0.46016715064544,5.30935534930661,9.09559461305957,0.00580069337195467,0.0434056966549441,-0.131719070927893,5.30935534930661,0.743538154892535,0.396703028133526,0.685701242347617,0.100302851489656,5.30935534930661,0.434804941758614,0.515652316485814,0.65842942146248
PFLU_0045,-0.319098652332168,5.10731194734864,5.79029819849223,0.0238089448094628,0.135338683381203,-0.16848202888176,5.10731194734864,1.6064914507286,0.216632065790831,0.712014908931833,-0.368082117756251,5.10731194734864,7.75878347549221,0.0100312039230199,0.0648449614738358,-0.0784816007957493,5.10731194734864,0.352063710422959,0.558262648980316,0.799154504558494,-0.475639046633974,5.10731194734864,12.8294503105119,0.00143270277770853,0.00849666330103275
PFLU_0046,-0.320277955024517,5.48709463563995,4.82367689918505,0.0375362374624915,0.176222278338403,-0.284788494231911,5.48709463563995,3.78905816311053,0.0628766654233663,0.524971695265875,0.0432244702454311,5.48709463563995,0.0890176858163652,0.767888483936531,0.899998233778971,0.0840899021935943,5.48709463563995,0.330388204540839,0.570553070057886,0.807521644594461,0.314184763312887,5.48709463563995,4.63600310926111,0.0411202413455719,0.109276670254546
PFLU_0047,-0.312038983064855,5.50400363025808,4.10985544369455,0.053390970407787,0.213637225146789,-0.413760195650401,5.50400363025808,7.14427817133126,0.0130334513114436,0.379455132673674,-0.0486337873637099,5.50400363025808,0.101047726418771,0.753208505681774,0.893466089353708,-0.0830071707008449,5.50400363025808,0.289459507606525,0.595311473302661,0.819748275602651,0.18991271379068,5.50400363025808,1.52728325206486,0.227975149172479,0.378608475317746
PFLU_0048,-0.568733878277549,8.5411437560896,4.35916956782334,0.0471275086146847,0.201549671918575,-0.49192287988355,8.5411437560896,3.26458759520108,0.0828082199618435,0.568365509738108,0.0302004594064737,8.5411437560896,0.0123920749773325,0.912249250364731,0.962619123714973,0.403857498657042,8.5411437560896,2.20273026419895,0.150231128638386,0.420290316651522,0.545905256021438,8.5411437560896,4.0161582943197,0.0559830889722133,0.136514016449258
PFLU_0049,-0.720374584053912,6.36850426241638,12.9764464784333,0.00136057300185797,0.0264110196450835,-0.503530945709455,6.36850426241638,6.36270220927192,0.0183703573569612,0.402954141048952,-0.0835715724351313,6.36850426241638,0.177939645523138,0.676745011011829,0.852978259683525,0.447496261386326,6.36850426241638,5.01845756771919,0.0341811574696582,0.180531691783692,0.629582340042984,6.36850426241638,9.92082791454015,0.00419279510017168,0.0194822269491919
PFLU_0050,-0.1045175689491,1.96789808794429,0.218597068142074,0.644149426374867,0.825009998243061,0.194940073820238,1.96789808794429,0.745770292554138,0.39600539987773,0.816581770483352,0.13953007628205,1.96789808794429,0.413379206783307,0.526096407512754,0.766834971760897,-0.401958284725696,1.96789808794429,3.16567369609997,0.0873291976855034,0.312841174021184,-0.276707913641665,1.96789808794429,1.56519271773189,0.222455604061645,0.372065053200519
PFLU_0051,-0.498946202027059,4.03854132766844,6.7421407182227,0.0155275823818568,0.1046246368956,-0.274213068779412,4.03854132766844,2.0253113932054,0.167022626410637,0.672774450706047,-0.0294861464886148,4.03854132766844,0.0242996078121692,0.877373355028417,0.947350877844215,-0.0862869008234255,4.03854132766844,0.201282844169735,0.657541090099592,0.855494921363598,0.104477068535958,4.03854132766844,0.299408839041189,0.589091318220667,0.720671065645802
PFLU_0052,-0.434169564386785,3.80273992784646,5.72062041190425,0.0245846510862826,0.137336753996321,-0.0594335173943734,3.80273992784646,0.10728931196008,0.745971042550426,0.949299495547219,-0.252212942640389,3.80273992784646,1.9801124954422,0.171655489862586,0.43163066572791,-0.164484427679173,3.80273992784646,0.82476710232358,0.372437439989244,0.668213845264744,-0.319335035099246,3.80273992784646,3.10848750538879,0.0900719937713183,0.192465156501921
PFLU_0053,-0.354191003905614,4.39258132105629,4.82266577792713,0.0375545864008652,0.176222278338403,-0.19278612224177,4.39258132105629,1.41796665644204,0.244890941264202,0.734005571086708,-0.141104895976676,4.39258132105629,0.780968646132849,0.38524118602682,0.664718823472587,-0.0537728051734514,4.39258132105629,0.111693036624688,0.74100437888584,0.895111927293487,-0.0409597843911154,4.39258132105629,0.0651373766202801,0.800635071734686,0.878997005489478
PFLU_0054,-1.82310910211818,4.09720409491654,89.51595258501,9.42361280832299e-10,1.23682598693339e-06,-1.4525606587903,4.09720409491654,57.3910691345657,6.1381089986368e-08,0.000361473238929721,-0.69225498497609,4.09720409491654,14.2106183343863,0.000889664657201634,0.0107361376357796,-2.78897836295647,4.09720409491654,197.324738918337,2.18166078249515e-13,6.42390017405696e-10,-2.57885148938822,4.09720409491654,174.51215454421,8.52926852209522e-13,1.56965194770684e-10
PFLU_0055,-0.516802486372252,8.64882733669796,16.7950683013012,0.000383138547934531,0.0123517037309915,-0.171589791236054,8.64882733669796,1.8599493174975,0.184751022623613,0.681030601634011,-0.0737443181748503,8.64882733669796,0.344203537178224,0.562658853956753,0.786680434698793,-0.092222569373308,8.64882733669796,0.537631245854141,0.470217096330353,0.741809912914019,-0.0743068401850343,8.64882733669796,0.349167055797344,0.559874925921258,0.696325963833218
PFLU_0056,-0.539639387796964,5.9895879928785,17.0364319379697,0.000355209705691808,0.0120915026405726,-0.428899429173934,5.9895879928785,10.7544233307959,0.00304943510032804,0.258786213722807,-0.730846723462518,5.9895879928785,31.2223452625961,8.13505344277101e-06,0.000259685498751454,0.0908775164643418,5.9895879928785,0.48202833496749,0.493888816116258,0.756627668181577,-0.157783574546384,5.9895879928785,1.45087306968657,0.239636036463843,0.392071258244583
PFLU_0057,-0.0762077705455671,5.45672527213241,0.182186703577858,0.673143784060547,0.841822838040467,0.131479392558799,5.45672527213241,0.540682570978933,0.468973278997196,0.853719826897831,0.434654216018392,5.45672527213241,5.99023543162298,0.0217295073650375,0.114973107702341,0.17377063771716,5.45672527213241,0.948342648549655,0.339444352500966,0.640906634138566,0.400554152427581,5.45672527213241,5.05284410505305,0.0336242985779371,0.0939788772308836
