AR05,AR06,AR10,BR05,BR06,BR10,CR05,CR06,CR10
pQBR0368,1176.65317360069,1329.21300653084,1455.68043444128,1346.91147562238,1651.85174160149,1500.09374762445,1379.88547660692,1280.52523369477,1296.59978340679
pQBR0369,1222.25761958372,1536.83824670596,1438.65037381326,1385.39466064016,1609.06428355517,1693.47965479191,1443.7219986558,1270.18601748367,1403.59923466496
pQBR0370,613.247819793208,776.91921511416,774.422380524334,557.66861095944,806.4125015066,926.787814956327,590.997309391264,781.954128357055,616.743265835402
pQBR0371,1505.43394442708,1472.44884442348,1290.69098748809,1526.0142988673,1539.37067687641,1482.5799627537,1463.90450562676,1713.80640113028,1619.26094036313
pQBR0372,538.41830243216,684.067894283443,352.452232252586,565.702819761398,481.181674452699,314.613570250508,558.681692966421,382.91568141196,405.627301760976
pQBR0373,154.520558733719,148.12898763431,105.589018261524,141.838024779826,114.739346647153,86.2480089020582,85.3431723343331,106.903806565625,114.053935189027
pQBR0374,152.604024671906,246.163966853528,205.311979952963,212.999954284469,256.198321159026,226.050014029348,246.987992285409,366.886652887738,398.290373822147
pQBR0375,164.863467100573,229.958307416166,299.689261060373,199.86428347945,283.889018458935,299.920495472318,211.446121419741,286.569155121209,373.157732802809
pQBR0376,643.122012223655,460.672228109712,499.056529584461,511.177246772348,542.359179670052,679.74861473833,434.856023691507,426.28203569235,369.245736542789
pQBR0377,3495.43515454544,4556.32951994797,5573.65344350835,3852.33208549173,4267.24400673018,5379.91797859924,4016.27761420008,3312.33810301143,3671.93631041974
pQBR0378,3620.28366018644,4755.33289773056,2904.28072304324,2601.05553835421,5919.5912163848,5272.89482768371,2390.26820969504,9588.61440102584,6661.95833355775
pQBR0379,1217.35202266333,934.754485164462,941.07684491451,1132.60734492856,896.743386648788,864.083211862627,1067.84719039149,1498.06863612619,1491.15364959632
pQBR0380,4910.00781479327,4654.28012282802,5198.12603790001,5036.63260884247,4013.68446154324,4806.71479107289,4953.20852900023,5128.74942982079,5353.73408384857
pQBR0381,3822.75729646236,2982.07040895386,3264.92359098133,2910.54404581858,2670.58685563874,2662.79379062881,2904.66235664222,2933.19170092109,3314.14787904958
pQBR0382,694.054842978956,528.052409622307,544.647057930776,493.867541061538,495.954796036773,493.051117556766,580.807700608656,344.624113270764,408.965798071766
pQBR0383,8305.59768718518,7120.48336339226,6593.17214810879,7589.1966392936,5840.90018134073,6223.38488193841,6193.8782053306,6108.76854589597,7291.22510271985
pQBR0384,2575.72774352768,2440.84038619385,2256.51297593163,2424.44065612028,2279.28161582857,2168.3716705367,2414.73321721676,2434.91429563269,2274.54561735127
pQBR0385,1089.15532718559,1239.5515979121,1270.97892351834,1202.59953180569,1269.28248712147,1271.19982009534,1376.94886844977,1181.5683883569,1327.05228353899
pQBR0386,10794.0147863734,11406.9858109652,6745.2496828449,12043.3596820284,13718.9280996078,7668.92051837423,8220.3514978131,20124.5539099144,11351.7017240786
pQBR0387,529.810374513926,517.783349172764,511.163331532377,520.713199338548,459.185170886426,441.131890892099,600.481599156519,463.05164360436,490.191069138407
pQBR0388,580.769031831564,526.552260731334,489.94904306957,509.683547025286,492.117621599351,480.244595022824,571.379004170204,462.109606431251,573.614366126632
pQBR0389,516.019929580185,363.246243561842,376.623249850021,442.679185618565,474.245431743525,355.319822661473,409.049281411374,488.766258311826,516.722677402517
pQBR0390,1334.02749040111,1320.81680640593,1387.32237882502,1300.73165360104,1335.00780355674,1517.38996995021,1398.67976881268,1540.41508408011,1665.43273103977
pQBR0391,703.962462826139,733.758776556316,703.320790830604,685.700387589574,770.225559802493,770.719810679053,669.266016285771,791.148102090826,881.528571320149
pQBR0392,425.897290009814,486.048240675078,528.813422049901,356.222640263287,784.752661590101,770.160674228708,350.449759201839,915.974616851241,587.092147285623
pQBR0393,3647.0676627463,2932.33064011235,3021.74513069385,3656.66461995699,2636.59474042216,2598.45610186211,4820.62176403337,2565.91418989717,3114.71789471024
pQBR0394,2274.60700812649,2451.84334740539,2651.09094114263,2451.37888563273,2386.91435879826,2503.995318449,3036.79454889669,2270.68999077292,2614.04261134851
pQBR0395,876.794840229847,1079.08823244215,1167.95399916638,1078.79985170132,1067.96528540395,986.766724490293,1230.49825519785,918.997635388703,1071.46834427428
pQBR0396,462.550268907628,518.451456720083,540.903743548806,555.417313947555,540.120673811498,481.01298637486,715.072337892216,414.384388320724,435.946918256241
pQBR0397,215.823341147237,230.153684057981,302.211559276557,302.110985186328,237.868953676814,236.980510441169,297.770570138483,206.130310741391,227.454561735127
pQBR0398,1332.36476917849,1346.46373468565,1417.25065773356,1149.45163793405,1246.59738859233,1739.69770189239,1160.00428415598,1026.06532106506,1058.9191696457
pQBR0399,896.466473549546,777.677185080125,985.497503774222,885.728986369276,872.205098323734,963.562755453794,955.843530144531,694.76221235386,814.860179537604
pQBR0400,1123.75534403995,1349.92054195397,1593.39949659147,1561.9914108601,1408.40985220501,1393.12692956186,1497.44097175557,1440.24728233842,2045.05991401669
pQBR0401,1743.87930974121,1738.58219422197,1856.46555367107,1901.90391497521,1784.97957866093,1835.57584728965,1686.44163670706,1736.49954799351,1838.98857023271
pQBR0402,706.513268070066,668.703312011572,581.6082998986,759.246277659748,673.864044594753,640.652407525989,624.672158434424,605.836020781725,510.981314320267
pQBR0403,198.002587047738,175.442827205001,185.461374156406,275.335495016729,173.499644176024,216.36655198229,235.623644919376,171.783167572658,187.582914258196
pQBR0404,465.938915566292,337.228040287384,266.162363151692,530.232119362655,364.410032093256,237.123485108102,610.467563794231,330.589647119466,338.532589704987
pQBR0405,171.642222339172,233.41299693436,153.983984964722,181.4906140881,302.616485717353,250.703958079711,196.18080928549,330.994911051016,221.529034860043
pQBR0406,402.666528736551,341.706641929146,351.36345660132,319.585359215855,333.258599890087,399.563503058989,459.366090481392,213.040360931018,278.61269211865
pQBR0407,677.798695406205,776.828192519994,788.075241828185,785.208218321342,799.573317925307,917.204262354508,706.534632680524,625.038784767644,661.284684093585
pQBR0408,35665.1542154491,27702.6988820209,34693.1765618619,29814.4822458336,27180.6736993059,26359.9571257971,37646.4217371007,30248.4000179681,31486.0348582113
pQBR0409,1797.21532654082,2627.09945139074,1430.56089257548,1942.15945033291,2344.63736108531,1651.83485006345,1584.50764405679,2574.18154858879,1579.8626090093
pQBR0410,2732.17129440258,2910.17562970235,2736.84743088242,2859.01020768901,2755.92384052228,2874.58104386869,2395.24469523246,2735.31843363336,2270.4924438193
pQBR0411,3663.5053927696,3449.59237479118,3430.95566499522,3607.19729565118,3640.51924750397,3341.3017698713,3272.22909896484,3661.63120350187,3995.24113192813
pQBR0412,2370.75067080144,2015.01966443803,1871.36821071881,2331.70248894628,2050.93828455249,1688.15160156438,2464.69216277022,1672.27438570731,1758.45715517509
pQBR0413,876.484277991211,915.743062141451,1015.95955297376,970.654682975692,978.604606795963,1038.16353324064,895.562184323595,1006.40230179795,1116.9447439795
pQBR0414,7787.17121515211,7072.93150228269,6179.55401956786,7409.11714172277,7153.89277645648,6188.5420715351,7245.13399834194,6301.16001641517,5201.48671110614
pQBR0415,3994.87151179576,3123.05282262336,2759.97961622483,3555.84629564308,3476.80894097025,3079.05391780348,3698.20413448777,3115.83960188932,2867.29140292415
pQBR0416,812.760678989224,640.741560211967,541.118862418402,746.508563607657,668.546349652166,638.69817891736,783.316923096904,586.704705078664,600.929335942186
pQBR0417,3408.883614533,3497.2119659384,3634.57694241056,3440.08471476526,2934.6606389985,3099.17845321396,3141.74358514566,2425.82258710712,2277.84700988896
pQBR0418,7014.56476793941,7620.98715827718,7340.89036014512,6853.70723941694,6607.72506896456,7192.58635776491,7357.42941622669,4873.33842227759,4567.64076982979
pQBR0419,1503.78549312107,1572.70154642677,1524.285911772,1455.07254866478,1688.35675246561,1809.98851813047,1547.56337543129,1373.85505088412,1270.14609642326
pQBR0420,13799.4433486404,13050.2364228315,5036.18209649327,11908.2820462378,11184.1220462961,4971.94404258924,19103.2045393469,11415.392196446,5452.55000406366
pQBR0421,1690.78021898633,1505.65319667769,1644.03953872109,1756.04849528511,1685.18314954744,1696.81609092575,1534.67985338055,1492.50743792451,1348.70230660709
pQBR0422,954.112247289253,893.27784772717,857.316240614399,829.988693086222,734.092952845689,739.576676335149,847.665292780201,667.515174353281,700.407503040724
pQBR0423,5440.8476571318,6464.5754985655,6510.5955956985,5837.3584943502,5801.80774938182,6513.86305249139,7060.20789311301,5745.63397662441,5125.28160902757
pQBR0424,4361.29056736776,5657.42636893875,4946.21530082628,4401.12425412826,4273.65302967857,4380.34988995412,5028.80798693016,3483.49779360177,3057.43101327342
pQBR0425,1544.34713978867,1347.56231806212,1214.76254805503,1109.59850134605,1052.20804751875,1177.28532151309,1050.98536300614,984.640323630754,844.162638585452
pQBR0426,171.81497511507,269.195948681582,210.839610182466,217.578007600538,128.574860380073,185.30052989496,187.645564812027,91.8997635388703,208.014000903064
pQBR0427,253.480899174923,343.755857173099,273.154199415681,407.587124797033,224.624854893251,238.869485524396,303.030104665386,183.799527077741,305.690140457547
pQBR0428,1523.35108600234,1519.46554920204,1803.63711472623,1567.99814014685,1608.81564251379,1817.58229278041,1493.50551585083,1610.07653451069,1838.70011953625
pQBR0429,15048.3709136801,10504.0425345892,15308.5745052428,11852.8209854769,11538.8631801321,13629.3416067477,13088.9163958594,12215.0102370415,12732.1903052751
pQBR0430,382.13006719712,325.553438198644,413.515677933432,428.735202099517,372.746367533781,305.552805246446,416.0312704561,280.445287794675,342.783635290965
pQBR0431,400.169685840079,322.29936814818,276.677106674581,201.676584585169,219.396091363178,303.589916539918,269.771643980186,290.770196580205,504.523560122584
pQBR0432,639.66183020631,500.57382028146,705.140455286728,535.048972385165,765.000266462004,556.686286423698,738.169392891789,434.147158787077,783.280306848781
pQBR0433,576.092952670279,373.341402257669,492.079256300308,360.152416307723,569.820403957143,500.707190810753,449.133905129054,324.645903805792,460.494762868741
pQBR0434,148.841598028121,138.475282243612,142.139063044359,117.423051720925,207.797754149613,343.149129435112,127.650044089815,153.166272564784,169.492889624719
pQBR0435,4519.24346621525,4585.95515970282,5128.52216590838,3928.4918038986,5413.29383759286,5367.80055959122,4840.0641717388,5692.67979699113,6172.04505457287
pQBR0436,331.449804304548,328.065755808351,356.527234897572,318.564124939732,291.609335358427,377.021897835346,355.301450520529,318.407894418908,426.38554541956
pQBR0437,308.375962744413,351.928968965619,379.351274217726,305.062069313148,334.596528592936,361.042161768152,389.036756888296,441.240586527689,471.590240457941
pQBR0438,2524.24684082545,2417.04771150039,2354.40008281565,2129.61182497427,2680.19760037171,2593.50853088026,2327.0145659565,2872.24179529466,2516.26925522371
pQBR0439,2070.74199625461,2159.2832761025,2150.46599692112,2027.33399692816,2005.8333185273,2335.31354448685,2117.94532204708,1849.87886089019,1775.59077494987
pQBR0440,1635.73131089723,1471.39131977948,1760.64707337022,1519.72275928714,1591.19659972938,1833.99067986075,1574.91252510056,1661.70956084435,1774.44228443306
pQBR0441,1422.84787523878,1146.85539934569,1316.6495793051,1144.11806243878,1291.16608387293,1324.82756146072,1230.60379583214,1326.86737244324,1524.26738863987
pQBR0442,3060.15089858903,3196.13540080279,3303.65640469767,2687.70062635556,3226.10440826241,3246.45346235429,2673.97830994505,4219.03459882996,3264.13889295869
pQBR0443,4122.26512799622,4176.41451246734,4761.28258271871,4066.38988354565,4486.20508512291,4420.68961183549,3532.25907717101,6133.94453461825,4850.35821153336
pQBR0444,426.90413939518,459.620085744755,310.152139928944,395.476135395507,598.109360181966,554.495177799402,360.13608183637,723.466223603873,389.964781834823
pQBR0445,732.046270361696,770.113569663784,651.062260036517,763.130745869867,836.341176453455,669.234218676899,661.579366437901,853.180828610202,655.124554568272
pQBR0446,1999.01947128178,1768.54936170869,1159.91674655669,2205.41019186019,1476.91768253066,920.27431554654,1619.127475128,1966.82671499078,1710.12133452706
pQBR0447,2750.98101398932,1592.38661706883,1014.82778662465,2332.0810120776,1222.85267642866,909.629000553707,1740.05245815001,1562.2959801608,1150.35044308933
pQBR0448,1555.75133349895,1584.68282847836,1344.26894903509,1586.79935887191,1294.92033405346,1218.48920605791,1671.56335107392,1760.85313350025,1539.60727675699
pQBR0449,1221.76596326048,1390.39254302204,1220.67304444762,1417.93044433701,1215.61686177524,1014.2765846882,1244.58792987569,1424.44633485249,1180.00669603193
pQBR0450,2822.10729541856,2960.4756477482,3021.35243226235,2473.41925523382,3634.76348584784,4072.47416579355,2364.71706676381,2864.9055072913,1946.19159935822
pQBR0451,3256.10364234942,4332.59902798943,4298.53884788844,3099.79345234784,4836.78540072542,5281.69849068857,3414.72857379978,4722.26719217341,3224.70530977427
pQBR0452,4438.46984224787,5614.69519400521,5490.32553288009,3755.09630358859,5983.11424155,6743.62772362739,4416.1413098003,6290.3803663675,4266.08024265854
pQBR0453,3416.88538081947,3867.61463306408,3847.62547046466,2911.40095884529,4568.30375138291,4819.43922051366,3328.47489964191,4108.97981207449,3050.87201324495
pQBR0454,659.594777348532,904.797494179761,700.034885493468,686.924852567413,807.976111252052,633.922865430128,888.444306865109,705.153954846332,811.254603521951
pQBR0455,582.806817908166,516.95920334959,542.996157507178,653.960966453496,599.810951533835,499.075238353982,702.537134100884,580.419559192865,572.266588010733
pQBR0456,1720.3614865094,1599.65243766481,1592.46728754656,1790.19879671329,1870.54968050066,1583.46977356386,1975.58641020774,2096.82688327612,2116.56440159384
pQBR0457,519.476630941304,409.513037133195,489.347878599546,547.027850835591,460.67280101784,471.877143183162,537.539817565943,445.403761936856,586.182603771826
pQBR0458,439.847682938844,318.41310564456,322.209263336586,406.409127326521,421.601223737077,393.300891461466,411.505373346182,438.25031745415,349.094787642715
pQBR0459,2164.74950323306,1894.14938579683,2082.0537272064,1769.18642473642,1768.86333892488,1602.34814376418,2433.43369764112,1940.89461991359,1980.2825800257
pQBR0460,5581.20304882142,4150.47076105875,5031.65315575901,4070.44570941763,4446.83374068516,4894.25741692378,5033.26001052669,4358.48143254201,4328.01679820126
pQBR0461,512.620295653205,572.966738649877,596.770551172292,516.797793650818,575.526759933824,502.422414089114,499.971803589548,637.973680361042,557.084706281168
pQBR0462,2265.46683205923,2861.21678436923,2927.52161138464,2108.20926619155,3175.67893114455,2472.21565437836,2420.30538141834,3657.82853295029,3245.73097851778
pQBR0463,1326.17506527937,1622.14872961498,1537.95047559857,1152.72485183633,1596.42935259977,1291.18031486382,1272.07576145577,1479.98085453702,1263.61061284776
pQBR0464,714.177317541982,627.046018600641,656.720887227923,552.597735133721,590.354472568211,662.477949458512,676.78673375943,679.313116969758,555.453602411426
pQBR0465,716.741007407277,600.733780609647,609.59203036596,623.514076355528,498.681776746514,539.744562076588,637.676512385748,516.290806398148,530.033178331029
pQBR0466,14452.4015071882,10541.8462866417,12998.1148035676,14061.7558054976,10072.5828982323,11123.745472982,12970.8691164499,13389.5170634815,15460.2729156035
pQBR0467,3034.80910476938,2744.53469233651,3569.39925803471,2830.72215040637,2617.64491581041,3129.20030112139,3335.22361098928,2945.31209374576,3477.50910799331
pQBR0468,440.177869753733,387.304712490595,366.281431691233,389.727639987777,431.57995092612,388.856037768776,307.832990939668,479.890777059486,362.691078497651
pQBR0469,374.789615208636,291.628944405047,289.489891733678,339.421691856839,277.312596592476,249.34299373585,298.701103170166,261.91432608578,225.34850097832
pQBR0470,2733.7509811741,3119.84810894858,3267.22429636686,3602.98819728986,3101.13796768984,2576.32754283783,3323.68802298855,3488.95095871128,3097.09734677896
pQBR0471,2062.03995231596,2173.52851334241,1896.36774087525,2156.71865249118,1964.3731645405,1745.37707958352,2038.38828494484,1916.58443682374,1654.63901899644
pQBR0472,2172.50637833289,1958.92169726622,1487.34530931834,2072.4069749917,1441.81829486126,1075.74789285113,1751.85179826442,1712.67741140622,1297.46106623881
pQBR0473,1078.60378771716,1229.98006466691,872.879630746768,1054.41649837184,1171.11017933598,888.992420751126,838.071635620436,1415.2019799403,997.40046586854
pQBR0474,282.210729541856,490.957818863715,311.700915019498,239.995135656351,379.880269304762,263.814364199205,277.580823148033,495.701754846028,398.798559307087
pQBR0475,533.582606556477,556.212684867018,363.74169676706,483.615458963625,388.853818973379,319.457192027781,325.356844660417,582.514249203076,546.514474813563
pQBR0476,1363.54137293211,877.467620333769,915.727768993746,965.485217039049,879.103455072525,1056.53810905021,837.067988234978,640.451891919118,654.108923193707
pQBR0477,3299.01392896491,3459.35379658174,3931.68864746162,3936.5482430385,3499.66352627802,3825.62509729959,3719.01954237419,3107.62092384926,3344.89412601966
pQBR0478,1618.62293773035,1763.36392341969,1675.94354519663,1719.9382586457,1698.59808458628,1617.94986682282,1736.81490664802,1509.89559505804,1410.67380508439
