AR03,AR04,AR07,AR09,BR03,BR04,BR07,BR09,CR03,CR04,CR07,CR09
PQBR57_0074,242.351443936649,144.955329737817,109.27109880043,108.194767845065,176.821694629195,102.364901195891,161.78579973512,135.974065966536,439.168927912842,121.322318943739,155.287211465631,118.007116233701
PQBR57_0075,645.782666855174,422.34618523429,445.085080077033,384.900591568288,631.237551771764,441.946691979427,458.795450559193,451.364600931205,1029.97796776554,484.874574030203,470.401287095716,405.755668457958
PQBR57_0076,1003.08996885196,540.62237784692,646.384804925519,561.629824556502,927.726983874347,623.138839726949,678.955969235399,713.291925962733,1453.35546382046,561.626656647253,865.156667033418,689.135500451073
PQBR57_0077,1521.65044271457,849.724505200677,877.59534426395,928.338850358821,1518.09321778752,1023.68918656692,1174.73513163107,1100.76790844442,2260.92830505689,1017.1009946218,1414.67499676022,1191.34991940781
PQBR57_0078,2113.33698563972,1279.05899203891,1598.5755556373,1384.9626273903,2318.09594093552,1791.83473979299,1602.52439665035,1746.27007439274,3082.46719565112,1669.53345867868,1846.59544160653,1792.34176856429
PQBR57_0079,1569.96476257675,1036.32178073031,1331.50491634691,1024.85855918182,1776.42479300994,1258.73963186349,1302.69725147061,1210.74247900452,2027.89318353826,1354.51322586569,1370.50939694708,1255.37733343847
PQBR57_0080,2630.5316545651,1990.63687440386,2648.96129206936,2395.80584483008,3133.58102336912,2291.07851335299,2489.94641569905,2499.46048677736,4316.76483246393,2921.33912013721,3452.70719468968,2824.05246872094
PQBR57_0081,1938.55062185932,1251.84588418453,1485.32077158447,1412.17190218393,1754.13829019574,1469.96170857733,1485.51837602283,1528.09786881859,2456.97795622351,1649.60107451053,1802.12154701313,1609.20541269664
PQBR57_0082,2150.31289409683,1300.47337353604,1775.07715447946,1464.69644633821,2048.3270450922,1653.59460997484,1664.54981380986,1583.11864673169,2418.64474500838,1521.25032523274,1571.46579795689,1663.0046222298
PQBR57_0083,1745.0337445076,1215.34157374971,1556.19852486856,1329.95377077833,1648.91668009109,1328.64216381323,1477.52151414298,1393.35595792738,1982.29345204799,1452.0362149833,1490.23639421071,1519.42088001981
PQBR57_0084,1279.88971192805,1164.60812898504,1201.3176003931,1253.34261668628,1266.13563058344,1143.20181569744,1271.67822707315,1244.4150797011,1706.72631197045,1523.35943335327,1565.44776158484,1322.32874095674
PQBR57_0085,1318.48253072569,1083.90164230741,1220.09830681434,1203.3607556473,1274.8705390226,1130.60391951164,1260.87191858591,1312.85903852292,1571.71522891769,1240.82228382111,1634.50882011253,1306.28483059679
PQBR57_0086,2070.6769739441,1919.05609431917,1866.78520330194,2008.97669306566,2098.25146420545,2030.64699523394,1963.70998075464,2044.97969500294,2629.07779737766,1717.50770228021,2350.84452531724,2113.47265071935
PQBR57_0087,3351.62814528426,4080.23140691562,4373.70272022364,4138.24502131328,4638.61986497849,4371.42416594321,4000.86240867727,4348.96980331625,4257.78400402536,4392.04264990263,4795.17138125148,4663.29193249182
PQBR57_0088,1355.47590501614,1277.34188380504,1458.79737440146,1419.19765862916,1498.69867788122,1459.96619985377,1341.9341232737,1440.50332884321,1512.37521628109,1672.30139163201,1505.84877095963,1554.14841710723
PQBR57_0089,1055.87836184317,1037.77491627899,1011.66283371767,1078.41861370662,979.051195316496,1019.99607330791,1009.55641810166,1071.11585909562,951.100869508657,1367.78919464537,974.465943136135,1085.82214546482
PQBR57_0090,731.767619793939,783.425573179412,850.730291514495,892.376962972033,787.197036814644,810.375459659955,734.165849755143,793.266770515679,980.886192826782,683.654668808314,881.075145428016,800.405874695104
PQBR57_0091,176.301119598667,168.862449441154,160.252678336299,175.599419073892,159.581362815765,146.039306102978,161.815411309857,194.378483463213,225.957490195928,183.857405953434,161.207862858197,188.640388401035
PQBR57_0092,361.266540373747,343.842009081204,333.305116118112,369.988686253526,356.95777495162,321.821033154408,366.131314661803,328.123030655411,419.416331042945,295.169171711403,342.090070338722,330.201432850961
PQBR57_0093,437.242134959941,371.173411035027,465.668432573705,455.737569123354,467.697102740319,351.518924755579,399.94035588817,379.376468189949,488.030549917243,386.654891030787,449.132452762421,439.209208144147
PQBR57_0094,458.44669829629,377.46555909417,457.883450609678,423.960382262435,488.615297417833,336.787978434621,440.367060568224,351.204220101705,563.34549989786,394.919389659225,550.458137125489,461.499739564305
PQBR57_0095,1088.54572401474,839.173853800989,885.471269554429,991.300012206873,1036.95926945838,848.137038031684,864.352235903584,840.850954589085,1378.3922369035,939.851123107152,1123.8714212988,1113.93203373388
PQBR57_0096,1439.76344439997,1571.77270455447,1509.8872644195,1309.22278600259,1376.06000986924,1556.09797725729,1448.85603381418,1088.58049769081,1467.51983667189,1368.15807435463,1361.54192044977,1316.33882197516
PQBR57_0097,822.313694194452,660.057603299094,803.676717523641,793.898477262345,801.265434178065,817.124148563545,747.102808993937,770.695206779915,1026.29114473825,789.062388733198,757.850704844797,882.894278589075
PQBR57_0098,837.859158654856,619.85051421846,792.30193600633,801.966911641491,714.76156948863,704.904395916697,684.050532151257,706.560298009024,989.829624120914,812.028861586139,709.379144268902,900.808916460718
PQBR57_0099,1028.0054340387,933.753516225704,988.864424216436,983.279282392702,1024.61038964075,915.498550893169,965.795993648361,945.451015514457,1242.76773251356,752.638406587247,1176.77276253469,1019.26965198312
PQBR57_0100,1485.92267335344,1295.42222008206,1350.5096763642,1270.46279693636,1467.28654902274,1280.78041439633,1453.66303525255,1279.13097763658,1995.63474280771,1051.78120932175,1640.53920650235,1498.8735513932
PQBR57_0101,5883.24276331488,6523.61232839388,5298.52388056366,6029.63154654402,4925.47980905803,5554.42188462439,5248.08362329634,6623.68913877481,4435.16319651977,4243.98828250771,4663.62664158658,5038.70898904214
PQBR57_0102,1401.01338077301,1543.25847669146,1313.44287466754,1377.46612267984,1122.74720362368,1204.66021460126,1291.57830115011,1509.06694336666,970.054720242749,742.086646533894,1091.674337638,1023.48065475374
PQBR57_0103,399.700733241744,429.551294480507,461.51020136347,447.673754221987,475.932142480541,495.481417429284,377.164530267595,461.234860893162,451.773672657574,376.49337676548,400.289903923637,459.064722887904
PQBR57_0104,365.589360598106,415.873476274949,471.582190859645,466.655893992329,381.672651174683,390.978026836291,395.92570034692,413.167214748295,304.53784374472,417.454628854131,410.428124263693,436.845448423696
PQBR57_0105,664.302618647779,644.374416443847,528.881962437215,691.995702675727,521.964040876566,561.17901191319,701.730409626971,711.546106563523,426.759170569081,434.536105683492,557.972541197903,739.658770626486
PQBR57_0106,7708.30425962468,9164.12021709219,8609.13650052239,6786.79461045859,7437.81964039297,9192.64667133988,7519.41261657998,6535.68275658347,7287.83031725636,7523.01118874432,9086.80903849212,6168.58279750274
PQBR57_0107,301.919333610865,305.909602285627,299.212476811548,292.315002070615,289.635432653801,297.478515227555,325.711996916383,299.944490972528,290.951114940669,271.430716492556,333.209497296918,288.253187357113
PQBR57_0108,1647.47049424649,1060.45618249045,1541.31314767417,1204.62611921791,1073.75459837465,1244.21403784182,1084.70870098271,1353.51881604084,1214.16863655727,1296.15912666733,1478.40404515796,1115.82808825938
PQBR57_0109,8260.72608188858,6224.56919285893,7410.64368795955,8380.83684351714,8189.86435565849,7246.33533637111,6644.63370923617,7774.30005319405,8881.76358626802,7019.82732633927,8350.98903326195,7595.33955279375
PQBR57_0110,392.542456473687,365.822952563668,350.29844265322,412.681073595706,488.070271988477,451.858425176854,460.611948383805,445.614733403418,325.888821161843,482.504377090111,365.218390602264,605.175357785307
PQBR57_0111,779.833508847392,737.571426098103,877.089962551158,789.47683644396,804.019143710486,766.828463483862,744.651282139158,800.919047484545,643.681025648858,1489.83807662912,786.013492817916,972.648001835361
PQBR57_0112,757.457698504134,872.830314406134,981.688292839126,1081.23135447043,929.764518132838,981.925049416577,913.438906090701,1149.37869167502,711.497170142507,1787.80569195494,805.32754084067,1196.77934231134
PQBR57_0113,525.758222245301,421.941121757403,496.155118313904,238.411638882646,530.60362902451,456.145507009652,207.59975138425,537.218015096088,443.480993198088,632.052517357806,632.090391055421,706.481890267708
PQBR57_0114,474.056328800293,446.00563230721,544.844194703932,505.254327136756,434.094842848385,460.686190866361,410.082607487903,510.739406693483,465.118317526762,636.503591423707,505.475969716185,537.469782162621
PQBR57_0115,2869.7873125584,3216.08586296953,3889.5490608954,4340.19704718216,3095.99242531357,3059.22729922962,3362.59697304639,3608.32936706213,3389.24374008317,4015.11361651547,3128.21725497193,3260.53662153716
PQBR57_0116,2018.20194362732,2002.45984454907,2102.2035976176,2146.04647255459,2365.7986530655,2317.33354361175,1994.14330325162,2472.27019523875,2368.26849022967,2155.63745756758,2441.03482231798,2283.31945551868
PQBR57_0117,400.507086025328,307.378603620419,197.098867989024,419.770610597032,342.356538612207,329.039122513075,248.217094046386,247.494297935139,288.239553623891,349.788070165097,195.630024879126,229.970215818563
PQBR57_0118,189.80074818508,147.786552265061,172.696150999907,217.923726048991,198.843444143454,188.332185403973,181.237878192599,168.160808253108,118.236306997494,212.834010947016,127.536580845235,129.386373870522
PQBR57_0119,1103.41790894038,1354.72421416316,1175.57782449725,1187.88686045759,1021.17904365197,1206.60281496105,1153.8939571114,1063.96913109499,1010.01862248707,776.483404344836,998.676277127095,865.792210238682
PQBR57_0120,2249.38920271142,1796.03640020114,1872.01385265547,2007.28537639463,1763.84148653869,1960.95440956305,1741.4482742017,1694.96994209376,1945.28496742856,2041.82844314997,1668.6188915478,2145.0212945844
PQBR57_0121,4133.43851603062,3682.13952253627,3731.73856725886,3652.13268241149,3596.47272885551,3504.17370585959,3384.02638216573,3547.41827040365,3594.89780362381,2655.79831051277,3687.47070704701,3439.05231418171
PQBR57_0122,1739.61261286181,2193.38958608635,1845.9230672526,2335.46060459883,1656.55185840374,1942.49836806128,1848.23519667633,1979.36087197527,1500.49529168043,2213.32059585548,1645.49715171111,1983.42795282956
PQBR57_0123,834.428899033185,957.420424631599,779.501986449275,1014.02687357946,803.860996750669,907.271991385785,873.754441420602,1006.57741904108,751.701740798398,790.340930894714,844.307718437022,911.227206222276
PQBR57_0124,1929.89812246726,2060.45856208824,2078.67196386473,2246.79190098031,2201.82740588117,1965.75598133587,2093.29749312452,1894.88520519356,2473.87843799513,2204.47585322357,3231.34146785439,2150.128034076
PQBR57_0125,638.390105154426,667.317839000684,665.523198933152,614.845543483795,575.905613489949,665.227400140256,595.192904234632,600.524728234463,596.307204679118,576.519787631745,535.653639549987,535.714645855397
PQBR57_0126,2555.33659058123,2935.29205388491,2580.92466562241,3153.90859300027,2753.94993725838,3051.01067544953,2635.62144429126,2802.73894157929,2698.73426342332,2103.86079830693,2618.37082591527,2559.12192766016
PQBR57_0127,843.789361391107,795.641077156939,771.234586910786,786.530634735253,732.352357118512,742.98173630349,835.031240426722,713.706234391585,795.76911209543,784.268131413141,847.874340198431,819.588440386391
PQBR57_0128,1744.35925712954,1722.9836541314,1725.41958007943,1561.36826301691,1555.23979526487,1714.62275360065,1800.08049733435,1421.47872989221,1767.21051708755,1554.44840138089,2150.81333839714,1482.39816920227
PQBR57_0129,1819.61152064392,1759.8797283178,2108.95788748256,2007.38927315324,1718.26671841354,2202.88904055364,1824.39564124094,1770.27171439717,2586.86902760768,3230.68148138596,1624.42788515703,2185.50461950861
PQBR57_0130,333.589193779837,352.501668576756,353.242127045264,327.844197839098,317.633034151231,299.850752191092,259.499689230313,349.099099901296,290.21638990294,319.251016420525,368.696660988952,348.166969687951
PQBR57_0131,727.607693283695,765.99669681299,807.130563388588,758.607592993608,739.726395341871,717.164148259214,674.198348207777,726.709734889967,726.468686980804,774.572027777019,666.820936086353,646.338783441022
PQBR57_0132,3676.64342396255,4299.46857456256,3985.85974925729,4453.84102069328,4693.45563440491,4223.21240232245,3953.20847329348,4552.70171327437,4328.78736033845,3162.39214378822,4345.86915106593,5119.7944015332
PQBR57_0133,2936.91684033755,2880.37440544867,2624.52703164332,3398.50015831987,3007.76872878045,2977.20233688682,2812.43031612137,3571.87823318204,2956.03213420788,2571.93099544395,3067.32189384414,3394.00888089833
PQBR57_0134,1900.85093875245,1844.02492942426,1935.55517553266,2363.67071475754,2245.3669816199,1902.4238734521,1962.86731224547,2320.29766584759,1954.28673492881,2226.38723810868,2016.22437358703,2303.94972258431
PQBR57_0135,2233.59721052586,2126.95015898058,2128.66777428146,2349.17497673569,2074.88811280125,2161.06203345452,2407.70581224994,2426.81908808622,1716.48273506362,1959.46094861003,2107.68062518582,2307.57785050819
PQBR57_0136,1641.85362657662,1685.82973261765,1238.35776570665,1296.22609671941,916.61977910031,1486.04895140775,1239.26924759257,1712.33859790897,1108.24909217407,1998.56327352686,1332.60173741704,1325.42139086877
PQBR57_0137,1168.41879024574,1512.25134433161,1304.03965935887,1541.58974580765,1284.44403493516,1550.15041345504,1435.7510465415,1527.38502307253,1378.83659287929,1271.11716750697,1226.30492799103,1553.95787920069
