AR03,AR04,AR07,AR09,BR03,BR04,BR07,BR09,CR03,CR04,CR07,CR09
PQBR57_0138,1065.45154295199,1835.12344899572,1411.22789480141,1068.04020800224,1205.16417885206,1712.11882392397,1317.20537907282,932.228522222355,964.037158749569,1427.22169369833,1350.77874321301,851.624863145456
PQBR57_0139,4303.52565993561,5029.2079565573,4602.25856754371,5194.17991782337,4169.22830166002,4691.59596295127,4734.74106893481,5255.81641031704,5364.00854707382,3667.91656909233,5374.00336200694,4304.06585427551
PQBR57_0140,1314.76559940706,1078.34086017134,930.26559464403,1201.76587031351,941.399430866663,838.428166608397,1245.86882048178,1352.26702196447,1119.272915538,822.514771472324,945.763457330446,1498.18638744242
PQBR57_0141,836.529223482388,821.906143423274,900.358578910973,918.047632216465,1004.57365009974,1031.05508934844,979.250910609388,1043.16173030146,889.728210156144,1070.82111757718,995.051031802927,971.116617217087
PQBR57_0142,1088.23512164755,1270.70992946764,1215.20223530825,1098.3046628995,1237.82646642181,1256.95144428524,1281.28537656265,1039.24089095142,1105.63327807788,1134.92900601851,1359.23279564691,1031.20714169616
PQBR57_0143,9202.11611460196,9302.04827883157,9642.02941271337,9101.52527552803,10605.3805807529,10157.8681711575,9353.1768228449,8127.6271174202,9041.25427538144,9072.84625108868,9859.87597590815,9796.7953312454
PQBR57_0144,18966.1444883659,16701.3741279076,18923.2995734416,17524.1245688978,20128.7941530171,18404.9064143063,17090.3162303553,18344.9787229405,18967.327352759,12889.1495987271,17519.3139907863,17991.1159351485
PQBR57_0145,24600.0869094221,21955.8734548645,26104.8153535048,23230.1651735972,27868.0962848599,24661.6242863414,24322.4652117076,25311.3508095804,26246.786998156,16528.7696048664,25660.8413361777,24293.3902577423
PQBR57_0146,11126.5416380498,8921.29804317359,11078.458086644,10266.3164361918,13475.9042716649,11080.0405726316,10558.9187835008,11375.7021989013,13315.7728940578,8158.6370863023,13452.5585475554,11144.479669381
PQBR57_0147,7501.80580362825,6391.82828421389,7119.21111176355,6704.7764499948,9477.05145521973,7400.59178940426,8786.88512924207,7848.31918118761,8971.05127570987,7306.68413233757,8188.51389851198,8631.75878551867
PQBR57_0148,11145.5217128683,11167.4031519207,11061.188471544,10540.4785431567,15251.2921658029,11683.2125718308,14377.1477823234,11247.6991956041,15077.789459088,12812.6074590104,15114.3601959688,13724.4439643592
PQBR57_0149,73252.8292995388,134271.563453846,113617.731235547,132571.913299064,92306.3512596746,134729.186098242,123777.143659791,120143.740996131,97781.7454445142,50372.6333476493,175559.273935392,108678.026450395
PQBR57_0150,414.600215893649,537.211845233255,559.425297653954,508.837691159003,164.997751523291,477.599159075056,267.229467207386,403.714103014765,380.368715277045,158.493412407353,341.906578436162,208.119358821521
PQBR57_0151,1975.38428566726,2104.83659037479,1800.26419279759,2596.72632025654,2017.04500893719,1804.07805679801,1876.98552195796,2495.81480064008,2092.6550407186,2132.93364927478,2404.66094301577,2217.99893279626
PQBR57_0152,1593.22939704586,1542.8832302746,1543.83943037842,1583.66323039597,1477.47450756746,1570.60627482825,1399.85219354457,1675.20521270064,1441.3481696676,2089.46330870895,1301.82076485059,1748.59875919382
PQBR57_0153,2890.29911271314,2469.52515346041,2513.18346060391,2486.3284194384,2359.95771864994,2413.49169033342,2333.67615262208,2563.23041896567,2656.11640706344,2489.5978385776,2245.98631320082,2694.86847472077
PQBR57_0154,4971.55508149305,4910.65058904146,5147.45946851335,4800.21793236737,5689.48822436269,4675.62973981128,4757.49430255573,4753.84208829537,5466.52216142447,4061.0102411342,4492.57891235473,4374.6506881556
PQBR57_0155,5676.76783208102,4992.40735263359,5043.26728466916,5681.91380597015,5948.35643985956,5451.45325858528,5060.2439399911,5453.38998338458,6126.28660560738,5023.97101408739,5481.31934562231,4993.72591152093
PQBR57_0156,412.534959525561,339.390942292482,329.12810969674,245.70587141582,396.324946888664,272.353023394268,375.385851818096,389.888277569054,346.934478888538,362.255148769408,282.502261954445,347.39355176195
PQBR57_0157,327.041289180445,269.484057363643,404.507522919013,238.472365229789,376.272978917612,365.074697860009,320.581923772217,316.242714028232,438.338370441864,257.856590185808,354.355484625376,362.281846837463
PQBR57_0158,792.242382239203,964.369874949975,790.804458120407,885.754499424931,828.514350597723,872.94512964274,697.765831041507,873.181271511286,825.585013610003,852.518454959994,833.238994855535,766.829909139296
PQBR57_0159,1073.72994687559,1426.05077018577,1406.24008671353,1496.74433780376,1305.06227829663,1413.58211747229,1500.64963143472,1520.54660051126,1279.99247775287,1310.44941025949,1425.49458361874,1480.18011707878
PQBR57_0160,10176.0437009005,11667.0277337711,11902.385227687,12300.2701618572,11332.7388042207,12860.0228149639,11544.7106138341,11370.5564173918,10106.9376105619,14572.6874647859,11491.331890615,12746.4725124966
PQBR57_0161,722.952759753619,417.972594450063,480.281998321363,849.845533232028,838.366953685912,520.011439610678,695.879977444098,794.025625222238,848.569193017557,471.110959366504,719.513132044172,655.044744687196
PQBR57_0162,1698.21722060334,1931.64011042612,2011.00123203839,1505.11666819575,1646.06490227024,1557.55807388151,1605.38604735866,1410.01450690783,1495.37813534199,1428.22823135498,1872.77400293792,1522.67332618152
PQBR57_0163,2982.25151123835,3298.0001962009,3194.08660931938,2567.87542952549,3272.70769535189,3047.87133075788,2880.68462356586,2442.90243313552,2590.02596530199,2808.82316281911,3223.75034444763,2901.57846136793
PQBR57_0164,3552.17372471382,3060.77847810827,3286.62362371698,2634.19697485227,3641.32057087699,3467.28460932078,2806.92163850788,2819.83086675174,2940.7586481033,2917.59956673202,3102.32732906034,2879.38592851025
PQBR57_0165,3109.11701788892,2476.58771967673,2840.23491198061,2268.61611587406,3213.95934207378,2800.98678832473,2301.07377490961,2642.88553866451,2831.33728006499,2417.18626718397,3394.29500163818,2328.9547296694
PQBR57_0166,8053.07848812863,10734.4343322018,10692.2737627701,11204.2853634154,10778.6860066727,11345.2150979888,10610.852809976,10017.9875846185,9910.44493910893,12047.1389299837,11858.2633307273,11189.0956603708
PQBR57_0167,5768.26957018677,6643.5013203541,6571.37399372993,5815.96652721576,5669.50315946211,6254.46265933945,6161.93807517797,6243.83341994585,6011.43676721681,7085.96539752112,6463.25879126431,7068.98711060537
PQBR57_0168,5808.11032697511,4573.78642330969,5083.21211672677,4966.03342300535,4997.16393232647,4636.62659023357,4567.1945304535,4966.56590227946,5623.29937779968,6496.67095710401,5382.88001711708,5618.3381493154
PQBR57_0169,2928.3544005698,2009.6108414542,2849.48649149846,2593.99531974444,2580.90674439258,1806.24381677015,2539.919407242,2342.77765698466,2515.89970389668,2994.87858261159,2284.72674828464,2550.75994201887
PQBR57_0170,675.95705055388,498.334672222954,835.076782795603,547.769229907523,518.03949921584,354.428849629383,646.017647399673,615.841074686558,392.046702149586,823.331568663458,451.076749094726,591.091434313755
PQBR57_0171,772.605330099182,804.269727485892,737.186607188855,760.203628011117,793.515426628549,729.257995009575,697.172996860504,865.973039348338,874.838170559964,891.118101909004,660.806359071012,828.39525102398
PQBR57_0172,6252.68125153111,7109.35078702401,6732.70607553882,6246.83732545911,5841.49514210108,7426.49221464479,6424.54082366691,6162.04468924553,6181.9741569954,8051.55079148619,7321.56228074928,7790.52445840775
PQBR57_0173,6976.54437361782,6966.84176327497,7919.23785025036,7072.36694448239,6506.59936669412,7973.29474421986,7358.25785461953,6646.95334114896,8435.1752017129,10369.0890827119,8950.70618680133,8560.58586230745
PQBR57_0174,4891.86760154083,4913.7017848577,4865.99131888499,4961.03781558642,5357.82748118645,5448.5112978413,4781.93647511932,4906.11403139212,5279.14263376197,4681.37193803185,6236.18778521957,5131.77221575268
PQBR57_0175,4293.89808575231,3833.65613332386,4242.55313346375,4000.33689685933,4684.70831718408,4447.6050882064,4042.83591928051,4200.52822328804,4374.19715857605,4344.01156582348,4940.24036041483,4638.78277798403
PQBR57_0176,1169.44940157786,978.890216817119,981.028818717245,1172.93271603536,1076.55083430792,989.579061186206,1228.77157533197,1163.67436177576,1156.61434296279,1315.24767702414,1169.6499394861,1209.96476189856
PQBR57_0177,20256.4160816656,17839.6785609911,20795.5286717717,14784.0856754779,21822.0749458162,17805.4931481766,18361.3563893232,15627.4440106102,17831.8135026599,27475.3452110662,20402.6757607207,16088.5494191321
PQBR57_0178,9254.42268736905,18758.9590847636,13902.0401554925,12924.8889312638,10799.2560181358,16527.597303243,12828.829464133,10272.4357453309,7350.42503691146,13322.9198116948,11482.6900892037,9914.86295770113
PQBR57_0179,11716.4443251738,16918.2689689955,15877.0013707066,14903.3344263706,13337.3084092686,18029.3206538383,14891.1784458042,13788.1823316309,13515.3997751745,19211.9817090894,18055.26477125,15305.1442549985
PQBR57_0180,12786.9078639164,15372.5692331554,12793.3499485207,12256.1996895566,10948.4738360976,11065.9008947428,12443.0817835905,12001.4983572372,9879.03539319975,10243.6656705245,12030.0112970757,12239.5220630447
PQBR57_0181,7440.60419387848,9962.84214605547,8954.01232090091,8410.51901151846,7256.1558469398,7933.48287969346,7933.76239569997,7924.5832320892,5475.89165407575,8300.52642693364,6179.4609564947,7030.98282140996
PQBR57_0182,800.803156726089,603.121483436958,745.195720068091,749.251237527253,682.332640519659,597.419535187428,758.592242215736,708.297037583781,913.253995897769,775.53214947817,675.070340254778,799.005169052486
PQBR57_0183,3849.54850806149,4115.09438947185,3033.8064218926,2572.09479640701,2454.95175269418,2719.55982696392,2662.36700393023,2444.79944306441,3001.04211135851,1676.06783620775,2616.46200857109,1720.83877247795
PQBR57_0184,1046.77988392983,875.105886524853,854.20368903673,717.387941683002,892.330497271862,863.963909722314,752.549098767907,739.642050165205,1077.31841706394,901.906108372584,920.793033276011,812.888606746869
PQBR57_0185,2698.7293882566,2145.17503433475,2379.96883096747,1923.74805343852,2348.83818394455,2425.09501576771,2408.48149066884,1892.5149917627,2636.20778546991,2164.92095510168,2485.76767103666,1907.64034975351
PQBR57_0186,787.321622101071,451.987496946251,593.243259453384,617.841101450723,769.597774555219,490.907918710657,546.230827330473,548.544460752675,1029.96960762262,574.783208576048,691.05932509844,590.385231883272
PQBR57_0187,3270.41289180445,3454.39023338724,3397.46466294048,4105.13143002708,3326.80377701547,3298.35827410202,3321.88118664166,3904.38120011779,2946.81257439909,4514.53680912614,2687.09765334691,3869.64785852762
PQBR57_0188,1959.77990383229,3685.45303391763,2877.02268880357,3633.68578110542,2522.33691744176,3181.48731163383,2373.50266936954,3077.76373652674,1730.25335869955,2481.10829296896,2155.26779377987,2581.61473533782
PQBR57_0189,205.985308107838,198.174951046802,221.392449392323,257.486773088643,187.282778786276,238.640908720559,278.811294010243,253.729619394745,125.591705165362,190.560684220003,193.084451465693,240.117038020179
PQBR57_0190,824.227323137059,696.976409622936,705.175949916287,676.618020394044,654.526336972201,748.23868255092,769.128245579843,667.623507392935,625.913450167985,817.34172259514,595.170710611097,724.563693674925
PQBR57_0191,9557.61045049265,12664.136410195,11178.9111880895,11473.0713695145,12086.7664214947,12293.0522819099,12326.6428295748,10300.2404396316,11961.119096525,11747.1002272432,12740.7041072021,12127.906432873
PQBR57_0192,780.291964760883,804.059038594654,820.306717249558,864.66510658148,781.170673420711,763.508859745837,801.977611002252,677.662958631927,904.507748530831,993.22538441941,1084.0609371845,922.956133609726
PQBR57_0193,902.959485347166,706.620108372436,685.028065632964,857.459564026634,775.489432159469,684.10393833227,707.280819646619,855.612231843051,925.938079174126,749.057477416305,700.813511744566,727.582709065237
PQBR57_0194,2237.65092597147,2003.30538233627,1899.20319744371,2410.1846115931,2084.71653017768,1944.29540368119,2013.171273292,2246.98770493744,2697.28131078915,1403.58429324532,2170.80685501837,1899.11957605323
PQBR57_0195,7308.96905850494,5592.1763415281,5278.74568223049,6246.20950705581,9164.47340341162,6869.54371408654,8178.66131657137,8934.44230595317,6955.05369861593,6329.05286627257,7717.38021425722,9977.5104188273
PQBR57_0196,9806.37198956245,6483.57138784549,7317.99939862106,7718.71778070297,13404.8887558994,9152.94421063309,10757.3742601217,11651.2851354116,10311.3883332515,8545.28553952271,11531.8576400262,15029.5211887999
PQBR57_0197,7689.44978045393,8172.39462169996,8135.82265352216,8257.89703667402,8525.63262721268,8065.08597652231,8366.45369737943,8211.11613237906,7129.17845939891,11022.1648855039,8352.40453882369,8431.86953258873
PQBR57_0198,14331.9756448691,16139.8583752266,15471.0030592576,15773.9684259291,15915.9369546313,15733.4808689583,16033.7680324432,14900.4146854366,12120.2906253383,23203.4355764364,12690.4325029555,15936.547198648
PQBR57_0199,20683.4148663228,19848.8707888305,21052.325022854,22031.9264774542,23422.0096458646,20276.4460568194,20909.97166209,21403.7239087899,18986.477128663,24926.1370512948,18559.5156648474,20140.4820126453
PQBR57_0200,440.184361447417,365.344752625676,318.702896845283,429.456726993906,516.992954772979,314.843289800647,415.1995027685,488.738739861814,453.70495621493,505.642013886245,370.087969143628,476.455519780178
PQBR57_0201,520.94989561543,435.596670788824,478.304112428461,469.718295149584,509.43361722703,461.13411132418,486.758507980496,467.830130669865,493.001427999262,489.43027723973,454.493997193929,520.468273073655
PQBR57_0202,579.020525713267,548.589030215707,468.642511117146,545.367424054708,558.239534064899,516.761368113111,536.182465990741,508.552472558914,597.043419464458,485.707345928073,476.840317639938,495.077726505924
PQBR57_0203,831.349475968565,697.668541112135,501.046069677361,648.776321947208,769.210165502307,753.864537306942,706.112312274061,579.778309051759,738.35462238172,764.522170901783,610.833097732441,594.269345250925
PQBR57_0204,816.418290743937,126.244783629815,425.733554856292,181.002006404225,1130.81402147668,206.346568355658,436.86208552164,239.244488003967,2169.89326885401,498.771877828008,614.837221048681,163.814400309114
PQBR57_0205,1936.61102385454,243.395663354092,591.63066984502,334.03453580008,2290.06983551656,282.627686387273,841.834585062404,436.843749038999,4844.93307974266,1098.43993785367,1320.97634838175,377.632772550914
PQBR57_0206,982.614290083173,155.340261106999,283.329622734222,128.01920499501,1174.41909197227,110.231591625805,338.971469057096,254.476558944593,2336.50645886572,529.590878801756,657.012667260531,195.29255806082
PQBR57_0207,87.7380817081972,28.2859774642274,17.106694202821,27.1575671993493,84.4146696835416,30.252237838986,32.3150556400012,49.2264602025079,186.222183521053,31.6239214378822,55.5866984438666,29.050902812438
PQBR57_0208,171.108250257761,47.8199937991723,58.3830737755367,50.3269601945983,183.026351995679,43.7282346945343,82.174901589599,73.0712331656143,358.336625866269,59.2549235022944,109.565517180679,75.4753847578047
PQBR57_0209,202.840494243597,100.586254132534,103.815434284295,103.112642108627,166.208833081742,118.722713534524,150.351346660922,117.68574281585,298.524110987948,89.5608767439258,163.55836322137,82.9653084360601
PQBR57_0210,372.50614129782,117.985779093285,110.154320614427,115.89311207429,362.378239326855,161.835335878837,170.736244129103,109.354957187333,504.71432916921,236.703245819579,180.219916110276,132.046654454776
PQBR57_0211,199.830869024129,75.054063438457,110.567657652379,72.9127179404668,149.13258310759,136.872929734924,93.9895215870767,59.7775861882635,281.604277519642,127.181299224437,104.517783326827,88.3614260579177
PQBR57_0212,617.164495829228,496.851225292833,501.814127243499,486.107220089383,590.955282594563,506.151667769203,486.12402842314,495.873829888506,681.074278672015,476.500651715231,530.647530769146,470.627819723433
PQBR57_0213,1167.25007927775,665.47637882383,702.83317267404,686.631394903047,1160.69080186062,974.450377275617,725.794479645712,691.321281829159,1564.84377470405,947.028854911531,697.595437553472,904.30042388886
PQBR57_0214,1194.66931565502,871.590641947563,872.630219953172,1003.07297616995,1249.68495690157,976.886832469508,948.978333728336,988.520271664409,1814.53580146121,1123.13400258023,950.696525823818,1121.23432509078
PQBR57_0215,901.841130770318,537.974930240688,457.448554523617,664.315874568698,808.027450292034,612.19528572348,500.834400214503,585.04902095223,1008.98564889589,870.200876576551,557.566742986123,731.150636344697
PQBR57_0216,420.157211794322,210.407972716358,139.485352730694,253.613467784061,244.730392791943,205.560077623879,239.094585461775,218.937263558007,340.611515158166,267.406834266764,189.996803772004,249.26229632834
PQBR57_0217,378.058400856459,243.765334244561,199.021783774283,266.446475436768,215.817884497163,239.853514964058,245.997266376053,242.966963216813,436.032429707832,299.784491029029,287.423904148774,296.010777294024
PQBR57_0218,764.40301323854,437.749463784889,577.526683052771,573.313699970246,762.006212316865,531.527674688814,580.674989531117,592.413577306312,1376.25846588504,798.491982850879,744.778690607174,705.953324830535
PQBR57_0219,2659.095021027,3014.4299665651,2652.44753197995,2292.59648627751,2813.84627020874,2790.54365802425,2750.03415344328,2345.57893851578,2912.19797633988,2285.47500691403,2644.07753990632,2216.85657766924
PQBR57_0220,2183.66141912934,2183.61647588618,2113.70725779555,1800.85628648141,2334.91315359414,2266.93139580079,2150.33010554673,1777.91272811354,2468.56575203661,1678.31156825087,2097.43895004513,1738.84374378162
PQBR57_0221,5931.22118035794,5431.02559278758,6014.44268457597,4816.10738548704,6142.49055175817,5755.19371387822,5680.73082067546,5195.56511693908,4823.33893159481,6974.70399900462,5280.51954236241,5138.90223665813
PQBR57_0222,6375.2452859376,5602.11227357304,6198.98858298503,4469.97038081884,5327.15459658741,5145.69459428706,5314.01049655237,4949.56619862792,4122.87252818704,6890.50110440966,4752.36891833303,4534.84195488987
PQBR57_0223,6974.4032503254,6603.57329755955,6568.4920649545,5834.83033886912,6878.87075648717,6512.14325912449,5888.64679407248,6103.70552949596,5188.17607795718,7813.83606623662,5738.61101951455,6113.18948544613
PQBR57_0224,1054.44860102822,1420.25381583542,1057.76392487443,864.66510658148,1448.71652161659,992.561517669588,1196.16999607116,1136.96785281579,789.227349208274,1277.0040656821,956.524356339263,1198.98039786684
PQBR57_0225,3433.37160978096,3561.20916708331,3425.65960353295,3045.3518098785,3505.38442768356,3305.91465044589,3546.04987705958,2893.45782165007,3434.55140535221,3666.99835871342,3343.69359533523,3667.63684117926
PQBR57_0226,3093.77022017921,3159.7163082277,3252.07516829526,2818.76859218703,3234.18012141019,3009.39953641359,3347.32419646485,2845.28344986085,3658.65577652759,3525.10120410393,3860.97922524635,3389.55437325991
PQBR57_0227,1645.7043724809,1606.66510888397,1780.43992533892,1577.49932752567,1883.30573229525,1565.58529693865,1666.12912251438,1711.15015354853,1936.48566670533,1696.88506008815,2029.33433231324,1648.32767775595
PQBR57_0228,766.503021516668,1134.98916051805,679.991094562134,753.743011529869,848.908549997052,986.68837259462,1196.69279764287,681.138153291578,891.71776339889,852.359284225311,1030.10315298074,836.035031163375
PQBR57_0229,149.893924207704,179.656038242429,219.689430550843,214.62512870681,254.672564999116,207.20455824487,193.227460903802,228.66780860503,191.952096860163,212.01541859722,189.538980148457,189.501273730365
PQBR57_0230,178.701289226888,126.660062523334,125.26151741934,134.028641360351,188.377999714851,150.491614723587,143.976801261555,167.137048422816,193.573059186358,202.565703401327,135.088088921598,121.55509334678
PQBR57_0231,781.532492526798,334.177368431863,399.994761507137,516.690124664543,742.738747241724,509.305321736341,587.690472668649,564.276215226846,1263.38971565264,686.494015701651,598.671714791162,582.492381189646
PQBR57_0232,856.490797627639,503.192651732045,564.520908693092,564.041780294178,939.816655810097,632.271770834807,611.293135856689,663.811357276243,1568.83405551227,987.369102671654,720.100411659181,741.652460035183
PQBR57_0233,1160.9171976369,1067.10548298745,906.654792749511,969.60019233166,1093.1563130702,913.764438260867,939.489651592074,978.663738800962,1457.23378561135,815.433219125887,1014.10155060434,932.084363222598
PQBR57_0234,2224.30433728554,2220.9013316472,2050.63435742528,2128.34670107217,2303.16823645914,2191.59831471093,2343.13891171273,1986.05598114663,2505.81179461867,2094.60874781701,2636.64276154769,2354.46157310727
PQBR57_0235,1582.28714344584,2359.42920861547,1971.75411238729,2382.07763437578,1992.29547918489,2428.40293643433,2067.43150468344,2210.6286805857,1876.68569412479,1511.53474764799,2314.23174368684,2047.06829960586
PQBR57_0236,845.476060097173,1448.94581211492,1195.13586316981,1660.78968642175,1355.75075552355,1384.72743199359,1453.19825968975,1530.90222927303,1075.00987759881,744.919038314558,1460.87356240906,1325.62221229162
PQBR57_0237,585.31146906198,658.909177717016,585.879266659772,666.905800005613,643.624832359073,735.111688120202,595.93876000435,667.623507392935,706.773082486337,492.256440523655,659.38649780861,649.353134828551
PQBR57_0238,590.491216575803,679.779604160542,720.674322441919,601.858826532325,504.756435133382,411.120155247758,731.92220039319,608.159065438909,458.393067128747,439.31122772397,563.123056962807,408.72823745765
PQBR57_0239,285.721556407647,111.991340316771,175.481572790228,207.152261962282,115.457483696199,144.820390171146,147.328855821081,255.034446796962,132.157678627844,132.163055184841,215.989370786285,134.39487866551
PQBR57_0240,724.693765797577,957.595375828425,927.260583493818,1076.9969481644,759.220423093186,969.30920239551,1063.94872584428,937.947140470099,1007.29271995479,1193.56345911764,906.959003328955,1033.32663132049
PQBR57_0241,2837.97309191024,3239.85337580596,2904.99596860558,3651.47773232318,2946.12939690097,3376.89061396159,3204.0267751906,2620.29677337678,2690.72052924298,4347.89479506048,2798.51697397544,3711.54055331441
PQBR57_0242,3384.48979408929,3826.43306345872,3847.0444187766,4067.15712809337,3937.64746957472,4018.71837626956,3765.84044426155,3689.01477877888,4165.2264534342,4749.7131342075,3909.28871800014,4314.14529536722
PQBR57_0243,2027.87115166164,2192.672557781,1980.32494205814,2703.88215613926,1977.96899700593,1772.14424814692,2163.40793547798,2113.83287797819,1979.83584585541,1548.64747439079,2227.19144865521,2240.42721070536
PQBR57_0244,1144.97687116528,1200.86501501531,1326.81189182855,1517.66472157564,1142.13734379959,938.557232468053,1072.1767647711,1149.27230220016,944.736931033637,1081.04104340771,1254.21339992192,1086.84554051239
PQBR57_0245,384.025756234613,324.440265622077,291.651192073269,368.548200809674,362.924048401688,390.190401889691,359.307262011202,420.182627030519,471.415597444904,453.202491841724,471.974535547541,481.353502791034
PQBR57_0246,9315.16480980256,10929.3939086261,9005.42513247829,9872.67936437676,11012.3520919447,10448.9190019149,11847.7644631287,9210.12488495706,11265.3959109815,10998.0181611835,12235.7735865744,9610.6453975646
PQBR57_0247,16989.4087036849,16543.533949285,17497.723598654,17725.5516558147,18586.3820899759,19174.7735274185,19729.7409391343,17878.9187930922,20405.2591014093,15842.7269487214,22898.1386544636,19954.0277057327
PQBR57_0248,137.781283867687,252.48956725963,282.070379966515,216.517766526094,265.124592191271,313.54763840229,202.986423575711,224.88370775341,124.148122347369,215.198833290872,190.454627395551,201.267692687479
PQBR57_0249,407.720125730912,220.427399988566,259.04422649986,274.16210696486,246.187121320466,264.683071378557,317.166286837049,225.887652877309,295.590767493735,366.547463297639,221.063406798407,356.531341332106
PQBR57_0250,177.147364972741,126.244783629815,86.3480754999535,151.843628472845,119.306066486072,140.485630193234,206.611181139563,150.591768584873,177.354460496241,191.550609852315,132.638044079044,144.912738734985
PQBR57_0251,1174.9570125743,1771.29160705097,1535.76219996346,2196.30962612508,1606.97967103689,1701.53403029072,1561.23486500196,1729.65402774625,1208.54396652439,2097.93525076345,1169.6926414663,1478.70141566311
PQBR57_0252,504.533634416034,655.194446686381,401.682503116872,526.967866746478,483.265079437254,552.045899603572,397.461549327441,632.485428056465,344.157453089542,650.625489160816,400.045123208218,577.81661647494
PQBR57_0253,59.7736507576733,112.303641879283,94.5590888143662,114.115610355359,69.5342105286924,110.170112768234,98.0685942121918,91.1865494437235,95.9672602194385,201.082439790433,111.731434016562,131.132693027057
PQBR57_0254,155.003944351148,157.805979537269,135.998218912427,132.86317491374,59.6530332430361,96.2021163279755,128.452346169005,126.497085611293,83.799982584474,279.344639367959,147.304750876246,153.969784905922
PQBR57_0255,1349.69420931612,2246.85656579254,1899.65766099898,2562.36123047926,1519.73203738211,1389.58612473742,1998.14760707341,1596.27274699965,1480.90974514361,1028.69771957725,1326.38044079044,1707.90013509089
PQBR57_0256,4075.5105802273,3767.36806844669,3896.32028023366,4894.07391137952,4602.34477995323,4574.67447686196,4639.46026669486,4873.74056113131,4028.52799541114,7312.46473687265,3088.48395968379,5603.90401057442
PQBR57_0257,3510.54229366712,2938.65525309036,3184.34854038853,3459.30339561993,3310.01586897334,3398.35931256141,3334.88746964516,3698.49710674482,3188.48714223852,5223.51764671793,3024.48335502005,3985.10031521209
PQBR57_0258,3265.48757118426,2543.90844121525,2851.04699888702,3036.1103022457,3147.95524824696,2526.75438066249,2868.25319156493,3208.14897845508,3531.49056460407,3320.72342381188,3620.50231069329,3504.96774711425
PQBR57_0259,5214.89995762451,7634.97244817392,7263.42547449889,8335.04936256606,7366.14421731423,8337.51674842454,7165.10714960191,7465.46002441929,6176.71781746235,11198.8952052233,7709.80126138802,8894.22286898714
PQBR57_0260,1328.60523729556,1286.26760679434,1257.34202390734,1633.6321192224,1570.11285611387,1573.11636762727,1427.24829076672,1909.38997149121,1349.23242400159,2115.28896728945,1379.56078865233,1725.96540238602
PQBR57_0261,902.29265336583,1032.37556706624,982.915476251807,1229.29479593086,1220.93591403971,1006.9754232461,1083.108048694,1315.21502563143,936.33210032081,1065.16460618811,996.215647387359,1306.92329793701
PQBR57_0262,85.1670023907409,260.986812311637,209.228029096041,238.472365229789,206.491268918202,493.34418629731,340.343823182833,261.508398138731,207.709358542713,286.507322428676,164.816504476919,167.207006232675
PQBR57_0263,324.191256159265,233.099028597534,278.51487097534,301.040744902591,276.82126537618,213.782480728834,246.270293308767,291.439363908371,221.519198698246,204.487579145173,245.070292604569,348.074715588935
PQBR57_0264,315.467910225429,354.523022522083,391.227753035748,479.278119551846,306.436814604637,311.888139693436,312.821543181747,350.899449812148,301.016680212114,433.685741484503,286.171122499308,406.946732063999
PQBR57_0265,746.797715081163,702.39132068549,782.211978058402,916.148036169904,701.800391094542,729.375522486611,727.616775684994,961.129817144628,985.882148052635,584.250226129065,1029.29522893919,749.426173359849
PQBR57_0266,568.975342287616,429.760413908513,471.068954397519,536.712240542232,491.070853957517,423.237380876113,454.562208665244,480.125577978086,510.163336771577,398.094384848266,421.438693465105,471.797546826115
PQBR57_0267,765.636916407609,863.920871026064,829.819640821587,836.96293801593,642.028408632676,712.004363783321,759.586378475847,737.006325065796,653.355796421323,946.930980908336,767.164958338541,758.335730244519
PQBR57_0268,2749.75014286046,2948.85203553224,2868.81815019248,2809.29598698206,2804.58290620244,2421.8045204953,2522.18205413104,2643.22268441508,2429.22669249852,2090.22058512145,2646.28887598576,2173.69108102478
PQBR57_0269,2319.78692226208,2585.01223622954,2648.00764866524,2383.10139130993,2556.55856755869,2280.34646110757,2328.9067347749,2389.38939487998,2116.42989525515,1584.43097038334,2134.11211947693,1748.15367362839
PQBR57_0270,260.510830842266,269.198435681223,319.99580920571,276.798281070291,307.037671103862,198.063180675244,176.307141800595,279.03768884844,216.346360267106,224.571180668359,252.0723009647,258.392199582602
PQBR57_0271,920.885111564646,538.544215881155,676.393258082969,618.622190074555,710.155157655191,539.546260887058,539.182687622983,650.0544677247,721.241472684715,668.062312139246,569.66339444205,600.927825309759
PQBR57_0272,391.669752035107,350.274544175209,332.78947595141,362.237750487363,310.333698952211,383.696302117359,349.799581089647,389.36241669372,348.762933299545,350.93006718287,294.145062180629,371.70536308468
PQBR57_0273,290.954247702322,370.660556587538,421.699903604424,337.307672746122,305.201565429487,313.216192695734,346.854526477028,269.357893053117,256.596845898196,478.56717287069,261.598289082552,285.402268874862
PQBR57_0274,3977.76355893337,5124.3905355193,5588.29044985608,5129.32378303346,4880.70271988477,5503.92714021872,5023.91398349885,4352.64971853404,3873.42141723791,5864.54442891279,4528.70804346807,4202.46942331457
PQBR57_0275,4954.12122381394,5579.37751380919,5655.06718189526,5254.4758440462,4853.128128247,5196.0013112737,4983.2736931855,4561.39914640722,3522.43994592365,6161.36424911024,4366.93899361939,4298.25919976651
PQBR57_0276,923.978944043057,970.572709800248,989.996319659634,986.91309128126,973.723606696912,1079.03580802409,963.690767916025,970.750615206441,876.644819360948,1048.90410548192,928.814458551162,1026.2970424337
