AR01,AR02,AR03,AR04,AR05,AR06,AR07,AR08,AR09,AR10,BR01,BR02,BR03,BR04,BR05,BR06,BR07,BR08,BR09,BR10,CR01,CR02,CR03,CR04,CR05,CR06,CR07,CR08,CR09,CR10
PFLU_0021,151.638521823016,177.108051877895,201.073617827179,137.139355019606,151.184536028226,155.225612160606,152.855883412346,142.522857773992,158.86498235912,164.074431443578,170.114921267417,165.032744332607,198.53297431473,148.071757102965,150.330571769399,175.010298429109,136.690734998571,142.834915554883,167.938865925667,198.824721071559,165.437921544954,165.670526970605,240.130907789521,160.597930092304,158.390340934074,164.441483334773,198.876919904123,180.95132056314,188.143152797247,180.74421512199
PFLU_0022,225.910554132305,255.664740228857,218.229103925239,254.296748801693,243.575414030079,239.327223183354,251.647194469641,207.633961420816,229.594456144034,247.286489609049,229.098404557374,259.755731307408,240.888941536678,273.091392859366,202.912485078955,228.331028531169,200.965656939278,222.616938939275,213.365051067601,168.210249891954,239.940730476723,244.634035748223,226.816243492306,246.026354799722,210.332874540749,242.411005601351,297.118857891303,213.982874148634,235.684005123111,258.441371526127
PFLU_0023,133.66223001193,156.725117277544,185.797648324597,113.059836454308,157.5134358509,160.595430432489,162.012168871688,122.846786700542,103.226648053773,103.00375379787,147.455709011758,134.395764679024,204.491091443147,114.92371454191,165.942566659876,184.686410297645,151.026509039115,116.176016524835,142.783240387277,212.022203688094,132.513723332115,131.269796566053,210.560929142409,126.465770521459,158.837228223608,171.765296052502,163.187731440472,154.80782066468,118.699199556403,118.025177812122
PFLU_0024,111.742233134864,140.465788546879,157.551124907489,106.176823316878,128.428019983661,131.650612026475,144.755539809222,103.912252030438,83.4071164647585,80.7799753754645,130.105620830465,112.758192922835,165.497700739914,101.742236226236,92.3425102970827,128.059323529068,108.752399861262,92.7499451655083,111.967109863628,158.161415137883,127.295036158418,109.687910387354,174.865736529125,99.2269891783755,92.6391053019304,147.037777832164,167.15284644929,126.670679828508,103.908957405089,138.725947933056
PFLU_0025,13.7846571799396,15.1657543615503,18.690881757233,16.385955175447,16.2671916772342,14.9750191674951,12.5934551841675,13.6149292933777,17.1150293963901,18.6623525605635,14.765195196661,12.8350538333236,13.5465716166105,14.0361152641348,13.2522279289222,11.9339551092769,11.7849130122182,13.8912107166621,16.0601714006074,17.9243724364663,12.9769541322746,12.0883832732331,16.425575573369,15.9593515380809,12.2973999653391,14.9605262529657,13.9872431801714,12.9391255680959,14.9097223784687,16.7259104133062
PFLU_0026,20.9340958301456,18.4555441231092,18.5179315216651,19.1313532294085,16.5897284026378,18.7148211201888,18.2355066178612,15.8454507268915,20.5766221166723,19.3069957998659,19.5254219226087,19.5160367597531,20.5698225897572,16.9844991087705,18.8255331075803,17.7001986448668,21.8321033416921,19.6690703387052,19.5278280809651,18.3633925615773,19.0872994108578,17.9165847347046,19.394647968129,16.5856748224864,14.2847534446662,17.7243218331708,16.9863190991261,17.3491929558788,19.268721843232,18.7831275012354
PFLU_0027,3.68290206127826,2.65994059650123,4.37326879868722,3.01966337031978,3.6945202567281,3.02289823067292,2.89829573655428,2.26509460270756,2.9077081202571,3.20668172814604,2.88335098514424,3.48445246910241,3.87344247991438,2.37118784512712,4.10391989532523,3.13950669033137,3.59610703107979,2.81555774136087,3.67545857098329,4.44417052619032,2.73495275706699,2.64457159128559,2.82968971077998,2.45418722992138,2.58822760433061,3.66216446422731,3.98051683602095,3.18774182661635,3.47614976804096,3.3964865642241
PFLU_0028,8.34698509383986,8.97934731183324,11.9921693153224,7.83197878865039,9.41694753134482,9.10787503529108,10.0423204404978,6.94623056989618,8.12213183930767,7.80197527433066,9.80603009338211,8.56626794843984,10.1589574928123,8.86878240798473,9.11003576081272,11.1424092415706,6.33641552914428,6.82019312873185,10.1539991707654,12.2174057833838,9.60401560921815,8.42592210472697,15.0961070917702,6.9416542809886,9.16267045346623,9.57382152259376,8.95613051806919,8.98100356017877,7.94541707370767,7.25048094009605
PFLU_0029,8.09930781250715,17.0941584721785,25.2810288595677,20.2078213432699,18.6573272964769,21.1704847976475,24.9197216400502,11.340118021745,11.9649373465232,18.5288905812075,21.8611292485631,25.6568586712272,27.3506900928774,21.9921451378076,18.7448687135262,15.7437832774092,11.3857934212871,12.4252943782069,20.9632290330499,21.2308482110191,31.7506009728467,15.7379618306141,29.0783521151373,15.2631102353485,11.6254202397581,23.7101673645486,19.2941155560418,21.4589884217505,26.5379974482937,19.5180857216533
PFLU_0030,10.4257926586508,15.5915268000273,20.3652732479851,21.3458693463385,20.383130071401,15.9708420787658,21.0398156125487,12.9579337721298,16.0291144343368,21.2082823784386,21.4732705038305,19.5516499655191,21.2456253400029,26.2755642226842,19.6418399703258,13.6092895830682,6.79293039796062,15.5211236362905,20.7049863565558,23.1506134171969,21.2092094099363,18.7231574429479,16.823903723758,22.8428798004385,13.3558193292913,15.4116087869566,20.5290282762376,20.169200420054,21.823938913961,23.3699503659644
PFLU_0031,14.8203838115087,24.102843362361,22.0377836113462,36.8340580196012,31.6543639928633,23.4066673542863,33.7626950808385,21.9656728411115,22.9330060070307,35.7727386550293,38.0166298130848,26.8664647942721,28.9253093873894,40.2419613287695,32.3337665943162,21.9110804480841,13.9572226118435,28.0400558862681,30.4754244656058,24.0828025756596,35.4417258482937,31.0156687712624,25.6066095920739,43.4993374933714,34.7786261977513,27.3755072469909,28.832430331734,27.7230588942514,34.6592794557665,33.8073474247697
PFLU_0032,20.926053029938,21.711438537897,20.7965656608377,27.9365939129481,28.5267124407751,18.7159574867636,24.8398322591108,25.1622144230931,25.6295142585986,30.1734821761285,22.1700905462897,22.6883086341968,24.4152924066691,26.7791602647828,23.4188503379172,18.6542126710439,15.0150770074894,26.4954869466273,29.384111148759,16.1274336743183,20.2796835237583,21.7535603623607,17.3103506064002,29.255528115408,32.4475075291967,20.5529388120891,21.5890350158553,25.8027216825876,25.5742391740025,25.7059937433848
PFLU_0033,5.92327839834969,6.58680942088814,3.97674290731059,5.10453714008044,4.8158959245826,4.17674850049449,4.35407586052148,7.59091772463438,5.70767946116107,6.83863069192618,4.79211703082106,3.82780840921681,7.04178741848586,4.40808326397377,4.66476996017386,4.59244816098642,3.71492992826511,6.68563677966478,7.23130477616697,2.1815413530478,3.05857638366907,3.84113294445225,2.92779746697034,4.80396290768013,4.89000250042703,4.28627739542183,5.92772005175452,5.66209842624902,6.52044675091688,6.35850265032433
PFLU_0034,7.30433202138643,12.6189925609849,31.2790893725666,30.4351577395895,28.7348224484515,38.8300710316843,30.616945523141,10.3104178641952,9.44171926664416,20.830541046658,29.4935752951867,35.1722803612513,28.398496695075,30.8128180939545,19.6454512665145,12.0140943182921,9.17188914492573,9.14249459488581,16.9419871957922,18.645129370309,32.6319814914039,21.2541163744494,16.3901304439063,29.5947109247496,10.8674258065431,23.3875800534663,26.3623050290791,28.1889062130682,31.4123235102252,36.4047906842958
PFLU_0035,78.2578016846874,94.8817699283712,90.2441408783141,94.1937172959652,110.119691776539,94.8878505805268,90.2577597291945,109.409312585318,91.6348502738557,115.809796472862,96.3456792976098,83.2755461494332,95.0655453810242,95.9309671884261,92.991037361014,77.3028088964855,74.0884823151223,122.347483222768,102.072809020184,99.6733787875739,87.0163722480442,103.691378643365,93.2353512263131,113.912871817847,96.8957248427838,85.883495120476,98.3973426807302,122.557522696145,114.015100148225,136.328680898022
PFLU_0036,54.9432211828737,55.9891326628778,59.0432480582713,54.2625984267662,62.4404635780381,51.5237530626681,60.1201492149792,67.6115509054521,67.3285819204589,68.460766096945,56.8020381705704,59.6482013346317,64.5069422239424,61.4191089947154,63.3813737812033,54.1715753147085,56.57867069107,82.1007094076298,70.9158977118885,75.3654086506464,53.4493908955311,61.2319079418769,53.9924973259063,70.4374144860351,64.7770077470697,49.2174378789774,45.2974046822367,84.7325765683222,75.2977939682456,66.3444274089064
PFLU_0037,4.10410628626395,7.16667383999197,9.56585112800191,7.71337489615806,8.88563012380707,7.65834585195563,9.17834038645429,6.12105832437361,3.76735170389292,6.40068882495554,7.93406395427405,6.24839055011015,11.7279142873172,8.70619355670494,8.40854687692878,5.63811328071872,4.14115396175577,5.01594185058953,7.66141955839252,9.76449519080529,6.70534053342835,7.04818779476134,9.2250481626618,7.61332397788047,4.92652230998959,6.89894501911615,9.91114792653356,7.52759980764988,9.14698659941465,11.3583508881862
PFLU_0038,850.68663161,749.684327905335,746.020855697851,824.148991912798,1069.59547532316,786.42078092605,721.413063444232,692.620212002229,733.919488890606,633.163185194501,873.114998834649,838.070215137694,671.871956672104,963.166193178268,1076.60465571047,820.80362523239,826.732209622893,709.945520641638,556.982858953375,388.111717666365,896.787690514209,862.836834023033,722.728531469807,417.221019078134,1296.39598043008,759.160404608024,690.713602663234,571.610960058143,567.996447622188,533.765653674616
PFLU_0039,548.85207329449,461.971164445253,320.313063184358,498.157803687408,637.044075356373,411.600634237745,386.746369109893,363.417912689617,338.881321287155,287.684293144981,467.412882818829,428.144927485673,310.442899704994,470.013532707113,745.564135810566,405.561010616778,462.416077723339,352.217916766018,254.36622324563,212.679451232157,482.454080329113,436.150443319931,313.861578385609,245.203077288829,701.360609438945,437.979480484023,381.654279625531,242.009702756408,249.643599962978,238.702245328199
PFLU_0040,944.313174139864,870.684721977233,540.215669314973,857.151281034948,1158.71822157067,786.861447052249,722.671927561456,619.346903489673,574.599916399508,562.519484205829,1037.39038153343,888.399533520955,689.590232642459,839.858999172515,1493.11511808565,856.629355468798,908.379073603368,564.078317828284,449.033112099996,406.107557503304,1205.28300025786,949.397689648218,835.182744961085,448.287876032645,1334.35349783497,1368.32623764355,1045.43641920763,406.178816773373,460.120855714533,932.089763509735
PFLU_0041,52.6994433788501,39.4516139512437,76.3121882452774,43.7322183483772,51.1679994118948,74.3211128387391,53.7909370776435,37.5868374212016,68.4149780341683,63.2058439594861,77.4433776254486,101.595732688426,107.203474769516,69.8330562459725,55.5400919180341,100.164731852312,80.4874463586147,42.1040319939951,126.971590006653,95.856644018613,56.247382494151,68.9287688873522,89.4986406417997,58.0076528260105,52.2399584021115,76.8095840971305,87.6087207572412,106.526268817013,108.163976336986,104.864997302202
PFLU_0042,370.029090656329,311.38633295781,236.337738927234,320.231799664832,455.757045125606,286.691595180154,260.202550570651,258.76149739594,279.095168974335,235.647581982651,291.877417589103,300.817824315163,223.306845678939,317.259134577301,454.180683998525,272.743263840905,288.532346017455,260.646668820321,188.44963941546,121.787260335924,296.815485931421,273.040728172777,201.933000799564,223.071567447573,490.577829732869,252.908451888518,244.794091117281,198.845440117648,206.446246678514,229.411439372311
PFLU_0043,933.527871389536,869.127673416906,703.280769497085,791.608807862369,849.094965262664,856.20306624864,770.240206337653,655.939544051259,540.841178796211,489.308658084757,1052.59926936396,951.785182349228,872.487013962788,811.532596549527,1073.18766713542,987.394724404725,1096.84329311881,648.35689793634,410.722318009124,405.663295696512,1349.59258127122,1095.36214341074,886.682036996578,562.456514394189,1177.12745506123,1084.7401569281,931.771794443237,562.874406179982,436.001752292029,458.822878744623
PFLU_0044,113.139440671688,102.299015629203,70.6124525540854,94.5651451924362,86.0618842101318,89.4378924554629,68.5107779428044,97.5536887359362,121.545758847937,113.909563606106,93.4061884800192,98.4515707483586,83.9145366172768,97.8489711298604,83.1305015420345,97.6406591912647,93.6703572247735,109.267329017323,97.5626538847213,98.7421444250301,82.1549524142978,91.9362453970968,70.9429299830299,102.069536775475,115.358670843924,72.8120742471599,73.4869124146589,98.3138264296277,91.4807283236065,92.208588079386
PFLU_0045,36.4744338223111,31.6150027657494,35.9968559070387,31.1084561538869,38.6871476354533,38.9079180064872,29.2307283372741,28.0215959812684,34.5653745566226,27.8779426781181,35.7770308777559,36.331610089183,35.2337210720275,29.6220730427613,40.8091412617394,36.2164684916227,40.008412994245,26.7535617692923,29.537561036906,31.2184784178157,31.8359520507307,33.4475698860926,41.2062690892668,29.4359983110292,38.3936955610473,36.5191083545921,30.8467649939187,23.172280910513,23.2116093383836,25.5312333429707
PFLU_0046,62.6636984039282,57.5687143385623,80.8028215334196,54.9364339567625,47.6949130524483,55.9639424908818,67.194351837705,69.8022363449148,89.6030354119076,70.5966883352482,55.6259959718276,60.0373897931091,73.2991016515062,64.0138710699561,63.3171843760871,74.3465170352782,70.5401656055197,72.8635137407036,77.9073503396902,90.638911512028,56.9741722442372,63.9351098553758,81.4193859223843,69.9010804336791,70.0679524212777,61.107567707723,55.7645413916037,75.9510347961554,75.2833739784128,63.3074218420788
PFLU_0047,63.6657282057445,78.9847001514345,107.814681700812,72.274204012964,82.6282517174359,76.639873590289,86.7266961112986,81.5246341952398,83.0159140804651,90.9322168203904,76.8314861489331,77.774519199855,95.0235665105259,75.9372480212222,84.0930021844381,79.1672094085448,68.4091179317665,81.8915399828722,107.415077528623,122.458594101127,65.968366804749,76.898871229597,92.0776232722421,89.2946158709528,80.1220208007264,77.156290484636,66.4061845002299,97.421975820954,94.2455762537504,67.4718623774816
PFLU_0048,116.075883263441,117.129941190217,233.882795211536,119.569980308575,138.286914983494,195.783883839733,145.724790876358,114.220774849488,149.03228924079,167.144625210629,176.418091514384,240.166232392233,239.727956031368,149.633868242692,142.428260094042,206.006662539559,167.056548574171,131.465959394202,289.498317500482,231.337191818221,128.320313984827,171.675898395445,219.686980463125,198.332199650393,144.171351966279,160.345615102901,180.114817810591,255.760901252595,269.282442764097,221.905766438515
PFLU_0049,212.163057001629,243.693651880025,362.049302186401,203.698429122447,231.999808990974,317.79360522626,232.670928796616,212.611135235665,254.060780531279,294.111651506707,297.513718864666,354.668819422822,378.823598739824,252.109599918283,254.07447049747,339.8641261538,256.015340480101,242.410046902679,441.425456889382,373.907098156755,236.48742677619,278.874663007257,417.752971691382,248.257806045386,220.774117743794,305.65498363429,327.968895023474,351.416774464079,397.521655992003,426.19630264535
PFLU_0050,5.78670898315918,6.48296332641468,4.72947286639894,5.62013514254848,6.25272590476524,3.5876935522675,6.59297003135095,5.53902356957147,7.24863680478753,6.23346362142066,6.78006310202456,5.57779803821115,5.26523479265444,5.98021376334206,6.58075768180383,5.60485542674622,7.56061132216851,7.28212407312977,6.13833855309046,5.18894023407935,4.95036251727179,5.46389605365416,6.51175452771413,3.8737263042609,5.9810893873849,4.80611500632742,5.13415320518631,4.7671205869757,5.15703769935571,3.70859614039604
PFLU_0051,23.8336570737669,23.9551091094505,21.7806552311341,18.8789858995858,21.6454729431637,17.7169169642851,16.6190125053217,19.1405006069432,29.6515451765562,24.5750749825086,20.075939488309,21.6375054952624,27.9414053538475,18.1494652531708,26.6656959562688,24.3866315990867,25.2135598007919,19.0894907061759,24.7118935238031,28.8817026492272,19.7620049494276,17.2314249322171,25.3546018442745,16.1231261222577,18.43250816807,20.3095059098723,20.2279313893577,20.4878382670147,19.5118199275756,17.6306069503091
PFLU_0052,8.41072348933173,7.36406523285064,5.96316497718779,7.05329107118308,9.05585903062611,7.02765854650046,6.51872986461137,7.11315842883879,7.97837351841236,6.50718768103463,8.13904834783043,7.44824760591204,10.0229988335559,6.34381548993181,8.67934677407811,8.97202284251065,10.1276154087667,8.8385241863602,7.5618425646924,8.47852685943976,7.11354613826451,7.68089935691174,10.1372790567057,6.036349382873,8.64744898403002,7.49161590678174,8.53312735920804,6.33803041515155,6.58482931337341,6.11139246329129
PFLU_0053,15.2068636479726,16.3221642185962,14.1490531888938,14.7176677310124,16.9502890748682,17.394128049959,13.7111042272681,15.1858971769454,15.4908367578175,15.4322814703756,16.2101448707625,18.6277533515674,18.3160511098166,14.9606429508895,18.5105578546071,17.3469963730575,14.6117682239851,17.2834725404968,18.6879929028928,17.7152023782267,17.5481816129497,13.5761925769235,19.0608836853248,10.6987134602062,16.8836872405102,15.6432598474148,16.816846398229,12.6440985670674,12.6914500193493,17.7437142924121
PFLU_0054,5.64895932532152,8.60722043148162,27.1793385494041,8.06860160734662,59.2383355067743,8.64908558917747,14.7193192116365,8.18209279115433,18.918326029039,8.79958721459185,8.01807807292632,9.78505616782353,37.7756320343892,8.03806102568189,48.4120750574021,7.95937616116571,9.3537679664965,6.01429531115718,18.8359508614077,10.4650639907006,6.81551326740536,7.42778417938598,23.9593382866934,9.02815132334494,54.541435518391,6.91826413186546,8.68852627914506,7.22058140377335,17.2612236346896,7.77439417533448
PFLU_0055,574.078713625766,490.174293226412,607.046224047284,471.480844227463,576.922507113432,519.02600143275,502.19574627152,508.078235479043,689.789953430842,589.112890273831,511.684292457701,516.406573948033,645.594095969545,530.116436602698,605.217005846998,588.123700735762,616.770681059201,537.116504486427,626.30157071327,622.679651652074,472.780596511818,510.08290007823,718.509887009626,376.182080110441,669.439290390347,629.625503701805,631.09501671954,562.814404644305,557.123232045199,546.691857107089
PFLU_0056,28.6493313367896,31.5487463375627,61.8851714202337,37.1731607255667,40.4675982756143,42.0615351636478,42.1221788805323,26.6571126197035,34.8893325276946,31.6399941585544,37.3186258885323,38.5644086313856,65.6005273656232,42.9822751198347,41.0861366569732,43.6772970436482,45.2195464819594,27.2533850503767,39.5226305074285,42.8784560080759,34.4798505563465,34.9287609246224,61.8277254275344,50.194166284486,41.1721502015333,44.9390381444351,53.1737626248767,32.6710932203033,39.6165768173115,35.5011834021051
PFLU_0057,59.0306693742254,45.4567780399656,52.2960103158135,52.9781313830131,48.923658244095,53.3129600897714,52.8536430846635,72.8159752201418,87.5373569689272,74.2213208327136,64.9878874507463,59.037132354731,57.096755299709,66.1634434503089,75.0282896163797,79.6256096445771,72.7381764132305,68.441730370048,77.8272536806706,79.9042123306289,78.9995351714624,61.3185887929308,71.5419774261314,53.0453648576119,59.7433989415261,73.2161186673792,72.7234650467955,87.8466927883969,79.8576837815046,87.8259092924113
PFLU_0058,104.589389791601,93.6512329887073,46.3153495616114,78.5324203163557,105.513140327735,58.9584001581407,57.7086524432997,30.8784804782667,25.3042006756489,26.38922291608,66.0950311961875,59.0478317516564,44.5373019445527,57.6016584764462,117.37665380772,57.324745611198,64.6179104917773,24.4504642680989,21.2767401672167,18.223630435076,62.5641560693499,52.5287904938989,41.5405030216247,26.1003824267692,103.734519062457,54.7982325526403,50.3752784602487,14.0335058693904,16.1038560214633,20.1630256915016
