exp,well,cycle,time,t_rep,exp_rep,pME6032,IPTG,OD600_corr
3,H10,64,56695.661,C,b,PFLU_0054,0,0.9678749999999999
3,H10,65,57595.605,C,b,PFLU_0054,0,1.000375
3,H10,66,58495.565,C,b,PFLU_0054,0,1.0070750000000002
3,H10,67,59395.489,C,b,PFLU_0054,0,1.0110750000000002
3,H10,68,60295.419,C,b,PFLU_0054,0,1.036775
3,H10,69,61195.393,C,b,PFLU_0054,0,1.044275
3,H10,70,62095.293,C,b,PFLU_0054,0,1.050675
3,H10,71,62995.251,C,b,PFLU_0054,0,1.072375
3,H10,72,63895.192,C,b,PFLU_0054,0,1.0795750000000002
3,H10,73,64795.148,C,b,PFLU_0054,0,1.0918750000000002
3,H10,74,65695.082,C,b,PFLU_0054,0,1.0958750000000002
3,H10,75,66595.016,C,b,PFLU_0054,0,1.1037750000000002
3,H10,76,67494.972,C,b,PFLU_0054,0,1.114775
3,H10,77,68394.917,C,b,PFLU_0054,0,1.113375
3,H10,78,69294.858,C,b,PFLU_0054,0,1.117075
3,H10,79,70194.796,C,b,PFLU_0054,0,1.1339750000000002
3,H10,80,71094.734,C,b,PFLU_0054,0,1.128875
3,H10,81,71994.694,C,b,PFLU_0054,0,1.1484750000000001
3,H10,82,72894.638,C,b,PFLU_0054,0,1.1560750000000002
