exp,well,cycle,time,t_rep,exp_rep,pME6032,IPTG,OD600_corr
2,A1,1,0,A,a,PFLU_2839,0,0.0050000000000000044
2,A1,2,899.186,A,a,PFLU_2839,0,0.005600000000000008
2,A1,3,1799.139,A,a,PFLU_2839,0,0.006100000000000008
2,A1,4,2699.057,A,a,PFLU_2839,0,0.006400000000000003
2,A1,5,3599.034,A,a,PFLU_2839,0,0.006500000000000006
2,A1,6,4498.974,A,a,PFLU_2839,0,0.009300000000000003
2,A1,7,5398.909,A,a,PFLU_2839,0,0.00910000000000001
2,A1,8,6298.865,A,a,PFLU_2839,0,0.012400000000000008
2,A1,9,7198.807,A,a,PFLU_2839,0,0.015000000000000013
2,A1,10,8098.733,A,a,PFLU_2839,0,0.017
2,A1,11,8998.691,A,a,PFLU_2839,0,0.01730000000000001
2,A1,12,9898.629,A,a,PFLU_2839,0,0.020800000000000013
2,A1,13,10798.592,A,a,PFLU_2839,0,0.023400000000000004
2,A1,14,11698.512,A,a,PFLU_2839,0,0.02560000000000001
2,A1,15,12598.458,A,a,PFLU_2839,0,0.0295
2,A1,16,13498.432,A,a,PFLU_2839,0,0.03270000000000001
2,A1,17,14398.363,A,a,PFLU_2839,0,0.035400000000000015
2,A1,18,15298.311,A,a,PFLU_2839,0,0.03920000000000001
2,A1,19,16198.25,A,a,PFLU_2839,0,0.04350000000000001
2,A1,20,17098.198,A,a,PFLU_2839,0,0.04869999999999999
2,A1,21,17998.138,A,a,PFLU_2839,0,0.054900000000000004
2,A1,22,18898.103,A,a,PFLU_2839,0,0.06240000000000001
2,A1,23,19798.053,A,a,PFLU_2839,0,0.0728
2,A1,24,20697.974,A,a,PFLU_2839,0,0.08510000000000001
2,A1,25,21597.914,A,a,PFLU_2839,0,0.0998
2,A1,26,22497.861,A,a,PFLU_2839,0,0.11880000000000002
2,A1,27,23397.812,A,a,PFLU_2839,0,0.1406
2,A1,28,24297.754,A,a,PFLU_2839,0,0.1706
2,A1,29,25197.697,A,a,PFLU_2839,0,0.205
2,A1,30,26097.642,A,a,PFLU_2839,0,0.2463
2,A1,31,26997.596,A,a,PFLU_2839,0,0.29410000000000003
2,A1,32,27897.534,A,a,PFLU_2839,0,0.3387
2,A1,33,28797.48,A,a,PFLU_2839,0,0.371
2,A1,34,29697.428,A,a,PFLU_2839,0,0.41159999999999997
2,A1,35,30597.374,A,a,PFLU_2839,0,0.43820000000000003
2,A1,36,31497.276,A,a,PFLU_2839,0,0.46319999999999995
2,A1,37,32397.259,A,a,PFLU_2839,0,0.5007
2,A1,38,33297.178,A,a,PFLU_2839,0,0.5438
2,A1,39,34197.165,A,a,PFLU_2839,0,0.5765
2,A1,40,35097.096,A,a,PFLU_2839,0,0.6061
2,A1,41,35997.029,A,a,PFLU_2839,0,0.6453
2,A1,42,36896.976,A,a,PFLU_2839,0,0.6615
2,A1,43,37796.925,A,a,PFLU_2839,0,0.6837
2,A1,44,38696.865,A,a,PFLU_2839,0,0.6970999999999999
2,A1,45,39596.817,A,a,PFLU_2839,0,0.7165
2,A1,46,40496.744,A,a,PFLU_2839,0,0.7341
2,A1,47,41396.693,A,a,PFLU_2839,0,0.7525999999999999
2,A1,48,42296.643,A,a,PFLU_2839,0,0.7714
2,A1,49,43196.594,A,a,PFLU_2839,0,0.7934
2,A1,50,44096.531,A,a,PFLU_2839,0,0.8294
2,A1,51,44996.474,A,a,PFLU_2839,0,0.8449
2,A1,52,45896.437,A,a,PFLU_2839,0,0.8631
2,A1,53,46796.373,A,a,PFLU_2839,0,0.8769
2,A1,54,47696.332,A,a,PFLU_2839,0,0.9017
2,A1,55,48596.256,A,a,PFLU_2839,0,0.9189
2,A1,56,49496.182,A,a,PFLU_2839,0,0.9234
2,A1,57,50396.123,A,a,PFLU_2839,0,0.9374
2,A1,58,51296.08,A,a,PFLU_2839,0,0.9575
2,A1,59,52196.038,A,a,PFLU_2839,0,0.9610000000000001
2,A1,60,53095.966,A,a,PFLU_2839,0,0.9824999999999999
2,A1,61,53995.925,A,a,PFLU_2839,0,0.9919
2,A1,62,54895.849,A,a,PFLU_2839,0,1.0099
2,A1,63,55795.815,A,a,PFLU_2839,0,1.0097
2,A1,64,56695.763,A,a,PFLU_2839,0,1.0309
2,A1,65,57595.693,A,a,PFLU_2839,0,1.0289
2,A1,66,58495.642,A,a,PFLU_2839,0,1.0405
2,A1,67,59395.582,A,a,PFLU_2839,0,1.0497
2,A1,68,60295.52,A,a,PFLU_2839,0,1.0715999999999999
2,A1,69,61195.49,A,a,PFLU_2839,0,1.0695
2,A1,70,62095.401,A,a,PFLU_2839,0,1.0687
2,A1,71,62995.354,A,a,PFLU_2839,0,1.0844
2,A1,72,63895.278,A,a,PFLU_2839,0,1.0925
2,A1,73,64795.226,A,a,PFLU_2839,0,1.1011
2,A1,74,65695.174,A,a,PFLU_2839,0,1.0974
2,A1,75,66595.111,A,a,PFLU_2839,0,1.1083
2,A1,76,67495.061,A,a,PFLU_2839,0,1.1231
2,A1,77,68395.006,A,a,PFLU_2839,0,1.1266
2,A1,78,69294.938,A,a,PFLU_2839,0,1.1387
2,A1,79,70194.885,A,a,PFLU_2839,0,1.1455
2,A1,80,71094.83,A,a,PFLU_2839,0,1.1551
2,A1,81,71994.752,A,a,PFLU_2839,0,1.1479
2,A1,82,72894.675,A,a,PFLU_2839,0,1.1577
2,A1,83,73794.64,A,a,PFLU_2839,0,1.1739
2,A1,84,74694.588,A,a,PFLU_2839,0,1.1683999999999999
2,A1,85,75594.517,A,a,PFLU_2839,0,1.1794
2,A1,86,76494.452,A,a,PFLU_2839,0,1.1825999999999999
2,A1,87,77394.397,A,a,PFLU_2839,0,1.199
2,A1,88,78294.36,A,a,PFLU_2839,0,1.1973
2,A1,89,79194.315,A,a,PFLU_2839,0,1.2129
2,A1,90,80094.242,A,a,PFLU_2839,0,1.2132
2,A1,91,80994.216,A,a,PFLU_2839,0,1.2215
2,A1,92,81894.132,A,a,PFLU_2839,0,1.2257
2,A1,93,82794.063,A,a,PFLU_2839,0,1.2339
2,A1,94,83694.01,A,a,PFLU_2839,0,1.2356
2,A1,95,84593.926,A,a,PFLU_2839,0,1.2351
2,A1,96,85493.872,A,a,PFLU_2839,0,1.2449
2,A1,97,86393.825,A,a,PFLU_2839,0,1.2476
2,A1,98,87293.794,A,a,PFLU_2839,0,1.2487
2,A1,99,88193.71,A,a,PFLU_2839,0,1.2555
2,A1,100,89093.663,A,a,PFLU_2839,0,1.2553
2,A1,101,89993.589,A,a,PFLU_2839,0,1.2609
2,A1,102,90893.532,A,a,PFLU_2839,0,1.2613
2,A1,103,91793.487,A,a,PFLU_2839,0,1.271
2,A1,104,92693.423,A,a,PFLU_2839,0,1.2737
2,A1,105,93593.349,A,a,PFLU_2839,0,1.2741
2,A1,106,94493.292,A,a,PFLU_2839,0,1.2837
2,A1,107,95393.238,A,a,PFLU_2839,0,1.2868
2,A1,108,96293.186,A,a,PFLU_2839,0,1.2829
2,A1,109,97193.125,A,a,PFLU_2839,0,1.2901
2,A1,110,98093.061,A,a,PFLU_2839,0,1.2943
2,A1,111,98993.025,A,a,PFLU_2839,0,1.2942
2,A1,112,99892.965,A,a,PFLU_2839,0,1.2969
2,A1,113,100792.906,A,a,PFLU_2839,0,1.3035999999999999
2,A1,114,101692.862,A,a,PFLU_2839,0,1.3026
2,A1,115,102592.837,A,a,PFLU_2839,0,1.3033
2,A1,116,103492.756,A,a,PFLU_2839,0,1.3083
2,A1,117,104392.694,A,a,PFLU_2839,0,1.3081
2,A1,118,105292.631,A,a,PFLU_2839,0,1.311
2,A1,119,106192.57,A,a,PFLU_2839,0,1.3143
2,A1,120,107092.494,A,a,PFLU_2839,0,1.314
2,A1,121,107992.454,A,a,PFLU_2839,0,1.3205
2,A1,122,108892.389,A,a,PFLU_2839,0,1.3223
2,A1,123,109792.333,A,a,PFLU_2839,0,1.3277999999999999
2,A1,124,110692.3,A,a,PFLU_2839,0,1.3326
2,A1,125,111592.219,A,a,PFLU_2839,0,1.3259
2,A1,126,112492.194,A,a,PFLU_2839,0,1.328
2,A1,127,113392.107,A,a,PFLU_2839,0,1.3354
2,A1,128,114292.058,A,a,PFLU_2839,0,1.3324
2,A1,129,115191.999,A,a,PFLU_2839,0,1.3453
2,A1,130,116091.945,A,a,PFLU_2839,0,1.343
2,A1,131,116991.888,A,a,PFLU_2839,0,1.3444
2,A1,132,117891.835,A,a,PFLU_2839,0,1.3496
2,A1,133,118791.799,A,a,PFLU_2839,0,1.3452
2,A1,134,119691.743,A,a,PFLU_2839,0,1.3462
2,A1,135,120591.675,A,a,PFLU_2839,0,1.3494
2,A1,136,121491.642,A,a,PFLU_2839,0,1.3526
2,A1,137,122391.582,A,a,PFLU_2839,0,1.3592
2,A1,138,123291.539,A,a,PFLU_2839,0,1.3588
2,A1,139,124191.487,A,a,PFLU_2839,0,1.359
2,A1,140,125091.419,A,a,PFLU_2839,0,1.3598999999999999
2,A1,141,125991.365,A,a,PFLU_2839,0,1.3603
2,A1,142,126891.311,A,a,PFLU_2839,0,1.3648
2,A1,143,127791.229,A,a,PFLU_2839,0,1.3666
2,A1,144,128691.178,A,a,PFLU_2839,0,1.3724
2,A10,1,0,A,a,empty vector,100,0.002700000000000008
2,A10,2,899.186,A,a,empty vector,100,0.0032000000000000084
2,A10,3,1799.139,A,a,empty vector,100,0.0034000000000000002
2,A10,4,2699.057,A,a,empty vector,100,0.003600000000000006
2,A10,5,3599.034,A,a,empty vector,100,0.003700000000000009
2,A10,6,4498.974,A,a,empty vector,100,0.0034000000000000002
2,A10,7,5398.909,A,a,empty vector,100,0.003500000000000003
2,A10,8,6298.865,A,a,empty vector,100,0.0063
2,A10,9,7198.807,A,a,empty vector,100,0.007200000000000012
2,A10,10,8098.733,A,a,empty vector,100,0.0076000000000000095
2,A10,11,8998.691,A,a,empty vector,100,0.00810000000000001
2,A10,12,9898.629,A,a,empty vector,100,0.008500000000000008
2,A10,13,10798.592,A,a,empty vector,100,0.009200000000000014
2,A10,14,11698.512,A,a,empty vector,100,0.010000000000000009
2,A10,15,12598.458,A,a,empty vector,100,0.010700000000000001
2,A10,16,13498.432,A,a,empty vector,100,0.0126
2,A10,17,14398.363,A,a,empty vector,100,0.014000000000000012
2,A10,18,15298.311,A,a,empty vector,100,0.016400000000000012
2,A10,19,16198.25,A,a,empty vector,100,0.01920000000000001
2,A10,20,17098.198,A,a,empty vector,100,0.023500000000000007
2,A10,21,17998.138,A,a,empty vector,100,0.02840000000000001
2,A10,22,18898.103,A,a,empty vector,100,0.033299999999999996
2,A10,23,19798.053,A,a,empty vector,100,0.043899999999999995
2,A10,24,20697.974,A,a,empty vector,100,0.05180000000000001
2,A10,25,21597.914,A,a,empty vector,100,0.05990000000000001
2,A10,26,22497.861,A,a,empty vector,100,0.07050000000000001
2,A10,27,23397.812,A,a,empty vector,100,0.0826
2,A10,28,24297.754,A,a,empty vector,100,0.09770000000000001
2,A10,29,25197.697,A,a,empty vector,100,0.1134
2,A10,30,26097.642,A,a,empty vector,100,0.137
2,A10,31,26997.596,A,a,empty vector,100,0.16790000000000002
2,A10,32,27897.534,A,a,empty vector,100,0.21359999999999998
2,A10,33,28797.48,A,a,empty vector,100,0.2669
2,A10,34,29697.428,A,a,empty vector,100,0.3066
2,A10,35,30597.374,A,a,empty vector,100,0.33210000000000006
2,A10,36,31497.276,A,a,empty vector,100,0.35609999999999997
2,A10,37,32397.259,A,a,empty vector,100,0.3748
2,A10,38,33297.178,A,a,empty vector,100,0.3982
2,A10,39,34197.165,A,a,empty vector,100,0.41759999999999997
2,A10,40,35097.096,A,a,empty vector,100,0.44599999999999995
2,A10,41,35997.029,A,a,empty vector,100,0.47409999999999997
2,A10,42,36896.976,A,a,empty vector,100,0.5059
2,A10,43,37796.925,A,a,empty vector,100,0.5505
2,A10,44,38696.865,A,a,empty vector,100,0.5884
2,A10,45,39596.817,A,a,empty vector,100,0.6386
2,A10,46,40496.744,A,a,empty vector,100,0.6573
2,A10,47,41396.693,A,a,empty vector,100,0.6547999999999999
2,A10,48,42296.643,A,a,empty vector,100,0.7094
2,A10,49,43196.594,A,a,empty vector,100,0.7424
2,A10,50,44096.531,A,a,empty vector,100,0.7443
2,A10,51,44996.474,A,a,empty vector,100,0.7692
2,A10,52,45896.437,A,a,empty vector,100,0.7797999999999999
2,A10,53,46796.373,A,a,empty vector,100,0.7877
2,A10,54,47696.332,A,a,empty vector,100,0.8180999999999999
2,A10,55,48596.256,A,a,empty vector,100,0.8184
2,A10,56,49496.182,A,a,empty vector,100,0.8392
2,A10,57,50396.123,A,a,empty vector,100,0.8596
2,A10,58,51296.08,A,a,empty vector,100,0.8956
2,A10,59,52196.038,A,a,empty vector,100,0.9023999999999999
2,A10,60,53095.966,A,a,empty vector,100,0.9174
2,A10,61,53995.925,A,a,empty vector,100,0.9312
2,A10,62,54895.849,A,a,empty vector,100,0.9508000000000001
2,A10,63,55795.815,A,a,empty vector,100,0.9787999999999999
2,A10,64,56695.763,A,a,empty vector,100,0.9839
2,A10,65,57595.693,A,a,empty vector,100,0.9964
2,A10,66,58495.642,A,a,empty vector,100,1.0182
2,A10,67,59395.582,A,a,empty vector,100,1.0282
2,A10,68,60295.52,A,a,empty vector,100,1.0581
2,A10,69,61195.49,A,a,empty vector,100,1.0669
2,A10,70,62095.401,A,a,empty vector,100,1.0578
2,A10,71,62995.354,A,a,empty vector,100,1.0862
2,A10,72,63895.278,A,a,empty vector,100,1.0898999999999999
2,A10,73,64795.226,A,a,empty vector,100,1.0976
2,A10,74,65695.174,A,a,empty vector,100,1.1138
2,A10,75,66595.111,A,a,empty vector,100,1.1169
2,A10,76,67495.061,A,a,empty vector,100,1.1286
2,A10,77,68395.006,A,a,empty vector,100,1.1468
2,A10,78,69294.938,A,a,empty vector,100,1.1518
2,A10,79,70194.885,A,a,empty vector,100,1.1525
2,A10,80,71094.83,A,a,empty vector,100,1.169
2,A10,81,71994.752,A,a,empty vector,100,1.1729
2,A10,82,72894.675,A,a,empty vector,100,1.1771
2,A10,83,73794.64,A,a,empty vector,100,1.1885999999999999
2,A10,84,74694.588,A,a,empty vector,100,1.1743
2,A10,85,75594.517,A,a,empty vector,100,1.1913
2,A10,86,76494.452,A,a,empty vector,100,1.1811
2,A10,87,77394.397,A,a,empty vector,100,1.1887
2,A10,88,78294.36,A,a,empty vector,100,1.2011
2,A10,89,79194.315,A,a,empty vector,100,1.1935
2,A10,90,80094.242,A,a,empty vector,100,1.2038
2,A10,91,80994.216,A,a,empty vector,100,1.2011
2,A10,92,81894.132,A,a,empty vector,100,1.1928
2,A10,93,82794.063,A,a,empty vector,100,1.2112
2,A10,94,83694.01,A,a,empty vector,100,1.2125
2,A10,95,84593.926,A,a,empty vector,100,1.2032
2,A10,96,85493.872,A,a,empty vector,100,1.225
2,A10,97,86393.825,A,a,empty vector,100,1.2069
2,A10,98,87293.794,A,a,empty vector,100,1.2138
2,A10,99,88193.71,A,a,empty vector,100,1.2269999999999999
2,A10,100,89093.663,A,a,empty vector,100,1.2145
2,A10,101,89993.589,A,a,empty vector,100,1.2127999999999999
2,A10,102,90893.532,A,a,empty vector,100,1.2315
2,A10,103,91793.487,A,a,empty vector,100,1.2287
2,A10,104,92693.423,A,a,empty vector,100,1.2204
2,A10,105,93593.349,A,a,empty vector,100,1.2368
2,A10,106,94493.292,A,a,empty vector,100,1.2202
2,A10,107,95393.238,A,a,empty vector,100,1.2167
2,A10,108,96293.186,A,a,empty vector,100,1.2363
2,A10,109,97193.125,A,a,empty vector,100,1.2232
2,A10,110,98093.061,A,a,empty vector,100,1.2257
2,A10,111,98993.025,A,a,empty vector,100,1.2323
2,A10,112,99892.965,A,a,empty vector,100,1.2238
2,A10,113,100792.906,A,a,empty vector,100,1.2297
2,A10,114,101692.862,A,a,empty vector,100,1.2406
2,A10,115,102592.837,A,a,empty vector,100,1.2366
2,A10,116,103492.756,A,a,empty vector,100,1.232
2,A10,117,104392.694,A,a,empty vector,100,1.2376
2,A10,118,105292.631,A,a,empty vector,100,1.2305
2,A10,119,106192.57,A,a,empty vector,100,1.2285
2,A10,120,107092.494,A,a,empty vector,100,1.2394
2,A10,121,107992.454,A,a,empty vector,100,1.2534
2,A10,122,108892.389,A,a,empty vector,100,1.2428
2,A10,123,109792.333,A,a,empty vector,100,1.2441
2,A10,124,110692.3,A,a,empty vector,100,1.2489999999999999
2,A10,125,111592.219,A,a,empty vector,100,1.2378
2,A10,126,112492.194,A,a,empty vector,100,1.2556
2,A10,127,113392.107,A,a,empty vector,100,1.2482
2,A10,128,114292.058,A,a,empty vector,100,1.2547
2,A10,129,115191.999,A,a,empty vector,100,1.2635
2,A10,130,116091.945,A,a,empty vector,100,1.2651
2,A10,131,116991.888,A,a,empty vector,100,1.2591999999999999
2,A10,132,117891.835,A,a,empty vector,100,1.2751
2,A10,133,118791.799,A,a,empty vector,100,1.2664
2,A10,134,119691.743,A,a,empty vector,100,1.2614
2,A10,135,120591.675,A,a,empty vector,100,1.2703
2,A10,136,121491.642,A,a,empty vector,100,1.2639
2,A10,137,122391.582,A,a,empty vector,100,1.2769
2,A10,138,123291.539,A,a,empty vector,100,1.2801
2,A10,139,124191.487,A,a,empty vector,100,1.2839
2,A10,140,125091.419,A,a,empty vector,100,1.2802
2,A10,141,125991.365,A,a,empty vector,100,1.2804
2,A10,142,126891.311,A,a,empty vector,100,1.284
2,A10,143,127791.229,A,a,empty vector,100,1.2776
2,A10,144,128691.178,A,a,empty vector,100,1.2873999999999999
2,A11,1,0,C,c,PFLU_2839,0,0.0014000000000000123
2,A11,2,899.186,C,c,PFLU_2839,0,0.002600000000000005
2,A11,3,1799.139,C,c,PFLU_2839,0,0.002600000000000005
2,A11,4,2699.057,C,c,PFLU_2839,0,0.0031000000000000055
2,A11,5,3599.034,C,c,PFLU_2839,0,0.003500000000000003
2,A11,6,4498.974,C,c,PFLU_2839,0,0.0030000000000000027
2,A11,7,5398.909,C,c,PFLU_2839,0,0.0033000000000000113
2,A11,8,6298.865,C,c,PFLU_2839,0,0.0058000000000000135
2,A11,9,7198.807,C,c,PFLU_2839,0,0.0068000000000000005
2,A11,10,8098.733,C,c,PFLU_2839,0,0.006400000000000003
2,A11,11,8998.691,C,c,PFLU_2839,0,0.007000000000000006
2,A11,12,9898.629,C,c,PFLU_2839,0,0.012700000000000003
2,A11,13,10798.592,C,c,PFLU_2839,0,0.013400000000000009
2,A11,14,11698.512,C,c,PFLU_2839,0,0.015600000000000003
2,A11,15,12598.458,C,c,PFLU_2839,0,0.019800000000000012
2,A11,16,13498.432,C,c,PFLU_2839,0,0.0223
2,A11,17,14398.363,C,c,PFLU_2839,0,0.025800000000000003
2,A11,18,15298.311,C,c,PFLU_2839,0,0.030299999999999994
2,A11,19,16198.25,C,c,PFLU_2839,0,0.03560000000000002
2,A11,20,17098.198,C,c,PFLU_2839,0,0.04090000000000002
2,A11,21,17998.138,C,c,PFLU_2839,0,0.04670000000000002
2,A11,22,18898.103,C,c,PFLU_2839,0,0.0519
2,A11,23,19798.053,C,c,PFLU_2839,0,0.060700000000000004
2,A11,24,20697.974,C,c,PFLU_2839,0,0.07170000000000001
2,A11,25,21597.914,C,c,PFLU_2839,0,0.08610000000000001
2,A11,26,22497.861,C,c,PFLU_2839,0,0.10240000000000002
2,A11,27,23397.812,C,c,PFLU_2839,0,0.12440000000000001
2,A11,28,24297.754,C,c,PFLU_2839,0,0.1469
2,A11,29,25197.697,C,c,PFLU_2839,0,0.1777
2,A11,30,26097.642,C,c,PFLU_2839,0,0.21109999999999998
2,A11,31,26997.596,C,c,PFLU_2839,0,0.25670000000000004
2,A11,32,27897.534,C,c,PFLU_2839,0,0.30590000000000006
2,A11,33,28797.48,C,c,PFLU_2839,0,0.3469
2,A11,34,29697.428,C,c,PFLU_2839,0,0.37829999999999997
2,A11,35,30597.374,C,c,PFLU_2839,0,0.39749999999999996
2,A11,36,31497.276,C,c,PFLU_2839,0,0.4333
2,A11,37,32397.259,C,c,PFLU_2839,0,0.46509999999999996
2,A11,38,33297.178,C,c,PFLU_2839,0,0.5044
2,A11,39,34197.165,C,c,PFLU_2839,0,0.5194
2,A11,40,35097.096,C,c,PFLU_2839,0,0.5777
2,A11,41,35997.029,C,c,PFLU_2839,0,0.5589999999999999
2,A11,42,36896.976,C,c,PFLU_2839,0,0.5807
2,A11,43,37796.925,C,c,PFLU_2839,0,0.6481
2,A11,44,38696.865,C,c,PFLU_2839,0,0.6484
2,A11,45,39596.817,C,c,PFLU_2839,0,0.6979
2,A11,46,40496.744,C,c,PFLU_2839,0,0.7219
2,A11,47,41396.693,C,c,PFLU_2839,0,0.7187
2,A11,48,42296.643,C,c,PFLU_2839,0,0.7474
2,A11,49,43196.594,C,c,PFLU_2839,0,0.7704
2,A11,50,44096.531,C,c,PFLU_2839,0,0.7801
2,A11,51,44996.474,C,c,PFLU_2839,0,0.7966
2,A11,52,45896.437,C,c,PFLU_2839,0,0.8090999999999999
2,A11,53,46796.373,C,c,PFLU_2839,0,0.8090999999999999
2,A11,54,47696.332,C,c,PFLU_2839,0,0.8481
2,A11,55,48596.256,C,c,PFLU_2839,0,0.8651
2,A11,56,49496.182,C,c,PFLU_2839,0,0.8762
2,A11,57,50396.123,C,c,PFLU_2839,0,0.8879
2,A11,58,51296.08,C,c,PFLU_2839,0,0.9004
2,A11,59,52196.038,C,c,PFLU_2839,0,0.9102999999999999
2,A11,60,53095.966,C,c,PFLU_2839,0,0.9229
2,A11,61,53995.925,C,c,PFLU_2839,0,0.9296
2,A11,62,54895.849,C,c,PFLU_2839,0,0.9501
2,A11,63,55795.815,C,c,PFLU_2839,0,0.9650000000000001
2,A11,64,56695.763,C,c,PFLU_2839,0,0.9707999999999999
2,A11,65,57595.693,C,c,PFLU_2839,0,0.986
2,A11,66,58495.642,C,c,PFLU_2839,0,1.0016
2,A11,67,59395.582,C,c,PFLU_2839,0,1.0128
2,A11,68,60295.52,C,c,PFLU_2839,0,1.0357
2,A11,69,61195.49,C,c,PFLU_2839,0,1.06
2,A11,70,62095.401,C,c,PFLU_2839,0,1.0588
2,A11,71,62995.354,C,c,PFLU_2839,0,1.0715
2,A11,72,63895.278,C,c,PFLU_2839,0,1.0898999999999999
2,A11,73,64795.226,C,c,PFLU_2839,0,1.1001
2,A11,74,65695.174,C,c,PFLU_2839,0,1.1103
2,A11,75,66595.111,C,c,PFLU_2839,0,1.1286
2,A11,76,67495.061,C,c,PFLU_2839,0,1.1397
2,A11,77,68395.006,C,c,PFLU_2839,0,1.1563999999999999
2,A11,78,69294.938,C,c,PFLU_2839,0,1.1632
2,A11,79,70194.885,C,c,PFLU_2839,0,1.1421999999999999
2,A11,80,71094.83,C,c,PFLU_2839,0,1.1447
2,A11,81,71994.752,C,c,PFLU_2839,0,1.1541
2,A11,82,72894.675,C,c,PFLU_2839,0,1.1525
2,A11,83,73794.64,C,c,PFLU_2839,0,1.1597
2,A11,84,74694.588,C,c,PFLU_2839,0,1.1731
2,A11,85,75594.517,C,c,PFLU_2839,0,1.177
2,A11,86,76494.452,C,c,PFLU_2839,0,1.1918
2,A11,87,77394.397,C,c,PFLU_2839,0,1.2005
2,A11,88,78294.36,C,c,PFLU_2839,0,1.2033
2,A11,89,79194.315,C,c,PFLU_2839,0,1.221
2,A11,90,80094.242,C,c,PFLU_2839,0,1.2187999999999999
2,A11,91,80994.216,C,c,PFLU_2839,0,1.2282
2,A11,92,81894.132,C,c,PFLU_2839,0,1.2298
2,A11,93,82794.063,C,c,PFLU_2839,0,1.2403
2,A11,94,83694.01,C,c,PFLU_2839,0,1.2387
2,A11,95,84593.926,C,c,PFLU_2839,0,1.2535
2,A11,96,85493.872,C,c,PFLU_2839,0,1.2574
2,A11,97,86393.825,C,c,PFLU_2839,0,1.2623
2,A11,98,87293.794,C,c,PFLU_2839,0,1.2675
2,A11,99,88193.71,C,c,PFLU_2839,0,1.2666
2,A11,100,89093.663,C,c,PFLU_2839,0,1.2731
2,A11,101,89993.589,C,c,PFLU_2839,0,1.2761
2,A11,102,90893.532,C,c,PFLU_2839,0,1.2791
2,A11,103,91793.487,C,c,PFLU_2839,0,1.2928
2,A11,104,92693.423,C,c,PFLU_2839,0,1.2804
2,A11,105,93593.349,C,c,PFLU_2839,0,1.2772999999999999
2,A11,106,94493.292,C,c,PFLU_2839,0,1.288
2,A11,107,95393.238,C,c,PFLU_2839,0,1.2862
2,A11,108,96293.186,C,c,PFLU_2839,0,1.287
2,A11,109,97193.125,C,c,PFLU_2839,0,1.2883
2,A11,110,98093.061,C,c,PFLU_2839,0,1.2871
2,A11,111,98993.025,C,c,PFLU_2839,0,1.2824
2,A11,112,99892.965,C,c,PFLU_2839,0,1.2893999999999999
2,A11,113,100792.906,C,c,PFLU_2839,0,1.2919
2,A11,114,101692.862,C,c,PFLU_2839,0,1.2859
2,A11,115,102592.837,C,c,PFLU_2839,0,1.2953
2,A11,116,103492.756,C,c,PFLU_2839,0,1.2902
2,A11,117,104392.694,C,c,PFLU_2839,0,1.2881
2,A11,118,105292.631,C,c,PFLU_2839,0,1.296
2,A11,119,106192.57,C,c,PFLU_2839,0,1.2936
2,A11,120,107092.494,C,c,PFLU_2839,0,1.2945
2,A11,121,107992.454,C,c,PFLU_2839,0,1.2978
2,A11,122,108892.389,C,c,PFLU_2839,0,1.3104
2,A11,123,109792.333,C,c,PFLU_2839,0,1.3034
2,A11,124,110692.3,C,c,PFLU_2839,0,1.307
2,A11,125,111592.219,C,c,PFLU_2839,0,1.3121
2,A11,126,112492.194,C,c,PFLU_2839,0,1.3119
2,A11,127,113392.107,C,c,PFLU_2839,0,1.3097
2,A11,128,114292.058,C,c,PFLU_2839,0,1.3165
2,A11,129,115191.999,C,c,PFLU_2839,0,1.3133
2,A11,130,116091.945,C,c,PFLU_2839,0,1.3094999999999999
2,A11,131,116991.888,C,c,PFLU_2839,0,1.3405
2,A11,132,117891.835,C,c,PFLU_2839,0,1.3435
2,A11,133,118791.799,C,c,PFLU_2839,0,1.3458999999999999
2,A11,134,119691.743,C,c,PFLU_2839,0,1.3558999999999999
2,A11,135,120591.675,C,c,PFLU_2839,0,1.347
2,A11,136,121491.642,C,c,PFLU_2839,0,1.3482
2,A11,137,122391.582,C,c,PFLU_2839,0,1.3558999999999999
2,A11,138,123291.539,C,c,PFLU_2839,0,1.3571
2,A11,139,124191.487,C,c,PFLU_2839,0,1.3582
2,A11,140,125091.419,C,c,PFLU_2839,0,1.3645
2,A11,141,125991.365,C,c,PFLU_2839,0,1.3698
2,A11,142,126891.311,C,c,PFLU_2839,0,1.3617
2,A11,143,127791.229,C,c,PFLU_2839,0,1.3633
2,A11,144,128691.178,C,c,PFLU_2839,0,1.3789
2,A12,1,0,C,c,PFLU_1886,0,6.000000000000033e-4
2,A12,2,899.186,C,c,PFLU_1886,0,0.0029000000000000137
2,A12,3,1799.139,C,c,PFLU_1886,0,0.0033000000000000113
2,A12,4,2699.057,C,c,PFLU_1886,0,0.003700000000000009
2,A12,5,3599.034,C,c,PFLU_1886,0,0.003500000000000003
2,A12,6,4498.974,C,c,PFLU_1886,0,0.0031000000000000055
2,A12,7,5398.909,C,c,PFLU_1886,0,0.006500000000000006
2,A12,8,6298.865,C,c,PFLU_1886,0,0.014200000000000004
2,A12,9,7198.807,C,c,PFLU_1886,0,0.015100000000000002
2,A12,10,8098.733,C,c,PFLU_1886,0,0.019600000000000006
2,A12,11,8998.691,C,c,PFLU_1886,0,0.027400000000000008
2,A12,12,9898.629,C,c,PFLU_1886,0,0.03
2,A12,13,10798.592,C,c,PFLU_1886,0,0.02600000000000001
2,A12,14,11698.512,C,c,PFLU_1886,0,0.027600000000000013
