pQBR57.dPFLU4242.logFC,pQBR57.dPFLU4242.logCPM,pQBR57.dPFLU4242.F,pQBR57.dPFLU4242.PValue,pQBR57.dPFLU4242.FDR,pQBR57.PQBR57_0059_V100A.logFC,pQBR57.PQBR57_0059_V100A.logCPM,pQBR57.PQBR57_0059_V100A.F,pQBR57.PQBR57_0059_V100A.PValue,pQBR57.PQBR57_0059_V100A.FDR,pQBR57.dgacS.logFC,pQBR57.dgacS.logCPM,pQBR57.dgacS.F,pQBR57.dgacS.PValue,pQBR57.dgacS.FDR
PQBR57_0099,-0.340842414227659,10.179395121145,8.77635935063726,0.00960629459324309,0.0626536513020448,-0.0756992914945945,10.179395121145,0.43353698344952,0.520145229352538,0.886617846667357,-0.164788309242554,10.179395121145,2.10244027635091,0.16746133550148,0.397849883068096
PQBR57_0100,-0.449648799199666,10.4855468424873,11.665505516896,0.00378955393069032,0.0346756848070017,-0.157622961386598,10.4855468424873,1.43897892387028,0.248739050357935,0.71596510440865,-0.294509703231411,10.4855468424873,5.11415745337027,0.0388683729952642,0.164123377621972
PQBR57_0101,0.109049047494479,10.7821029279338,0.535333506883949,0.475545325131224,0.682095314834685,0.000565184059642232,10.7821029279338,1.42267269799239e-05,0.997039764691562,0.999159930112588,0.220013715884096,10.7821029279338,2.20518119776888,0.158067535656634,0.389566639090211
PQBR57_0102,0.0238933360698743,9.91165970007228,0.0124311553043247,0.912688300657188,0.955295371203838,0.088984841994538,9.91165970007228,0.170003842880453,0.685886734857386,0.928579224882276,0.172750993360099,9.91165970007228,0.662558219499111,0.428273909081967,0.653923603114401
PQBR57_0103,-0.0316600535847371,8.51594800704795,0.0526843666383267,0.82152810568968,0.91376233165484,-0.11034971174862,8.51594800704795,0.624092888270666,0.441727281174305,0.864139203477027,0.0390142043147687,8.51594800704795,0.0826968057710447,0.777573901035255,0.902578969594056
PQBR57_0104,0.223980701571974,10.0917016407444,4.44151154938703,0.0521458248454245,0.182082962165171,0.282228986105766,10.0917016407444,6.98874373951688,0.0183149752715383,0.21672720737987,0.327802324504012,10.0917016407444,9.70013694723933,0.00703835903193207,0.0484705991029028
PQBR57_0105,0.0984868933426248,6.49352080027322,0.199155616622963,0.661718985739005,0.819226394980548,0.202427358453362,6.49352080027322,0.814338473581183,0.380971858794192,0.823762538517695,0.453000206492658,6.49352080027322,4.64078758393041,0.0477253828033941,0.18600356244234
PQBR57_0106,0.208136743127127,11.3347579669036,4.24747429787159,0.0569178477635854,0.196533030980123,0.169062706178718,11.3347579669036,2.78750543664206,0.115540020640355,0.527374311692982,-0.202366626220604,11.3347579669036,4.02468929747268,0.0630435040657986,0.227597735017205
PQBR57_0107,-0.00924362025975614,9.9619209671006,0.0110687860507791,0.917591579306914,0.957802971165001,0.121643936906416,9.9619209671006,1.9067740312761,0.18736428832672,0.663801331677474,-0.00213026868505306,9.9619209671006,0.000599419298768024,0.980787054805052,0.985317760212899
PQBR57_0108,-0.120976592825201,7.58844737472014,0.391805757457184,0.540673009566877,0.735698343641162,0.0717349728387454,7.58844737472014,0.137025465541181,0.716382839665895,0.929152448079547,-0.0786032513092773,7.58844737472014,0.174147531921935,0.682308471290884,0.84280551110662
PQBR57_0109,-0.307638960394565,11.6944658458949,8.75836733510452,0.00966602964701602,0.0626536513020448,-0.177365410458581,11.6944658458949,2.91082921791587,0.108407569860847,0.509544920409942,-0.0937061963387614,11.6944658458949,0.821411727157367,0.378964475504058,0.62534164422687
PQBR57_0110,0.100758156783524,6.86399557857983,0.2054672888219,0.656771645617588,0.818083979628925,-0.0133629397700946,6.86399557857983,0.00344218097092952,0.953982167560736,0.999159930112588,0.294807219596228,6.86399557857983,1.90462208929394,0.187599269524662,0.427365180842279
PQBR57_0111,0.411657399145809,7.87976723065203,3.10195131501577,0.0983727560237619,0.261731655371168,0.116260520407024,7.87976723065203,0.237954622009446,0.632674964796496,0.928579224882276,0.213143175789501,7.87976723065203,0.857812984192938,0.368878783163401,0.616244555402387
PQBR57_0112,0.586542903223809,8.79230637124309,7.34402982531217,0.0160297392919219,0.0886840121864769,0.167968349829509,8.79230637124309,0.582033076978559,0.457238287402365,0.864139203477027,0.517572819640027,8.79230637124309,5.87936978340082,0.0282817028499796,0.133866726823237
PQBR57_0113,0.00559084747744429,9.67863308639933,0.0002500978627835,0.987588892822636,0.989912631393983,-0.165118440759621,9.67863308639933,0.214063874495025,0.650179825824639,0.928579224882276,-0.00756183134444289,9.67863308639933,0.000469002192992015,0.983004807724137,0.985317760212899
PQBR57_0114,0.157734626278838,8.31304676931026,0.981233550086411,0.337460738750031,0.576669063456688,0.0835148531495598,8.31304676931026,0.269066174357574,0.611456390565279,0.913966394318627,0.178955200542112,8.31304676931026,1.30919294124172,0.270306935055141,0.496237892127851
PQBR57_0115,0.129332471954013,10.0138011404527,0.945263282612898,0.346204169126838,0.582936664221474,0.141390012615869,10.0138011404527,1.11826596177923,0.306871965094646,0.768466225258263,0.255016344566123,10.0138011404527,3.75816414472607,0.0714220718584409,0.245158096547336
PQBR57_0116,-0.062429882526271,11.7015398726502,0.329205474535522,0.574551567355709,0.75776770183756,-0.0474211190661939,11.7015398726502,0.189412883141946,0.669545309128838,0.928579224882276,0.0305626338210001,11.7015398726502,0.0795006735870779,0.781792435213497,0.904318412610652
PQBR57_0117,-0.0484411583282923,6.70738470837051,0.0422704087754888,0.839843765928527,0.918021506015471,-0.652390883058586,6.70738470837051,6.76162108611114,0.019972265814672,0.221654292360232,-0.190596576489605,6.70738470837051,0.68321055093398,0.421317875973638,0.652659691508254
PQBR57_0118,0.12573822732809,6.05171308046767,0.207342404923781,0.655319678356093,0.818083979628925,-0.0395894671170226,6.05171308046767,0.0190465185443407,0.892051777591738,0.995683304875672,0.0603187658030177,6.05171308046767,0.0512037287433314,0.824008001305135,0.926740877952227
PQBR57_0119,0.104810606568939,9.58013115206241,0.385103810111008,0.544112486770983,0.735847363061711,0.0865877371504768,9.58013115206241,0.25834047276909,0.618586911705598,0.918181269639667,-0.00638395711247605,9.58013115206241,0.00144929088781634,0.970129616535332,0.981633405437458
PQBR57_0120,-0.0380390597918772,9.63907810189721,0.103643282474527,0.751902295300011,0.863370290560121,-0.172008687861203,9.63907810189721,2.0783831527513,0.169760601543041,0.64439101868445,-0.0237094530496495,9.63907810189721,0.0411996486213383,0.841855395516616,0.930961557489078
PQBR57_0121,-0.19072568780325,9.52709013638447,2.49166171418396,0.135110300438846,0.323353865095216,-0.0651119279781617,9.52709013638447,0.287846793373866,0.599398315655285,0.909573114251779,-0.0863130881292153,9.52709013638447,0.523777880478498,0.480267054654955,0.69960621320112
PQBR57_0122,0.380263513364037,9.64167403460468,12.3453522598358,0.00309583168106177,0.0324201036439539,0.127939467914687,9.64167403460468,1.36524133593244,0.260698982774227,0.719637007504545,0.366569511686331,9.64167403460468,11.6909364309505,0.00376060971018836,0.0314121516968675
PQBR57_0123,0.158854073751746,9.75403228818715,2.43718817523434,0.139142563181261,0.330023576371796,0.0689237645443429,9.75403228818715,0.451301421661348,0.511837879028426,0.886617846667357,0.29764717677865,9.75403228818715,8.75162439746788,0.00968852629457584,0.0585785569889012
PQBR57_0124,-0.0922492118463315,9.67834378122834,0.351970375821091,0.561757593771487,0.745510077715432,0.163706395970224,9.67834378122834,1.11064541592556,0.308468836899444,0.768466225258263,-0.0783983401817033,9.67834378122834,0.26024758154603,0.617305438301401,0.801744258281698
PQBR57_0125,0.0816303561754523,9.4208771096566,0.530208933955226,0.477629450918992,0.68278572513923,-0.0139775866117985,9.4208771096566,0.0152353246774072,0.903388968794966,0.995683304875672,-0.0463396801072032,9.4208771096566,0.173861600740216,0.682553758994798,0.84280551110662
PQBR57_0126,0.0163856097859012,11.3125606168371,0.0177515566661058,0.895762135840293,0.944541262049418,-0.0320045091561726,11.3125606168371,0.0672729054669478,0.798842819515769,0.952732043118303,0.0876049230590428,11.3125606168371,0.511900531423392,0.48520456430794,0.69960621320112
PQBR57_0127,-0.0280734169823446,10.346839244875,0.094648294904134,0.762540102035365,0.873231407169531,0.0521121110435928,10.346839244875,0.324285239061349,0.577394697948216,0.904114073161539,-0.0310688581768509,10.346839244875,0.117785216302894,0.736167673046789,0.872701773822095
PQBR57_0128,-0.0197678478019385,9.95426084788342,0.0363759932985727,0.851274770465207,0.92510982708719,0.166650122795375,9.95426084788342,2.57835664460605,0.128983359736326,0.566463002553347,-0.18319668462294,9.95426084788342,3.16747290170107,0.0951918997002559,0.292526852045088
PQBR57_0129,0.204804231696204,9.1627346709688,1.01627404322805,0.329243503841096,0.572114107416282,-0.159454449987394,9.1627346709688,0.596493040648735,0.451806409995803,0.864139203477027,-0.0517508538082401,9.1627346709688,0.0661211057526672,0.800531965658737,0.911835875322518
PQBR57_0130,0.0725087148572244,6.29577217280299,0.135416132128374,0.717974603940002,0.850064824222283,0.0667784928208838,6.29577217280299,0.109166411191656,0.745622528997603,0.934221168685232,0.138142708230967,6.29577217280299,0.529420297094986,0.477951566059172,0.69960621320112
PQBR57_0131,0.0416247614895109,10.8231874576738,0.188929717801264,0.669939669691031,0.819226394980548,-0.033097576908613,10.8231874576738,0.118312602977296,0.735601925924681,0.929870683809834,-0.0417307464596306,10.8231874576738,0.191863349534528,0.667554469209689,0.831515216033122
PQBR57_0132,-0.117925859978765,9.40553216125129,0.809642604507148,0.382313346460181,0.620096288252551,-0.051433930560355,9.40553216125129,0.152190377021689,0.701883827258434,0.928579224882276,0.148984885783219,9.40553216125129,1.3351864890037,0.265793177474497,0.492452176358633
PQBR57_0133,-0.0767257535505326,9.75587028780479,0.647177320805809,0.433573646140999,0.643423297615285,-0.0628896427144153,9.75587028780479,0.429834085832386,0.521907903674668,0.886617846667357,0.219679840713187,9.75587028780479,5.46774163226498,0.0334897067040898,0.151772500595131
PQBR57_0134,-0.036776819795692,9.12787950952074,0.108885319968502,0.745937796850789,0.861163960591968,-0.0448055626883554,9.12787950952074,0.159335423061172,0.695342335746699,0.928579224882276,0.194588015113641,9.12787950952074,3.16192311143518,0.0954564992726446,0.292526852045088
PQBR57_0135,0.0667797197581113,8.23926585977679,0.233277242001399,0.6360132946387,0.803981197377111,0.154926721418445,8.23926585977679,1.23900084213291,0.28302283657968,0.740583042608537,0.24582078028147,8.23926585977679,3.29634510289815,0.0892873006483859,0.288154470274336
PQBR57_0136,0.520100424042917,7.46594966112087,6.25891962888482,0.0242946552241562,0.115903635577339,0.087281756684629,7.46594966112087,0.16528098401504,0.690028410232506,0.928579224882276,0.274919531758179,7.46594966112087,1.79520122348056,0.200055922414694,0.435828855968147
PQBR57_0137,0.175689872021556,9.95022801303312,2.86889656247718,0.110771468853486,0.279327346178529,0.0453817624075121,9.95022801303312,0.188162574076709,0.670567057860288,0.928579224882276,0.266206334232851,9.95022801303312,6.71938365678099,0.0202991851012249,0.106758677199035
PQBR57_0138,0.625998120781755,10.3522438424976,28.3449439947363,8.24287493228161e-05,0.00442019142677399,0.335698860158058,10.3522438424976,8.04288214945189,0.012426031143474,0.170757718294191,-0.180814406765362,10.3522438424976,2.35989975093333,0.145120254162519,0.37241703779056
PQBR57_0139,-0.0470004975665549,10.3540179761493,0.124300482937408,0.729275727826728,0.851154685079962,0.0855423254648741,10.3540179761493,0.409564326073704,0.531755589765313,0.886617846667357,0.0878197727674035,10.3540179761493,0.441911895885799,0.516198470793928,0.728147511782164
PQBR57_0140,-0.284757777458662,9.32913235252706,3.24324886631812,0.0916654408845978,0.253079185729,-0.102784501418635,9.32913235252706,0.420169536169143,0.526560691102011,0.886617846667357,0.270384476025547,9.32913235252706,3.06042257759646,0.100454889004652,0.301364667013957
PQBR57_0141,0.0896780212627708,9.69381115167116,0.591603406898589,0.453631253500004,0.659545781539254,0.0744043803737022,9.69381115167116,0.403269747039093,0.534884475571622,0.886617846667357,0.101683278151924,9.69381115167116,0.779141967256865,0.391202101773142,0.636930562015898
PQBR57_0142,0.0947106409301391,10.9836488232889,1.13903233538111,0.302578120600896,0.541611434238767,0.168749154031558,10.9836488232889,3.60031738448608,0.0770047842692654,0.429930727469228,-0.115582646085881,10.9836488232889,1.70803869747875,0.21074080938609,0.44443358811126
PQBR57_0143,-0.0159139367054114,12.2079335109969,0.0219215002020011,0.884249783542593,0.944541262049418,0.000341249562629063,12.2079335109969,1.00605779667776e-05,0.997510652518844,0.999159930112588,-0.0942474682119605,12.2079335109969,0.771411646724452,0.393504563275793,0.636930562015898
PQBR57_0144,-0.274139671207404,12.5066848336922,4.8321401699482,0.0438877324999635,0.164540458727085,-0.117499554045193,12.5066848336922,0.887924407142792,0.360832734664759,0.817730228568068,-0.108350786865187,12.5066848336922,0.758679479852853,0.397341988309503,0.636930562015898
PQBR57_0145,-0.31728712210626,11.9129262603723,6.42647418659259,0.0227439509336523,0.115087075140695,-0.0496187980643277,11.9129262603723,0.157420603223805,0.69707835815858,0.928579224882276,-0.11228728668133,11.9129262603723,0.811912849096769,0.381663914316869,0.62534164422687
PQBR57_0146,-0.430516711146112,11.7812338969187,10.9902454591383,0.00465952506030273,0.0389207387389993,-0.112384175408744,11.7812338969187,0.752162331302067,0.399328362342615,0.827586002974691,-0.210765902591667,11.7812338969187,2.66420630379171,0.123246787339776,0.350020876044963
PQBR57_0147,-0.301837516105701,11.4069509276099,6.23231988636905,0.0245519056766774,0.115903635577339,-0.107204124426711,11.4069509276099,0.787283137226017,0.388799269951959,0.824022333331018,-0.163786294569691,11.4069509276099,1.85837708984989,0.192740285863766,0.427642509260231
PQBR57_0148,-0.222707853992412,11.1685096874115,2.43315966342009,0.139446581565548,0.330023576371796,-0.0328854829236472,11.1685096874115,0.0531055275809559,0.820829449493427,0.971314848567222,-0.22697568673077,11.1685096874115,2.55537414748775,0.130573945449408,0.358184493877857
PQBR57_0149,0.278401140389363,15.2009363625037,0.834477398463383,0.375297743441634,0.614910918100523,0.64898228047905,15.2009363625037,4.50419566777783,0.0507055745924165,0.343488041092674,0.456465662677336,15.2009363625037,2.23828299194321,0.155181097945951,0.387252326103484
PQBR57_0150,0.375669970866667,5.78647339097077,0.734863427941073,0.404675355934105,0.633757152266662,0.230291466829947,5.78647339097077,0.249395498900303,0.624678913624659,0.924004226403141,0.214798802672569,5.78647339097077,0.249200645286673,0.624813145062125,0.806576969080198
PQBR57_0151,-0.0108291736232065,9.80061861758756,0.00825470807547501,0.928798488155504,0.957802971165001,0.00233576320457943,9.80061861758756,0.000380196404783124,0.984697954094529,0.999159930112588,0.262629581532748,9.80061861758756,4.99399686246525,0.0409205296234656,0.169549534606987
PQBR57_0152,0.203682285488274,10.5831498092886,3.1176902560658,0.0975972031774786,0.261731655371168,-0.0884426202372975,10.5831498092886,0.578374299511564,0.458629810823466,0.864139203477027,0.152545197993282,10.5831498092886,1.77279731405572,0.202734937890675,0.436187290613271
PQBR57_0153,-0.098230328726618,9.7499581137512,1.01137239069805,0.330375752169966,0.572114107416282,-0.156574860987681,9.7499581137512,2.52882803781767,0.132441067704603,0.575713212675111,-0.0270174916108277,9.7499581137512,0.0783616080325318,0.783318061627537,0.904318412610652
PQBR57_0154,-0.239536559180397,10.4027527186894,5.97952665980676,0.0271604946171525,0.120322497434172,-0.167527607856226,10.4027527186894,2.90296112785092,0.108846450134518,0.509544920409942,-0.213354007749663,10.4027527186894,4.82165022345436,0.0440885431434075,0.17887351789611
PQBR57_0155,-0.19966036293604,11.4818989097841,5.12011296139343,0.0387698193842016,0.152925398682129,-0.188006933160006,11.4818989097841,4.52265249630251,0.0502904164840155,0.343488041092674,-0.139110467782368,11.4818989097841,2.50825039735008,0.13391087426073,0.358184493877857
PQBR57_0156,-0.234541051617478,7.25032546554249,1.37865363260628,0.258467637021414,0.493437661386739,-0.218540784480841,7.25032546554249,1.16181452608911,0.297962332927301,0.757035483444539,-0.214280986254628,7.25032546554249,1.21563023664416,0.287436171090795,0.514923548800773
PQBR57_0157,-0.380698888177918,7.06112025562153,3.37059819903988,0.0860838445548433,0.243636984858951,-0.109757388188494,7.06112025562153,0.280196557042083,0.604246928012332,0.909573114251779,-0.328061151402623,7.06112025562153,2.67698028680848,0.122419971191049,0.350006092130114
PQBR57_0158,0.139471287461607,8.82337256521491,1.3844912462448,0.25750439390784,0.493437661386739,-0.0775177013900315,8.82337256521491,0.414757593389344,0.529199829583526,0.886617846667357,0.0441555641514275,8.82337256521491,0.141780443020632,0.711741404328521,0.863822900979914
PQBR57_0159,0.178464780367859,9.99937380012894,3.59880197801127,0.0770608365644141,0.226399423285796,0.239694318046862,9.99937380012894,6.43710164223444,0.0226495125508312,0.23533395967449,0.292961860027839,9.99937380012894,9.9027672926596,0.00658614262300823,0.0475541823288391
PQBR57_0160,0.306323979297758,13.9515964813026,4.83465039357147,0.043839837266641,0.164540458727085,0.144132167543401,13.9515964813026,1.07112463791873,0.316938662781101,0.784975990376448,0.203958657855424,13.9515964813026,2.14712274295422,0.163292896502217,0.394780483374545
PQBR57_0161,-0.784084819545826,9.54345485054601,26.6216250360204,0.000113005189463254,0.00442019142677399,-0.340322354174596,9.54345485054601,5.12445159107326,0.0386982054559552,0.305159008383246,-0.0727803578648805,9.54345485054601,0.244956979342337,0.627753088041328,0.807923913914217
PQBR57_0162,0.0360747888088571,9.3583935745045,0.0808636016270254,0.779982467336741,0.883703540120882,0.182130430337908,9.3583935745045,2.04119601911321,0.173392942395528,0.64439101868445,-0.121546233619092,9.3583935745045,0.931992091420015,0.349512437943573,0.590842454618898
PQBR57_0163,0.0563392705169088,9.90894540255852,0.257629672631279,0.619066068619015,0.791958394089191,0.0745498192967304,9.90894540255852,0.446056759868726,0.514265283917327,0.886617846667357,-0.157645464906106,9.90894540255852,2.04061445367664,0.173450516386121,0.405084846759766
PQBR57_0164,-0.0973449886548214,9.80056764969618,0.784447227289817,0.389633736060577,0.623999893089495,-0.138194597366003,9.80056764969618,1.55878875020958,0.23080257601252,0.715811524163189,-0.277223482020703,9.80056764969618,6.45395880246723,0.0225006419812735,0.114110398619316
PQBR57_0165,-0.249009820468016,9.64538533672705,3.60045278373971,0.0769997784362437,0.226399423285796,-0.0978839171710136,9.64538533672705,0.554231565213675,0.467991276323889,0.864139203477027,-0.334846373550446,9.64538533672705,6.64346679237976,0.020902418142984,0.108590611328185
PQBR57_0166,0.244467105146537,11.4497050371015,5.04333172626371,0.0400630607854129,0.156576732977852,0.204509288112558,11.4497050371015,3.5153817746205,0.0802224837951518,0.432592127806768,0.170737515455722,11.4497050371015,2.4783345542393,0.136083438831254,0.360071707714996
PQBR57_0167,0.194778807996514,11.1641495750516,4.49855105269123,0.0508333417534751,0.181974820058659,0.136721744020512,11.1641495750516,2.20293798068709,0.158265539470176,0.630972726037773,0.132340636990745,11.1641495750516,2.09565814449116,0.16810558439497,0.397849883068096
PQBR57_0168,-0.0706205036893585,9.90452562108043,0.290402040323634,0.597797509479826,0.778782076570048,-0.127217859773564,9.90452562108043,0.931101555482228,0.349736065425696,0.817730228568068,-0.0780350858455901,9.90452562108043,0.362479757685296,0.556041052465625,0.754374166720879
PQBR57_0169,-0.242715529035811,8.52564320320167,1.99703062006994,0.17783426866679,0.392525380580584,-0.0647479145046517,8.52564320320167,0.141644020910773,0.711873313141293,0.929152448079547,-0.0951713183881064,8.52564320320167,0.320559503435691,0.57956686482334,0.771336277506283
PQBR57_0170,0.104044926520166,6.07325201556221,0.112148616222389,0.742305266692516,0.859299031551663,0.305060760548557,6.07325201556221,0.949270643704703,0.345214084408266,0.817730228568068,0.208280188216603,6.07325201556221,0.494116695562621,0.492763469333301,0.702064340923031
PQBR57_0171,-0.0145083266376976,9.56861372619884,0.0187957799960477,0.89275991464401,0.944541262049418,-0.226348910723899,9.56861372619884,4.46086632400907,0.0516960698928707,0.343488041092674,0.00548793785993596,9.56861372619884,0.00275221839178914,0.958846766490149,0.979541301018713
PQBR57_0172,0.305351539558502,12.8852582905755,6.13937798198926,0.0254758005919502,0.116695602711514,0.164293154285503,12.8852582905755,1.77666550662906,0.202269133439473,0.679132028607986,0.144418778766514,12.8852582905755,1.37742783964341,0.258670509045929,0.489749497126959
PQBR57_0173,0.204207411844404,11.8911580139984,1.81396124689578,0.197847246077333,0.42567134762093,0.143464994278339,11.8911580139984,0.893334298212216,0.359414489388142,0.817730228568068,0.0222370025940737,11.8911580139984,0.02161746545536,0.885049085605989,0.960241952582525
PQBR57_0174,-0.0471089540701706,10.7124975879354,0.196878078664385,0.663527492198709,0.819226394980548,0.0334331382724094,10.7124975879354,0.0987507664499478,0.757622076097647,0.943704691279525,-0.0514103215403044,10.7124975879354,0.237621300286634,0.632911500237168,0.809670567870972
PQBR57_0175,-0.0827123657889579,11.2267967313952,0.671404962377422,0.425272115805172,0.643423297615285,-0.0133011002013603,11.2267967313952,0.0173134479841907,0.897048479793065,0.995683304875672,-0.0565952138475722,11.2267967313952,0.31774633510815,0.581218180937833,0.771336277506283
PQBR57_0176,-0.0571138104043585,9.77193623112779,0.219891853733466,0.645802637063001,0.813940601742125,-0.00485298174491617,9.77193623112779,0.00157712669114527,0.968840789399382,0.999159930112588,0.0601637291427155,9.77193623112779,0.25071717506386,0.623770174712192,0.806576969080198
PQBR57_0177,0.0752453799231629,15.5727583287304,0.128121842245514,0.725328136614794,0.850064824222283,-0.0084551636690021,15.5727583287304,0.00161768038710858,0.968442950765538,0.999159930112588,-0.365529059937081,15.5727583287304,3.01612541319498,0.102734429264637,0.3060480200471
PQBR57_0178,0.830677413524123,11.6471006229012,28.3132643076421,8.2898383773785e-05,0.00442019142677399,0.480704700827596,11.6471006229012,9.47818346247451,0.00757495241584196,0.115247490326738,0.274440827170843,11.6471006229012,3.12223938425263,0.097374407116152,0.294195017244544
PQBR57_0179,0.489238419714768,13.2842390890567,14.8672534558047,0.00153114833821469,0.0217423064026486,0.33986594226536,13.2842390890567,7.18389535676722,0.0170165083067234,0.213206839372476,0.18956758352772,13.2842390890567,2.24267083065484,0.154803401231617,0.387252326103484
PQBR57_0180,0.128213722236937,12.6711237459958,0.767588528599976,0.394650886807572,0.629598357831015,0.149588119879852,12.6711237459958,1.04292564297192,0.323182195850851,0.791239169152084,0.119621948928774,12.6711237459958,0.669577479650678,0.425889462653981,0.653923603114401
PQBR57_0181,0.377982815264392,13.2745136783744,5.16860858842941,0.0379780319765704,0.151892524678454,0.193602506139591,13.2745136783744,1.35647099614272,0.262171959454056,0.719637007504545,0.212613303975866,13.2745136783744,1.63994804911414,0.21960167340605,0.453054776973625
PQBR57_0182,-0.29188495452417,8.34116325930493,3.72489366381346,0.0725578116604738,0.222371422786776,-0.144317878477472,8.34116325930493,0.905132435846266,0.356349623246236,0.817730228568068,-0.0924170555797455,8.34116325930493,0.392016021856153,0.540565771636537,0.740453436389597
PQBR57_0183,-0.101620487900168,9.74285400429079,0.17030853942481,0.685621873205867,0.827407699676203,-0.159039649975962,9.74285400429079,0.408346386180806,0.532358316518976,0.886617846667357,-0.459525661431033,9.74285400429079,3.4820751439533,0.0815276973854331,0.269231000668174
PQBR57_0184,-0.192917129098643,9.30928305675163,2.93055360673295,0.10731669077128,0.278761647979056,-0.25580689601371,9.30928305675163,5.06248191196303,0.0397358696428229,0.305159008383246,-0.410262726560626,9.30928305675163,13.4547915527491,0.00225209041123893,0.0218043298906315
PQBR57_0185,-0.190815987748445,8.78107797166401,2.88624584920722,0.109785957683308,0.279327346178529,-0.0770716551720449,8.78107797166401,0.467263650866661,0.504575423218316,0.886617846667357,-0.423837773004535,8.78107797166401,14.4893270090369,0.00169428857923578,0.0176040715793766
PQBR57_0186,-0.788621566311781,8.29537345999957,24.8632418132197,0.000158175967853629,0.00518330479274201,-0.505567705389699,8.29537345999957,10.3065085139293,0.00578054642171376,0.102604698985419,-0.568729396274847,8.29537345999957,13.7006032548732,0.00210269028601595,0.0208313037637859
PQBR57_0187,0.238443676955963,10.9058078672026,3.82714616796589,0.0691335474762697,0.218693496808402,-0.0214608889797464,10.9058078672026,0.030624407873806,0.86339953322689,0.995683304875672,0.317138358759107,10.9058078672026,6.85248380449456,0.0192893339446545,0.104015902030669
PQBR57_0188,0.599372617435706,10.0072659417151,11.9353675004451,0.00349489708915571,0.0346238641855891,0.250391894952949,10.0072659417151,2.03235354476796,0.174270923323693,0.64439101868445,0.582655209901069,10.0072659417151,11.4331464688773,0.00406611148986027,0.0326823300883109
PQBR57_0189,0.326477490041301,5.87396256869556,1.72523010960806,0.208576610842149,0.435557040288018,0.478394649918977,5.87396256869556,3.61939854855985,0.0763031258409623,0.429930727469228,0.591063493912264,5.87396256869556,6.3386651851574,0.0235418804309264,0.117986365453819
PQBR57_0190,0.114200480207123,7.27619554826726,0.45504829730135,0.510116339019536,0.712490362040401,-0.00872785533833279,7.27619554826726,0.00254474044377938,0.960426882366198,0.999159930112588,-0.00608012470406627,7.27619554826726,0.00133554527283065,0.971325153677429,0.981633405437458
PQBR57_0191,0.126684686496777,12.7122518733953,1.07565140604185,0.31595217769971,0.555852562710524,0.108707933080903,12.7122518733953,0.791032778555853,0.387700077531007,0.824022333331018,0.0118201521854644,12.7122518733953,0.00938509360854216,0.924094966531482,0.967982883842523
PQBR57_0192,0.0304861258899614,6.77978825889776,0.0230808188866739,0.88125285105624,0.944541262049418,0.132108331605331,6.77978825889776,0.426240304732428,0.523629162418282,0.886617846667357,-0.0175121768563312,6.77978825889776,0.00808844319318118,0.929517120903812,0.967982883842523
PQBR57_0193,-0.284837468204328,9.71167486967646,7.61979527710064,0.0144805540633402,0.081167316197144,-0.314971246530509,9.71167486967646,9.18526936115058,0.00835626405569386,0.122750637507779,-0.0943291858290676,9.71167486967646,0.86136493263989,0.367916007858138,0.616244555402387
PQBR57_0194,-0.387767890338728,9.22550204569827,6.82503045029743,0.0194927983208252,0.101267464447214,-0.209153526257526,9.22550204569827,1.97514111384449,0.180088417664532,0.655706546368296,-0.105062207946679,9.22550204569827,0.520794894158469,0.481498961111515,0.69960621320112
PQBR57_0195,-0.319537820570218,11.5477192138159,3.13735697297645,0.0966383808963537,0.261731655371168,-0.142418885548447,11.5477192138159,0.624343333510307,0.441637499139259,0.864139203477027,0.1037510871476,11.5477192138159,0.335768570193775,0.57080322676588,0.767073106000836
PQBR57_0196,-0.47670712167096,11.0599703915524,4.75500225401449,0.0453897391932416,0.165265204242059,-0.175059172106461,11.0599703915524,0.646142082012479,0.433934110064902,0.864139203477027,0.037740919245672,11.0599703915524,0.0306083688373079,0.863434922037393,0.947998136051365
PQBR57_0197,0.222365290545613,11.4702878983995,3.708782052458,0.0731154812518477,0.222479964380622,0.0913482932757157,11.4702878983995,0.622899395771986,0.442155541895268,0.864139203477027,0.0937795063617803,11.4702878983995,0.664417500609058,0.427640252613039,0.653923603114401
PQBR57_0198,0.378082214603224,12.1115758429652,6.2111638071456,0.0247587578345958,0.115903635577339,0.0612768234503975,12.1115758429652,0.162780422964889,0.692249449948148,0.928579224882276,0.138475956603473,12.1115758429652,0.83741845514343,0.374479655819784,0.620732814705167
PQBR57_0199,0.0437486104600962,12.4869624599971,0.128095335440528,0.725355287390139,0.850064824222283,-0.0600108100153487,12.4869624599971,0.24047880799457,0.630890412488603,0.928579224882276,0.0112514149660332,12.4869624599971,0.00849878313825611,0.927756641994606,0.967982883842523
PQBR57_0200,-0.264065496008286,7.74108637456014,2.15395765521834,0.162666707909885,0.36859583813623,-0.345515318923658,7.74108637456014,3.58133322214838,0.0777104836035929,0.429930727469228,-0.0163863328050114,7.74108637456014,0.00883280207393011,0.926355033834622,0.967982883842523
PQBR57_0201,-0.137402737830798,10.0399927659773,2.40094396292569,0.141907350285687,0.332156764954411,-0.101026743377927,10.0399927659773,1.2870911179214,0.274226217750292,0.73152122774578,-0.0618978559050074,10.0399927659773,0.498385285897741,0.49093053806292,0.701800030922161
