pQBR57.dPFLU4242.logFC,pQBR57.dPFLU4242.logCPM,pQBR57.dPFLU4242.F,pQBR57.dPFLU4242.PValue,pQBR57.dPFLU4242.FDR,pQBR57.PQBR57_0059_V100A.logFC,pQBR57.PQBR57_0059_V100A.logCPM,pQBR57.PQBR57_0059_V100A.F,pQBR57.PQBR57_0059_V100A.PValue,pQBR57.PQBR57_0059_V100A.FDR,pQBR57.dgacS.logFC,pQBR57.dgacS.logCPM,pQBR57.dgacS.F,pQBR57.dgacS.PValue,pQBR57.dgacS.FDR
PQBR57_0036,0.416873744825081,8.84569044336391,5.58960121677705,0.0318400314055601,0.13429557800761,0.0624460265227854,8.84569044336391,0.120614727505836,0.733148825457664,0.929870683809834,0.50099165164694,8.84569044336391,8.27454352277282,0.011443844105609,0.0667818847806774
PQBR57_0037,0.20548992687075,10.3253217753768,5.1820082586667,0.0377625835457048,0.151892524678454,0.0516618555208583,10.3253217753768,0.323259786746429,0.577990882999777,0.904114073161539,0.207345998845542,10.3253217753768,5.36081736505144,0.0350193539315777,0.1566616383289
PQBR57_0038,0.0745009673823911,9.93961992751501,0.507383996390561,0.487105138823402,0.691689297129231,0.0994204390841195,9.93961992751501,0.896118186110352,0.358687845375473,0.817730228568068,0.0953403868263287,9.93961992751501,0.848189920879015,0.371505953522398,0.618209125783366
PQBR57_0039,-0.0229837989868435,10.0549847222735,0.060151791901842,0.809549156781954,0.909941796277341,-0.0302838186630734,10.0549847222735,0.103238351379028,0.752369940331518,0.939910834549052,0.0352083867997273,10.0549847222735,0.143928370656783,0.709674087718147,0.863822900979914
PQBR57_0040,0.0842194116811548,10.1752458915761,0.866447931712524,0.366544667687239,0.605224916413813,0.00835133955074088,10.1752458915761,0.00841188269784535,0.928125828772854,0.998546695183773,0.0895312167298337,10.1752458915761,0.995517504656999,0.334076208803436,0.571552068073349
PQBR57_0041,0.14123595354245,9.92154026588064,0.651863599920302,0.431947884285519,0.643423297615285,0.0510419166783833,9.92154026588064,0.0834805375246565,0.776553052762306,0.945885422268082,0.109727075123326,9.92154026588064,0.39941918573836,0.536815622859237,0.740453436389597
PQBR57_0042,0.067682557380078,8.67037793282594,0.283794769885619,0.601955875865553,0.781808546093675,-0.0509456710387984,8.67037793282594,0.1570962995453,0.697373597388043,0.928579224882276,-0.106303140634732,8.67037793282594,0.714436255114143,0.411132639071616,0.64528515088844
PQBR57_0043,-0.158212015413445,6.49183449102653,0.407872332428846,0.532593259475692,0.729532889185353,-0.18722264099612,6.49183449102653,0.540736142299336,0.473364803392161,0.864139203477027,0.00371676887110065,6.49183449102653,0.000244321412135688,0.987733045725532,0.987733045725532
PQBR57_0044,-0.207221764573522,10.2925772257585,1.65547988563514,0.217538836892513,0.447477748907629,-0.0464934832954877,10.2925772257585,0.0831860312259864,0.776936047303597,0.945885422268082,-0.0141978931394125,10.2925772257585,0.00794670726816158,0.930135638475909,0.967982883842523
PQBR57_0045,-0.256405776629482,11.745516449358,5.96935947697532,0.0272719350261211,0.120322497434172,-0.197191093190613,11.745516449358,3.5234952215862,0.0799083062773463,0.432592127806768,-0.224912617259043,11.745516449358,4.62444171266116,0.0480710138700252,0.18600356244234
PQBR57_0046,-0.339554722446596,7.67376222131944,3.37794431010672,0.0857744253519834,0.243636984858951,-0.468941668736888,7.67376222131944,6.17599089543282,0.0251071319719301,0.241385554294484,-0.555228030083244,7.67376222131944,9.25509484108171,0.00816196165642075,0.0518954576960483
PQBR57_0047,-0.487760127689893,9.1779020009292,12.3185812871043,0.00312024471690636,0.0324201036439539,-0.432277651125161,9.1779020009292,9.53924798021509,0.00742279664604318,0.115247490326738,-0.417895225505089,9.1779020009292,9.31309578533291,0.00800448690887642,0.0516653245936569
PQBR57_0048,-0.0173112886884247,6.95978616218233,0.0073966194260667,0.932590499220071,0.957802971165001,-0.196503920442093,6.95978616218233,0.899458141050838,0.357818885679117,0.817730228568068,-0.248800140137351,6.95978616218233,1.56971790843155,0.22925168278635,0.453543083464116
PQBR57_0049,0.0385818201534093,6.71767306302908,0.0261841300969682,0.87359092046782,0.944541262049418,0.225609565023294,6.71767306302908,0.8744066859993,0.364412551467374,0.817730228568068,0.25686398146887,6.71767306302908,1.24579613501594,0.28175689448077,0.510759306590672
PQBR57_0050,-0.163007006329649,9.43828476084723,1.63259086217011,0.220587622700944,0.447477748907629,0.0935835599294847,9.43828476084723,0.537502139097748,0.474668013177522,0.864139203477027,-0.0129567519128194,9.43828476084723,0.0106201089223754,0.919272661735503,0.967982883842523
PQBR57_0051,-0.106915262585296,10.6864722381905,1.53095597576719,0.234814366561744,0.463106111830106,0.0348303100436099,10.6864722381905,0.16196558383124,0.69297751951804,0.928579224882276,0.21931214168099,10.6864722381905,6.56921948213973,0.0215124618242107,0.110413358278479
PQBR57_0052,0.15235619866592,11.2716514830697,3.10545333251828,0.0981995531074555,0.261731655371168,-0.0143301455461825,11.2716514830697,0.0272635642645571,0.871036259442504,0.995683304875672,-0.0321558132140581,11.2716514830697,0.139284438576809,0.714166478859552,0.864303749983435
PQBR57_0053,-0.547528277679768,6.33587197665848,4.22968140918271,0.057380554252992,0.196533030980123,0.033640400477111,6.33587197665848,0.0168889655002594,0.898310723478006,0.995683304875672,-0.344013268563163,6.33587197665848,1.87916709619562,0.190407299245923,0.427642509260231
PQBR57_0054,-0.309879062759495,13.5497139620591,4.76084216912651,0.0452739487302988,0.165265204242059,0.647650232465677,13.5497139620591,20.712353885132,0.000373720014722385,0.0265341210452893,0.353142364970693,13.5497139620591,6.1992415794651,0.0248762134054301,0.121807665640382
PQBR57_0055,-0.366423786833624,14.1940358424933,4.21870719933768,0.0576681428932285,0.196533030980123,0.730173744049796,14.1940358424933,16.6472894221424,0.000967716965012225,0.0458052696772453,0.220114913247047,14.1940358424933,1.52770561988263,0.235288785562574,0.459784507567233
PQBR57_0056,0.787903797146617,13.1919612396056,20.9516377914641,0.000354654672642591,0.00888722885563199,0.40389914568174,13.1919612396056,5.54574729879743,0.0324226048332033,0.293872971466907,-1.54597115798577,13.1919612396056,77.6107005336195,2.39399269077697e-07,6.37400553919369e-06
PQBR57_0057,0.659378447905322,12.5678460241884,16.8361226201049,0.00092325989568727,0.014566989465288,0.354143460268094,12.5678460241884,4.87356509975547,0.0431050855977185,0.316599421803932,-1.63743264466639,12.5678460241884,98.6836958647502,5.00342227481174e-08,1.63958299159215e-06
PQBR57_0058,-0.0188304887821396,12.5326366844562,0.0142168029867543,0.906657330903737,0.951320253608354,0.0243539655420527,12.5326366844562,0.0237615761743979,0.879528892942874,0.995683304875672,-0.991092274142684,12.5326366844562,38.5990412688852,1.59257859669146e-05,0.000294973253126331
PQBR57_0059,0.0752545571918555,11.6102086534335,0.653855229409851,0.431259894614468,0.643423297615285,-0.127505921756723,11.6102086534335,1.86420158395683,0.192083045729427,0.665263231550699,0.147730300715059,11.6102086534335,2.53762957150528,0.131818419921668,0.358184493877857
PQBR57_0060,0.201674584391246,13.8136784379619,0.987116233968747,0.336060963104688,0.576669063456688,-0.301461203999322,13.8136784379619,2.20046975583165,0.158483759826389,0.630972726037773,-2.79989192538031,13.8136784379619,165.690591032089,1.46807230227743e-09,2.76883726417174e-07
PQBR57_0061,0.275003849518063,14.8961298920151,1.54897976562176,0.232206162999509,0.462242174942947,-0.237891935271984,14.8961298920151,1.15889100383552,0.298549204738692,0.757035483444539,-2.56572761881369,14.8961298920151,120.078623003723,1.34400334682989e-08,7.15681782186914e-07
PQBR57_0062,0.388464391985386,12.6853127206965,2.88519674589998,0.109845249732859,0.279327346178529,-0.211277352330131,12.6853127206965,0.851957737611995,0.370474023740932,0.817730228568068,-2.60508558038571,12.6853127206965,114.305994240362,1.87464943227889e-08,8.87334064612007e-07
PQBR57_0063,0.30968621250949,14.9183797687068,1.63546590068067,0.220201654436427,0.447477748907629,-0.271547051098429,14.9183797687068,1.25723353595131,0.279643417857323,0.739926062156643,-2.68808948802579,14.9183797687068,108.689117187293,2.62978056766615e-08,1.12028652182578e-06
PQBR57_0064,0.215486330930871,14.3943174320712,0.980406136129507,0.33765828812188,0.576669063456688,-0.197411306584264,14.3943174320712,0.822394519293115,0.378686811498987,0.823762538517695,-2.57210638082642,14.3943174320712,124.179523660735,1.07019498660586e-08,6.69689725530181e-07
PQBR57_0065,0.323066837816768,13.3484639611423,1.74178210912965,0.206519746129283,0.433386265276229,-0.284496201001335,13.3484639611423,1.3484486712087,0.263529045001664,0.719637007504545,-2.93636515733355,13.3484639611423,123.671367797298,1.10042912645804e-08,6.69689725530181e-07
PQBR57_0066,0.243420644492204,12.9917520389056,1.3184517836858,0.268687444707443,0.50202127826917,-0.255079485669424,12.9917520389056,1.4439738448255,0.24795539076804,0.71596510440865,-2.88125585218079,12.9917520389056,159.072042613856,1.94988539730404e-09,2.76883726417174e-07
PQBR57_0067,-0.422735152069452,12.90501227796,2.26233482735643,0.153124668062562,0.350704884917481,0.0212247155265868,12.90501227796,0.005729348517121,0.940654800744513,0.998546695183773,-3.06627730931803,12.90501227796,101.186211186972,4.23778113006938e-08,1.50441230117463e-06
PQBR57_0068,0.00852054800755531,10.064483495217,0.00729128182117757,0.933070969562149,0.957802971165001,0.0594786825645675,10.064483495217,0.352679626186742,0.561368146995164,0.904114073161539,0.0768615093417289,10.064483495217,0.605275328661945,0.448558880210798,0.670477484104561
PQBR57_0069,0.0236630212383165,11.0821406354817,0.0547181110511372,0.818181071981938,0.91376233165484,0.0880029370282232,11.0821406354817,0.75441210452926,0.398640937381186,0.827586002974691,0.108493098050476,11.0821406354817,1.16415123028352,0.297494400206181,0.522923904052322
PQBR57_0070,0.103732400063999,8.83667275415404,0.662292073283664,0.42836473561003,0.643423297615285,0.0155690178639837,8.83667275415404,0.0145967996814436,0.905424461723364,0.995683304875672,-0.185098529359887,8.83667275415404,2.139134974608,0.164028510697874,0.394780483374545
PQBR57_0071,-0.156477035309791,10.171950405058,1.33780927696937,0.265343355363438,0.497957133853853,-0.11705033751922,10.171950405058,0.740742427688658,0.402845918357452,0.82904522328635,-0.216847488098167,10.171950405058,2.60538580340353,0.127142829003782,0.354005523892884
PQBR57_0072,-0.119287616009887,9.01006707989134,0.699353005678332,0.41600388328013,0.639774925188936,-0.0495085677719675,9.01006707989134,0.119015971425319,0.734849600163264,0.929870683809834,-0.154781037487761,9.01006707989134,1.20545050250994,0.289387841059471,0.514923548800773
PQBR57_0073,0.146186063049002,11.4153390422711,2.56699704542444,0.129766569171288,0.312319539361406,0.00743062564918099,11.4153390422711,0.0065911828013005,0.936357354664454,0.998546695183773,0.0533672242622471,11.4153390422711,0.344638014984879,0.565815501519477,0.762776593820561
PQBR57_0074,-1.22578526032553,7.3150965739007,19.0562821197266,0.000542629718467368,0.0110076314317666,-1.01693399344074,7.3150965739007,13.0384044651117,0.00253359981617719,0.0599618623161934,-1.26708616478035,7.3150965739007,21.4530470354247,0.000318176588633597,0.00451810755859707
PQBR57_0075,-0.786666579980623,9.75764750115802,25.4339623242805,0.000141583998154601,0.00502623193448833,-0.755345126722605,9.75764750115802,23.2278854704341,0.000219353177204469,0.0186888906978208,-0.901135420922086,9.75764750115802,34.0026882367999,3.18402712931189e-05,0.000565164815452861
PQBR57_0076,-0.982598539905744,9.52680570738938,34.754271144088,2.83035612510099e-05,0.00430545389620123,-0.630279875255185,9.52680570738938,14.5144073455109,0.00168286916889879,0.0577243038276148,-0.790736356996735,9.52680570738938,23.484243997735,0.000208193486227842,0.00305829052182968
PQBR57_0077,-0.89216634112119,9.1902247072901,23.321944174703,0.000215181659626787,0.00611115913340076,-0.610647972900214,9.1902247072901,11.0556988630387,0.00456590270717143,0.0845684588371751,-0.726802374935485,9.1902247072901,16.1879050645051,0.00108640044530711,0.0119346760388575
PQBR57_0078,-0.677286331842339,10.3105702390423,19.1763089859415,0.000527821212976962,0.0110076314317666,-0.578163675924691,10.3105702390423,13.951183880693,0.00196189016756255,0.0580141777049289,-0.614363452518741,10.3105702390423,16.1654554427789,0.00109261118665597,0.0119346760388575
PQBR57_0079,-0.563890176629648,11.2492885036655,22.2584978872945,0.000268140390388112,0.00713923789408348,-0.426632565829543,11.2492885036655,12.7532541023607,0.00274951719257249,0.0616470696860989,-0.624126503877087,11.2492885036655,27.5292223824174,9.55467100562289e-05,0.00156549609553667
PQBR57_0080,-0.500140135496242,10.4487248939353,7.89610439438118,0.01309834064432,0.0764368919791825,-0.236385657149555,10.4487248939353,1.77504386864382,0.202464243270456,0.679132028607986,-0.392857992810969,10.4487248939353,4.98980476922367,0.0409943710434735,0.169549534606987
PQBR57_0081,-0.499261085090248,10.9087892844674,13.9603448034795,0.00195694980648671,0.0260518942988543,-0.366893525198476,10.9087892844674,7.54233929028741,0.0148975884725008,0.192314323917738,-0.437292127276653,10.9087892844674,10.8877439216245,0.00481057569197141,0.0371202845771477
PQBR57_0082,-0.57235654977037,9.75731251253869,26.5683950537908,0.000114136398343929,0.00442019142677399,-0.40607710053791,9.75731251253869,13.3565999021488,0.00231511976756759,0.0580141777049289,-0.492019239540685,9.75731251253869,20.2297508031733,0.00041582069771521,0.00553561303833374
PQBR57_0083,-0.433075349067068,10.5709673228492,19.3067415699664,0.000512246690163411,0.0110076314317666,-0.251733723541226,10.5709673228492,6.52547554469197,0.0218814839509766,0.233037804077901,-0.343206825812277,10.5709673228492,12.3722887648173,0.00307148710695001,0.0276222244134802
PQBR57_0084,-0.158963821088016,10.6417312001524,1.28845493193156,0.273982168819603,0.505718963645549,-0.0766270820556842,10.6417312001524,0.298541494112194,0.592758806015382,0.909573114251779,-0.159597180336722,10.6417312001524,1.31894465901726,0.26860159985366,0.495343210119736
PQBR57_0085,-0.275184523934288,10.4144326448654,5.29531829971058,0.0359964386372068,0.147446950571635,-0.0173759087058785,10.4144326448654,0.0211780497247575,0.886214531964071,0.995683304875672,-0.126608646299019,10.4144326448654,1.1465038207845,0.301053563065872,0.525609909287137
PQBR57_0086,-0.264423240419175,11.1787893274702,5.35283136924275,0.0351368208713302,0.145323162050356,-0.138157218728736,11.1787893274702,1.45899343467588,0.24561847257057,0.71596510440865,-0.143096060368757,11.1787893274702,1.58807498904802,0.226677093559468,0.453335480739572
PQBR57_0087,0.0629524818891269,10.6531754205382,0.30699055834194,0.587622890734049,0.770238004469861,0.100686654469241,10.6531754205382,0.780722206611013,0.390733945899491,0.824023074025659,0.0985594864384128,10.6531754205382,0.763672682395318,0.395830290187306,0.636930562015898
PQBR57_0088,0.00921035696909475,10.928626341834,0.00801501431398366,0.929836866756931,0.957802971165001,-0.0217889660531582,10.928626341834,0.0445894628870698,0.835576379868504,0.975220651572555,0.0140196806768122,10.928626341834,0.0188076387978547,0.892726314795842,0.962788380007668
PQBR57_0089,0.196386182473991,10.130825079843,3.27692865634224,0.0901483042233012,0.251001160778603,0.0067713737511407,10.130825079843,0.0038361682288419,0.95142332890437,0.999159930112588,0.11824968368282,10.130825079843,1.20779689783192,0.288936388243042,0.514923548800773
PQBR57_0090,-0.138532325573861,10.3501898779802,1.364386935289,0.260841993424886,0.493437661386739,-0.0262991766107044,10.3501898779802,0.0489051033086857,0.82793403143076,0.974309108810784,-0.0145723862763061,10.3501898779802,0.0153950641268449,0.90288656401368,0.967172541389762
PQBR57_0091,-0.182642341357359,8.38542992827205,1.50371554859871,0.238829406503644,0.468854042260611,-0.227033614004943,8.38542992827205,2.27152768926229,0.152347590154752,0.618095937199278,-0.0173169564103388,8.38542992827205,0.0141049572622035,0.907023383434973,0.967172541389762
PQBR57_0092,-0.24363270588246,10.1906580856819,6.0324214290973,0.0265891556465488,0.120322497434172,-0.129313130137381,10.1906580856819,1.69016364759644,0.213021728261102,0.703467102629687,-0.149599565353438,10.1906580856819,2.3215741269135,0.148201535353764,0.378047030303613
PQBR57_0093,-0.331876251437658,9.45931244950815,9.52776023371751,0.00745115201996882,0.0515020330391623,-0.0886818963420426,9.45931244950815,0.680379589362552,0.422260796118055,0.854560391109515,-0.132860196209531,9.45931244950815,1.58052145770548,0.227731908164949,0.453335480739572
PQBR57_0094,-0.451559118055535,9.05146122312008,10.7022158563207,0.00509841555184746,0.0417677889439811,-0.0638041309758806,9.05146122312008,0.21601683808539,0.648704964471959,0.928579224882276,-0.296202599037569,9.05146122312008,4.7861095680133,0.0447769184591114,0.179952521354542
PQBR57_0095,-0.42501725721689,9.32852100468136,8.55369407119709,0.0103763916527042,0.0643683495298404,-0.288707864410339,9.32852100468136,3.93200378019464,0.0658185319102808,0.412333744026171,-0.257768581347239,9.32852100468136,3.2613048755593,0.0908483314909169,0.290987888835568
PQBR57_0096,0.0717552195798587,10.0457836471607,0.513688032237399,0.484455912696265,0.690228156550531,0.0103544222943756,10.0457836471607,0.0105525535930694,0.919528863736457,0.998546695183773,-0.207205801263925,10.0457836471607,4.31991005496959,0.0550788011021946,0.204611750685908
PQBR57_0097,-0.23589452987941,9.94014258452228,4.11346819721171,0.0605138037864132,0.199836282271411,-0.205648853575797,9.94014258452228,3.09862408744769,0.0985376536720275,0.485371740751748,-0.119897669871645,9.94014258452228,1.09124318507278,0.312587029652557,0.543518671967303
PQBR57_0098,-0.270438935726868,8.0234438185161,2.64958488085739,0.124201528953319,0.302342007623507,-0.231266904606528,8.0234438185161,1.90463296476601,0.187598081042272,0.663801331677474,-0.0863941327866623,8.0234438185161,0.285263824127644,0.601025912866255,0.787449038228175
